UTC time,creation_time (UTC),version,forecasted_avg_carbon_intensity
2023-08-25T00:00:00.000000000,2023-08-25 21:23:44,3.0,396.90314
2023-08-25T01:00:00.000000000,2023-08-25 21:23:44,3.0,413.29928
2023-08-25T02:00:00.000000000,2023-08-25 21:23:44,3.0,424.1987
2023-08-25T03:00:00.000000000,2023-08-25 21:23:44,3.0,436.20409
2023-08-25T04:00:00.000000000,2023-08-25 21:23:44,3.0,447.38146
2023-08-25T05:00:00.000000000,2023-08-25 21:23:44,3.0,469.39763
2023-08-25T06:00:00.000000000,2023-08-25 21:23:44,3.0,485.36327
2023-08-25T07:00:00.000000000,2023-08-25 21:23:44,3.0,495.53586
2023-08-25T08:00:00.000000000,2023-08-25 21:23:44,3.0,503.31631
2023-08-25T09:00:00.000000000,2023-08-25 21:23:44,3.0,507.01763
2023-08-25T10:00:00.000000000,2023-08-25 21:23:44,3.0,494.41543
2023-08-25T11:00:00.000000000,2023-08-25 21:23:44,3.0,475.18167
2023-08-25T12:00:00.000000000,2023-08-25 21:23:44,3.0,438.64163
2023-08-25T13:00:00.000000000,2023-08-25 21:23:44,3.0,403.54667
2023-08-25T14:00:00.000000000,2023-08-25 21:23:44,3.0,376.55644
2023-08-25T15:00:00.000000000,2023-08-25 21:23:44,3.0,361.20373
2023-08-25T16:00:00.000000000,2023-08-25 21:23:44,3.0,352.12656
2023-08-25T17:00:00.000000000,2023-08-25 21:23:44,3.0,345.08005
2023-08-25T18:00:00.000000000,2023-08-25 21:23:44,3.0,353.17297
2023-08-25T19:00:00.000000000,2023-08-25 21:23:44,3.0,359.97777
2023-08-25T20:00:00.000000000,2023-08-25 21:23:44,3.0,359.58719
2023-08-25T21:00:00.000000000,2023-08-25 21:23:44,3.0,368.501
2023-08-25T22:00:00.000000000,2023-08-25 21:23:44,3.0,382.06474
2023-08-25T23:00:00.000000000,2023-08-25 21:23:44,3.0,392.76552
2023-08-26T00:00:00.000000000,2023-08-25 21:23:44,3.0,368.37857
2023-08-26T01:00:00.000000000,2023-08-25 21:23:44,3.0,390.57837
2023-08-26T02:00:00.000000000,2023-08-25 21:23:44,3.0,407.26792
