,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,hydro,solar,wind,other
0,2023-08-29 00:00:00,2023-09-02 20:46:35,3.0,386.83,1050.0,2524.0,213.0,820.0,1.0,269.0
1,2023-08-29 01:00:00,2023-09-02 20:46:35,3.0,397.09,1154.0,2597.0,416.0,580.0,2.0,269.0
2,2023-08-29 02:00:00,2023-09-02 20:46:35,3.0,428.02,1161.0,2726.0,438.0,173.0,12.0,268.0
3,2023-08-29 03:00:00,2023-09-02 20:46:35,3.0,441.06,1146.0,2744.0,422.0,1.0,41.0,255.0
4,2023-08-29 04:00:00,2023-09-02 20:46:35,3.0,452.69,1023.0,2617.0,217.0,0.0,67.0,250.0
5,2023-08-29 05:00:00,2023-09-02 20:46:35,3.0,440.01,853.0,2436.0,235.0,0.0,79.0,265.0
6,2023-08-29 06:00:00,2023-09-02 20:46:35,3.0,430.62,640.0,2432.0,212.0,0.0,20.0,253.0
7,2023-08-29 07:00:00,2023-09-02 20:46:35,3.0,421.05,478.0,2077.0,222.0,0.0,2.0,249.0
8,2023-08-29 08:00:00,2023-09-02 20:46:35,3.0,450.32,417.0,1719.0,29.0,0.0,1.0,180.0
9,2023-08-29 09:00:00,2023-09-02 20:46:35,3.0,454.54,413.0,1688.0,0.0,0.0,2.0,145.0
10,2023-08-29 10:00:00,2023-09-02 20:46:35,3.0,451.85,406.0,1688.0,0.0,0.0,6.0,128.0
11,2023-08-29 11:00:00,2023-09-02 20:46:35,3.0,453.38,402.0,1628.0,0.0,0.0,6.0,125.0
12,2023-08-29 12:00:00,2023-09-02 20:46:35,3.0,463.48,419.0,1448.0,0.0,0.0,8.0,133.0
13,2023-08-29 13:00:00,2023-09-02 20:46:35,3.0,491.47,628.0,1459.0,0.0,0.0,7.0,144.0
14,2023-08-29 14:00:00,2023-09-02 20:46:35,3.0,498.44,730.0,1465.0,0.0,24.0,4.0,146.0
15,2023-08-29 15:00:00,2023-09-02 20:46:35,3.0,412.01,498.0,1116.0,0.0,358.0,3.0,137.0
16,2023-08-29 16:00:00,2023-09-02 20:46:35,3.0,327.93,426.0,908.0,0.0,780.0,1.0,137.0
17,2023-08-29 17:00:00,2023-09-02 20:46:35,3.0,306.5,425.0,975.0,0.0,949.0,1.0,136.0
18,2023-08-29 18:00:00,2023-09-02 20:46:35,3.0,301.31,423.0,1136.0,0.0,1020.0,11.0,141.0
19,2023-08-29 19:00:00,2023-09-02 20:46:35,3.0,294.28,424.0,1188.0,0.0,1041.0,74.0,145.0
20,2023-08-29 20:00:00,2023-09-02 20:46:35,3.0,293.91,425.0,1354.0,27.0,1032.0,129.0,171.0
21,2023-08-29 21:00:00,2023-09-02 20:46:35,3.0,310.53,435.0,1931.0,27.0,1030.0,140.0,232.0
22,2023-08-29 22:00:00,2023-09-02 20:46:35,3.0,304.09,471.0,2225.0,214.0,1008.0,182.0,242.0
23,2023-08-29 23:00:00,2023-09-02 20:46:35,3.0,298.23,496.0,2255.0,399.0,948.0,191.0,245.0
