datetime,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast,avg_other_production_forecast
2023-09-01 00:00:00,2023-09-03 15:38:40,3.0,4.101460523559801,296.3499594530547,274.50209218355184,153.1076747230719,0.0092830538069511,389.87837,1738.55896,269.92942,7377.5001,2277.52,1363.00812
2023-09-01 01:00:00,2023-09-03 15:38:40,3.0,4.101460523559801,296.3499594530547,274.50209218355184,153.1076747230719,0.0092830538069511,400.26061,1867.3004,258.99817,2509.14012,2271.66996,1359.5071
2023-09-01 02:00:00,2023-09-03 15:38:40,3.0,4.101460523559801,296.3499594530547,274.50209218355184,153.1076747230719,0.0092830538069511,414.5134,1959.56469,323.34652,80.86,2204.13003,1319.08705
2023-09-01 03:00:00,2023-09-03 15:38:40,3.0,4.101460523559801,296.3499594530547,274.50209218355184,153.1076747230719,0.0092830538069511,447.91789,1982.58091,374.27411,0.0,2128.92007,1274.07678
2023-09-01 04:00:00,2023-09-03 15:38:40,3.0,3.218245269091449,294.3072662201212,275.070989819965,153.1076747230719,0.0092830538069511,480.98488,1987.31334,344.0613,0.0,2020.88996,1209.42492
2023-09-01 05:00:00,2023-09-03 15:38:40,3.0,3.218245269091449,294.3072662201212,275.070989819965,153.1076747230719,0.0092830538069511,479.02291,1969.26212,327.52529,0.0,1923.26003,1150.99716
2023-09-01 06:00:00,2023-09-03 15:38:40,3.0,3.218245269091449,294.3072662201212,275.070989819965,153.1076747230719,0.0092830538069511,457.70852,1942.31759,307.99903,0.0,1859.33002,1112.73751
2023-09-01 07:00:00,2023-09-03 15:38:40,3.0,2.896295843813964,292.9017879348652,274.97929421693044,76.5539563549028,0.0103501755755636,423.36921,1844.46729,297.9637,0.0,1776.30001,1063.04724
2023-09-01 08:00:00,2023-09-03 15:38:40,3.0,2.896295843813964,292.9017879348652,274.97929421693044,76.5539563549028,0.0103501755755636,401.0564,1812.0316,230.99421,0.0,1759.28997,1052.86738
2023-09-01 09:00:00,2023-09-03 15:38:40,3.0,2.896295843813964,292.9017879348652,274.97929421693044,76.5539563549028,0.0103501755755636,397.79477,1755.66038,154.59502,0.0,1741.68994,1042.33444
2023-09-01 10:00:00,2023-09-03 15:38:40,3.0,2.797730207843781,291.70000854459585,274.83819823568825,0.0,0.0139204252143318,389.54961,1624.19437,96.56077,0.0,1729.32007,1034.93155
2023-09-01 11:00:00,2023-09-03 15:38:40,3.0,2.797730207843781,291.70000854459585,274.83819823568825,0.0,0.0139204252143318,387.63018,1465.3971,75.77745,0.0,1699.12004,1016.858
2023-09-01 12:00:00,2023-09-03 15:38:40,3.0,2.797730207843781,291.70000854459585,274.83819823568825,0.0,0.0139204252143318,380.02332,1380.95893,67.03993,0.0,1629.37998,975.12125
2023-09-01 13:00:00,2023-09-03 15:38:40,3.0,2.938926614894273,293.32431890670944,275.0242882546286,0.0,0.0548860121976816,392.12891,1320.63119,32.24626,381.11002,1536.37007,919.4584
2023-09-01 14:00:00,2023-09-03 15:38:40,3.0,2.938926614894273,293.32431890670944,275.0242882546286,0.0,0.0548860121976816,393.43978,1246.98975,12.8188,3483.70987,1438.90008,861.12635
2023-09-01 15:00:00,2023-09-03 15:38:40,3.0,2.938926614894273,293.32431890670944,275.0242882546286,0.0,0.0548860121976816,392.46486,1190.54314,0.0,7934.8,1383.56001,828.00745
2023-09-01 16:00:00,2023-09-03 15:38:40,3.0,5.380909833056226,297.32326209859934,274.9958187223764,57.838189033775535,0.0982510733534062,379.6484,1113.69342,0.0,10322.42972,1425.77999,853.27448
2023-09-01 17:00:00,2023-09-03 15:38:40,3.0,5.380909833056226,297.32326209859934,274.9958187223764,57.838189033775535,0.0982510733534062,355.00356,1099.62081,28.52302,11164.56982,1559.17995,933.10923
2023-09-01 18:00:00,2023-09-03 15:38:40,3.0,5.380909833056226,297.32326209859934,274.9958187223764,57.838189033775535,0.0982510733534062,318.98855,1115.51942,38.23298,11368.9197,1754.56998,1050.04265
2023-09-01 19:00:00,2023-09-03 15:38:40,3.0,7.191720299846997,298.66505261224535,277.693422760607,300.2948335032557,0.1220558003339541,305.21253,1255.86248,48.87161,11103.44988,1988.59998,1190.1006
2023-09-01 20:00:00,2023-09-03 15:38:40,3.0,7.191720299846997,298.66505261224535,277.693422760607,300.2948335032557,0.1220558003339541,319.74854,1333.0183,86.23743,10718.46048,2215.57999,1325.93941
2023-09-01 21:00:00,2023-09-03 15:38:40,3.0,7.191720299846997,298.66505261224535,277.693422760607,300.2948335032557,0.1220558003339541,343.46236,1415.66156,143.19245,10245.97954,2390.01005,1430.32909
2023-09-01 22:00:00,2023-09-03 15:38:40,3.0,6.947608033059899,296.95288851293026,280.1486949128604,830.4411160554364,0.2212539947434714,370.00365,1465.87243,167.5252,9579.08037,2505.20002,1499.26586
