UTC time,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast,avg_other_production_forecast
2023-01-19 00:00:00,2024-07-17 00:00:00,3.1,5.015794972327448,277.49656158561686,271.3514571167559,388.7843599127312,0.2719176426981656,306.45504,587.36229,32.93384,286.40798,63.73912,153.67207
2023-01-19 01:00:00,2024-07-17 00:00:00,3.1,3.885169854324325,274.40591431996154,268.9215199970153,14.991945327294095,0.1333209442622491,312.77132,707.69149,88.60838,92.81135,64.23667,170.98659
2023-01-19 02:00:00,2024-07-17 00:00:00,3.1,3.885169854324325,274.40591431996154,268.9215199970153,14.991945327294095,0.1333209442622491,323.11726,834.62881,123.38029,0.0,68.16052,197.99036
2023-01-19 03:00:00,2024-07-17 00:00:00,3.1,3.885169854324325,274.40591431996154,268.9215199970153,14.991945327294095,0.1333209442622491,322.60002,959.1763,150.85468,0.0,65.00751,223.40782
2023-01-19 04:00:00,2024-07-17 00:00:00,3.1,3.580262344296849,273.19862698072114,267.34467841082403,7.496348562673444,0.1946481882234038,315.31559,1096.80532,170.17667,6.37386,66.83955,236.33037
2023-01-19 05:00:00,2024-07-17 00:00:00,3.1,3.580262344296849,273.19862698072114,267.34467841082403,7.496348562673444,0.1946481882234038,326.74039,1191.00752,159.31459,14.237,64.54749,248.98211
2023-01-19 06:00:00,2024-07-17 00:00:00,3.1,3.580262344296849,273.19862698072114,267.34467841082403,7.496348562673444,0.1946481882234038,340.0664,1222.88711,122.58863,13.16546,73.12444,258.44083
2023-01-19 07:00:00,2024-07-17 00:00:00,3.1,3.4113163772180424,272.45304078604573,266.14259019629446,0.0,0.0137689536547187,349.58719,1199.20846,90.06002,0.0,73.14923,248.9241
2023-01-19 08:00:00,2024-07-17 00:00:00,3.1,3.4113163772180424,272.45304078604573,266.14259019629446,0.0,0.0137689536547187,353.44936,1145.52606,81.30359,0.0,72.80549,240.55646
2023-01-19 09:00:00,2024-07-17 00:00:00,3.1,3.4113163772180424,272.45304078604573,266.14259019629446,0.0,0.0137689536547187,359.3713,1087.8132,70.35558,0.0,69.07882,234.18294
2023-01-19 10:00:00,2024-07-17 00:00:00,3.1,3.2468540906980823,271.9034270574928,265.259586076186,0.0,0.0169319065515546,366.19625,1018.14474,52.75561,0.0,65.65793,214.6359
2023-01-19 11:00:00,2024-07-17 00:00:00,3.1,3.2468540906980823,271.9034270574928,265.259586076186,0.0,0.0169319065515546,353.24852,904.37061,29.15409,15.07901,67.33822,208.58486
2023-01-19 12:00:00,2024-07-17 00:00:00,3.1,3.2468540906980823,271.9034270574928,265.259586076186,0.0,0.0169319065515546,345.64659,893.70462,41.37005,18.39454,67.32285,198.37446
2023-01-19 13:00:00,2024-07-17 00:00:00,3.1,3.1063787053978325,271.7162295051989,264.3091500317058,0.0036431572540978,0.0003553620845805,341.40762,892.83101,57.83015,10.50072,64.96547,191.48928
2023-01-19 14:00:00,2024-07-17 00:00:00,3.1,3.1063787053978325,271.7162295051989,264.3091500317058,0.0036431572540978,0.0003553620845805,331.24359,860.7984,58.79379,42.51285,67.40828,189.39857
2023-01-19 15:00:00,2024-07-17 00:00:00,3.1,3.1063787053978325,271.7162295051989,264.3091500317058,0.0036431572540978,0.0003553620845805,326.37048,807.04017,54.37962,193.37136,64.63859,193.7896
