UTC time,creation_time (UTC),version,coal,nat_gas,hydro,solar,wind,other
2023-08-17 00:00:00,2023-08-18 22:28:40,3.0,879.0,2562.0,387.0,241.0,56.0,273.0
2023-08-17 01:00:00,2023-08-18 22:28:40,3.0,904.0,2463.0,292.0,263.0,72.0,266.0
2023-08-17 02:00:00,2023-08-18 22:28:40,3.0,1125.0,2427.0,292.0,173.0,34.0,253.0
2023-08-17 03:00:00,2023-08-18 22:28:40,3.0,1110.0,2411.0,312.0,9.0,6.0,271.0
2023-08-17 04:00:00,2023-08-18 22:28:40,3.0,1033.0,2213.0,327.0,0.0,3.0,261.0
2023-08-17 05:00:00,2023-08-18 22:28:40,3.0,894.0,2017.0,327.0,0.0,7.0,253.0
2023-08-17 06:00:00,2023-08-18 22:28:40,3.0,831.0,1796.0,327.0,0.0,11.0,253.0
2023-08-17 07:00:00,2023-08-18 22:28:40,3.0,643.0,1753.0,93.0,0.0,17.0,244.0
2023-08-17 08:00:00,2023-08-18 22:28:40,3.0,476.0,1673.0,88.0,0.0,19.0,227.0
2023-08-17 09:00:00,2023-08-18 22:28:40,3.0,472.0,1676.0,0.0,0.0,4.0,217.0
2023-08-17 10:00:00,2023-08-18 22:28:40,3.0,419.0,1672.0,0.0,0.0,19.0,210.0
2023-08-17 11:00:00,2023-08-18 22:28:40,3.0,409.0,1601.0,0.0,0.0,17.0,201.0
2023-08-17 12:00:00,2023-08-18 22:28:40,3.0,396.0,1562.0,0.0,0.0,17.0,197.0
2023-08-17 13:00:00,2023-08-18 22:28:40,3.0,399.0,1589.0,0.0,6.0,24.0,207.0
2023-08-17 14:00:00,2023-08-18 22:28:40,3.0,410.0,1705.0,0.0,38.0,27.0,193.0
2023-08-17 15:00:00,2023-08-18 22:28:40,3.0,412.0,1675.0,0.0,371.0,27.0,133.0
2023-08-17 16:00:00,2023-08-18 22:28:40,3.0,410.0,1266.0,0.0,727.0,18.0,127.0
2023-08-17 17:00:00,2023-08-18 22:28:40,3.0,410.0,1291.0,0.0,888.0,22.0,158.0
2023-08-17 18:00:00,2023-08-18 22:28:40,3.0,414.0,1336.0,92.0,922.0,35.0,171.0
2023-08-17 19:00:00,2023-08-18 22:28:40,3.0,415.0,1333.0,96.0,1010.0,67.0,171.0
2023-08-17 20:00:00,2023-08-18 22:28:40,3.0,425.0,1669.0,64.0,882.0,52.0,197.0
2023-08-17 21:00:00,2023-08-18 22:28:40,3.0,535.0,1891.0,65.0,846.0,32.0,234.0
2023-08-17 22:00:00,2023-08-18 22:28:40,3.0,541.0,1857.0,239.0,940.0,83.0,224.0
2023-08-17 23:00:00,2023-08-18 22:28:40,3.0,502.0,1882.0,246.0,907.0,233.0,209.0
