UTC time,coal,nat_gas,hydro,solar,wind,other
2023-09-19 00:00:00,505.0,809.0,138.0,762.0,19.0,163.0
2023-09-19 01:00:00,468.0,983.0,137.0,396.0,15.0,225.0
2023-09-19 02:00:00,518.0,1026.0,137.0,40.0,44.0,222.0
2023-09-19 03:00:00,615.0,1245.0,137.0,0.0,24.0,214.0
2023-09-19 04:00:00,611.0,1263.0,138.0,0.0,42.0,210.0
2023-09-19 05:00:00,559.0,1263.0,137.0,0.0,29.0,211.0
2023-09-19 06:00:00,445.0,1238.0,137.0,0.0,64.0,234.0
2023-09-19 07:00:00,394.0,1195.0,136.0,0.0,68.0,227.0
2023-09-19 08:00:00,383.0,713.0,132.0,0.0,30.0,168.0
2023-09-19 09:00:00,378.0,656.0,134.0,0.0,13.0,155.0
2023-09-19 10:00:00,371.0,669.0,134.0,0.0,16.0,160.0
2023-09-19 11:00:00,369.0,670.0,133.0,0.0,24.0,161.0
2023-09-19 12:00:00,368.0,686.0,132.0,0.0,21.0,164.0
2023-09-19 13:00:00,371.0,735.0,132.0,0.0,37.0,217.0
2023-09-19 14:00:00,414.0,873.0,138.0,8.0,39.0,205.0
2023-09-19 15:00:00,395.0,832.0,138.0,253.0,57.0,154.0
2023-09-19 16:00:00,393.0,597.0,130.0,694.0,37.0,106.0
2023-09-19 17:00:00,389.0,585.0,129.0,908.0,44.0,104.0
2023-09-19 18:00:00,387.0,578.0,128.0,982.0,134.0,105.0
2023-09-19 19:00:00,383.0,577.0,128.0,985.0,134.0,111.0
2023-09-19 20:00:00,381.0,575.0,128.0,1003.0,77.0,115.0
2023-09-19 21:00:00,397.0,580.0,129.0,1007.0,44.0,115.0
2023-09-19 22:00:00,385.0,608.0,130.0,983.0,81.0,130.0
2023-09-19 23:00:00,465.0,671.0,63.0,908.0,99.0,145.0
