UTC time,coal,nat_gas,hydro,solar,wind,other
2023-10-31 00:00:00,465.0,577.0,197.0,492.0,46.0,192.0
2023-10-31 01:00:00,589.0,910.0,234.0,69.0,53.0,216.0
2023-10-31 02:00:00,601.0,1268.0,232.0,0.0,38.0,217.0
2023-10-31 03:00:00,639.0,1337.0,232.0,0.0,26.0,211.0
2023-10-31 04:00:00,639.0,1418.0,233.0,0.0,23.0,209.0
2023-10-31 05:00:00,509.0,1254.0,231.0,0.0,29.0,209.0
2023-10-31 06:00:00,440.0,1023.0,231.0,0.0,43.0,207.0
2023-10-31 07:00:00,431.0,1009.0,230.0,0.0,32.0,208.0
2023-10-31 08:00:00,446.0,906.0,230.0,0.0,9.0,209.0
2023-10-31 09:00:00,425.0,907.0,229.0,0.0,0.0,210.0
2023-10-31 10:00:00,461.0,904.0,0.0,0.0,0.0,207.0
2023-10-31 11:00:00,428.0,917.0,0.0,0.0,0.0,206.0
2023-10-31 12:00:00,409.0,952.0,0.0,0.0,0.0,217.0
2023-10-31 13:00:00,412.0,1049.0,0.0,0.0,0.0,219.0
2023-10-31 14:00:00,479.0,1058.0,0.0,0.0,0.0,208.0
2023-10-31 15:00:00,564.0,1008.0,0.0,77.0,0.0,177.0
2023-10-31 16:00:00,526.0,620.0,0.0,510.0,0.0,159.0
2023-10-31 17:00:00,439.0,490.0,0.0,857.0,0.0,107.0
2023-10-31 18:00:00,431.0,438.0,0.0,946.0,0.0,107.0
2023-10-31 19:00:00,429.0,428.0,0.0,957.0,4.0,108.0
2023-10-31 20:00:00,466.0,429.0,0.0,942.0,5.0,108.0
2023-10-31 21:00:00,508.0,430.0,0.0,947.0,23.0,108.0
2023-10-31 22:00:00,511.0,470.0,0.0,913.0,43.0,122.0
2023-10-31 23:00:00,479.0,584.0,184.0,741.0,28.0,134.0
