UTC time,coal,nat_gas,hydro,solar,wind,other
2023-12-16 00:00:00,278.0,1211.0,129.0,289.0,39.0,205.0
2023-12-16 01:00:00,382.0,1367.0,129.0,14.0,53.0,233.0
2023-12-16 02:00:00,397.0,1466.0,129.0,0.0,36.0,218.0
2023-12-16 03:00:00,359.0,1517.0,129.0,0.0,17.0,3.0
2023-12-16 04:00:00,356.0,1490.0,121.0,0.0,2.0,0.0
2023-12-16 05:00:00,314.0,1426.0,19.0,0.0,1.0,0.0
2023-12-16 06:00:00,344.0,1425.0,19.0,0.0,1.0,0.0
2023-12-16 07:00:00,315.0,1427.0,19.0,0.0,0.0,0.0
2023-12-16 08:00:00,239.0,1500.0,19.0,0.0,0.0,0.0
2023-12-16 09:00:00,229.0,1387.0,26.0,0.0,0.0,0.0
2023-12-16 10:00:00,228.0,1332.0,26.0,0.0,0.0,0.0
2023-12-16 11:00:00,222.0,1336.0,26.0,0.0,0.0,0.0
2023-12-16 12:00:00,226.0,1377.0,26.0,0.0,0.0,0.0
2023-12-16 13:00:00,216.0,1381.0,26.0,0.0,0.0,0.0
2023-12-16 14:00:00,223.0,1385.0,26.0,0.0,0.0,0.0
2023-12-16 15:00:00,278.0,1387.0,26.0,0.0,0.0,0.0
2023-12-16 16:00:00,275.0,1198.0,26.0,100.0,1.0,0.0
2023-12-16 17:00:00,232.0,619.0,119.0,496.0,0.0,0.0
2023-12-16 18:00:00,228.0,498.0,134.0,717.0,0.0,0.0
2023-12-16 19:00:00,228.0,465.0,135.0,778.0,0.0,0.0
2023-12-16 20:00:00,227.0,465.0,135.0,805.0,0.0,0.0
2023-12-16 21:00:00,226.0,465.0,136.0,742.0,0.0,0.0
2023-12-16 22:00:00,226.0,468.0,135.0,758.0,0.0,0.0
2023-12-16 23:00:00,228.0,598.0,135.0,558.0,0.0,0.0
