Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,hydro,solar,wind,other
36552,2023-03-04 00:00:00,2024-07-17 00:00:00,3.1,241.81,208.0,462.0,0.0,853.0,14.0,128.0
36553,2023-03-04 01:00:00,2024-07-17 00:00:00,3.1,341.29,251.0,568.0,29.0,448.0,2.0,180.0
36554,2023-03-04 02:00:00,2024-07-17 00:00:00,3.1,427.11,370.0,853.0,218.0,36.0,1.0,233.0
36555,2023-03-04 03:00:00,2024-07-17 00:00:00,3.1,440.87,456.0,1150.0,215.0,0.0,2.0,236.0
36556,2023-03-04 04:00:00,2024-07-17 00:00:00,3.1,444.52,478.0,1150.0,215.0,0.0,1.0,237.0
36557,2023-03-04 05:00:00,2024-07-17 00:00:00,3.1,447.98,477.0,1058.0,215.0,0.0,0.0,236.0
36558,2023-03-04 06:00:00,2024-07-17 00:00:00,3.1,448.09,475.0,1047.0,215.0,0.0,0.0,236.0
36559,2023-03-04 07:00:00,2024-07-17 00:00:00,3.1,445.73,468.0,1050.0,215.0,0.0,5.0,236.0
36560,2023-03-04 08:00:00,2024-07-17 00:00:00,3.1,431.27,366.0,997.0,215.0,0.0,2.0,239.0
36561,2023-03-04 09:00:00,2024-07-17 00:00:00,3.1,431.0,353.0,704.0,222.0,0.0,21.0,219.0
36562,2023-03-04 10:00:00,2024-07-17 00:00:00,3.1,417.65,301.0,528.0,222.0,0.0,44.0,211.0
36563,2023-03-04 11:00:00,2024-07-17 00:00:00,3.1,413.21,298.0,546.0,221.0,0.0,55.0,212.0
36564,2023-03-04 12:00:00,2024-07-17 00:00:00,3.1,406.51,298.0,580.0,221.0,0.0,71.0,205.0
36565,2023-03-04 13:00:00,2024-07-17 00:00:00,3.1,395.13,260.0,667.0,222.0,0.0,69.0,205.0
36566,2023-03-04 14:00:00,2024-07-17 00:00:00,3.1,393.61,275.0,737.0,223.0,0.0,86.0,211.0
36567,2023-03-04 15:00:00,2024-07-17 00:00:00,3.1,371.18,292.0,752.0,222.0,53.0,146.0,214.0
36568,2023-03-04 16:00:00,2024-07-17 00:00:00,3.1,293.64,214.0,552.0,42.0,454.0,135.0,154.0
36569,2023-03-04 17:00:00,2024-07-17 00:00:00,3.1,221.64,198.0,350.0,33.0,759.0,105.0,114.0
36570,2023-03-04 18:00:00,2024-07-17 00:00:00,3.1,205.62,197.0,212.0,32.0,819.0,49.0,111.0
36571,2023-03-04 19:00:00,2024-07-17 00:00:00,3.1,229.84,210.0,245.0,33.0,702.0,82.0,122.0
36572,2023-03-04 20:00:00,2024-07-17 00:00:00,3.1,181.85,203.0,213.0,0.0,921.0,161.0,100.0
36573,2023-03-04 21:00:00,2024-07-17 00:00:00,3.1,176.53,197.0,210.0,0.0,992.0,124.0,104.0
36574,2023-03-04 22:00:00,2024-07-17 00:00:00,3.1,179.12,197.0,211.0,0.0,949.0,160.0,111.0
36575,2023-03-04 23:00:00,2024-07-17 00:00:00,3.1,169.31,198.0,242.0,0.0,979.0,255.0,107.0
