UTC time,avg_solar_production_forecast,avg_biomass_production_forecast,avg_wind_production_forecast,avg_hydro_production_forecast,avg_oil_production_forecast,avg_nat_gas_production_forecast,avg_coal_production_forecast
2021-08-18 15:00:00,444.20195,94.02511,477.29888,124.77598,6.23055,718.57887,10219.27026
2021-08-18 16:00:00,361.66125,92.51096,472.02141,115.53487,4.75745,572.39303,10207.62024
2021-08-18 17:00:00,167.88803,89.93034,453.28267,114.02177,10.01279,542.55738,10208.39046
2021-08-18 18:00:00,0,92.55665,403.65594,90.23266,12.72298,609.4637,10209.48051
2021-08-18 19:00:00,0,94.20047,387.36446,95.87396,16.43853,679.02135,10453.92852
2021-08-18 20:00:00,384.29664,97.24922,367.23112,123.61746,14.48664,791.55741,10483.66762
2021-08-18 21:00:00,1467.56421,96.44023,339.52948,148.63532,11.56352,859.36579,10215.25404
2021-08-18 22:00:00,2739.07326,97.36786,288.78885,155.20552,3.4715,796.87638,9884.82492
2021-08-18 23:00:00,3640.42343,96.28282,239.3387,123.70969,6.11993,659.77486,9187.47185
2021-08-19 00:00:00,4238.55421,102.57784,141.47136,95.06662,18.58349,477.89514,8903.43171
2021-08-19 01:00:00,4758.88217,100.48189,105.01975,105.99536,10.56375,287.90765,8695.92952
2021-08-19 02:00:00,4886.38096,96.47204,72.89072,104.20891,3.47207,235.90276,8545.8612
2021-08-19 03:00:00,4768.74358,93.18752,19.09482,122.21637,0.80426,329.46104,8511.5272
2021-08-19 04:00:00,4376.67797,92.41,28.77478,75.62276,0.31603,537.32094,8709.72858
2021-08-19 05:00:00,3461.78288,91.79106,23.79339,92.45246,0.26579,889.77283,9277.41338
2021-08-19 06:00:00,2331.46557,90.1949,39.50242,129.39774,5.5449,1240.25341,10146.87365
2021-08-19 07:00:00,1174.54434,92.45078,76.66727,208.68029,11.13478,1574.50708,10849.95682
2021-08-19 08:00:00,161.44518,94.08346,144.80118,307.38899,14.38468,1863.43163,11417.46416
2021-08-19 09:00:00,0,93.7804,208.9192,373.64087,20.15839,1910.62842,11718.96006
2021-08-19 10:00:00,30.19025,94.13672,281.3717,373.62864,21.12665,1806.77104,11621.98756
2021-08-19 11:00:00,78.58128,93.45036,333.92634,326.10545,21.57266,1602.0124,11237.19396
2021-08-19 12:00:00,113.53375,92.5253,403.89427,215.62481,20.80698,1294.60121,10986.84301
2021-08-19 13:00:00,98.10085,96.05512,459.86798,182.99131,9.70485,1044.22337,10655.25366
2021-08-19 14:00:00,351.56388,94.11921,478.25293,164.28273,7.33649,835.87492,10440.52463
2021-08-19 15:00:00,428.38131,91.91147,514.2079,138.64514,6.23055,592.71895,10176.74046
2021-08-19 16:00:00,310.13286,90.42944,504.5233,114.62621,4.75745,462.9504,10134.20548
2021-08-19 17:00:00,139.80445,87.90834,477.28514,106.11905,10.01279,457.15547,10120.95748
2021-08-19 18:00:00,0,90.48355,414.01528,83.84237,12.72298,537.24933,10120.51686
2021-08-19 19:00:00,0,92.10227,382.50778,93.72894,16.43853,619.53736,10376.8375
2021-08-19 20:00:00,232.43796,95.08004,345.95477,119.43736,14.48664,742.91484,10439.8775
2021-08-19 21:00:00,1133.2982,94.30201,304.03774,142.92582,11.56352,814.48149,10212.01898
2021-08-19 22:00:00,2262.15439,95.22942,237.14788,147.23877,3.4715,754.46722,9925.40788
2021-08-19 23:00:00,3207.0777,94.19009,171.10845,121.4863,6.11993,608.95503,9285.59826
2021-08-17 00:00:00,4917.88585,96.95028,531.83255,22.94159,18.58349,626.24117,8585.11884
2021-08-17 01:00:00,5339.15505,95.08803,487.74949,36.76128,10.56375,343.58346,8399.98368
2021-08-17 02:00:00,5460.58446,91.25083,428.07589,36.22984,3.47207,236.60732,8313.24298
2021-08-17 03:00:00,5238.17792,88.11063,350.0945,52.56842,0.80426,325.58247,8378.67966
2021-08-17 04:00:00,4778.28841,87.3677,347.12853,0.25665,0.31603,580.67361,8671.89261
2021-08-17 05:00:00,3629.45677,86.75735,319.57699,9.09903,0.26579,1035.84407,9361.56327
2021-08-17 06:00:00,2186.26164,85.27456,322.52992,52.20197,5.5449,1509.67381,10336.61607
2021-08-17 07:00:00,776.29831,87.42751,352.48254,133.17948,11.13478,1969.38735,11085.64415
2021-08-17 08:00:00,0,88.97645,411.49424,218.54068,14.38468,2357.50719,11603.06497
2021-08-17 09:00:00,0,88.72678,479.1025,275.82518,20.15839,2427.44633,11798.7299
2021-08-17 10:00:00,59.66575,89.05074,550.10416,279.7856,21.12665,2278.97349,11605.80189
2021-08-17 11:00:00,136.79895,88.39718,594.16359,252.50663,21.57266,1981.00091,11193.46022
2021-08-17 12:00:00,106.62247,87.53732,676.90684,153.82133,20.80698,1559.60436,10941.04708
2021-08-17 13:00:00,25.89265,90.9454,740.7749,121.68273,9.70485,1206.7835,10625.07048
2021-08-17 14:00:00,342.89828,89.10513,758.86341,91.21266,7.33649,923.47021,10458.3054
2021-08-17 15:00:00,496.98442,87.01281,804.60444,58.6849,6.23055,627.46298,10269.98723
2021-08-17 16:00:00,396.39714,85.60518,796.85839,33.158,4.75745,483.33015,10315.29537
2021-08-17 17:00:00,193.54889,83.22206,777.14458,30.23851,10.01279,504.71769,10345.35488
2021-08-17 18:00:00,0,85.67881,700.98487,16.67526,12.72298,653.6111,10355.19525
2021-08-17 19:00:00,0,87.2394,679.05997,27.43409,16.43853,798.27582,10582.77824
2021-08-17 20:00:00,314.2519,90.0526,647.22025,44.94079,14.48664,968.24133,10558.17013
2021-08-17 21:00:00,1484.2733,89.34637,601.47497,64.17582,11.56352,1060.09286,10221.97554
2021-08-17 22:00:00,2858.43086,90.27326,520.63395,68.88519,3.4715,974.9014,9817.99476
2021-08-17 23:00:00,3866.83767,89.33987,449.38038,51.06527,6.11993,774.75648,9029.48326
2021-08-18 00:00:00,4803.30275,97.58768,397.50384,22.17744,18.58349,531.04728,8706.40954
2021-08-18 01:00:00,5151.89706,95.69897,364.91265,35.49954,10.56375,286.76472,8511.7222
2021-08-18 02:00:00,5237.82494,91.8422,321.65517,38.38142,3.47207,205.12593,8396.35458
2021-08-18 03:00:00,4993.85648,88.68566,260.43921,54.76079,0.80426,299.54127,8416.91627
2021-08-18 04:00:00,4523.62401,87.93882,260.10362,0,0.31603,542.02251,8666.82345
2021-08-18 05:00:00,3392.13531,87.32749,241.80966,10.65317,0.26579,961.50765,9304.14263
2021-08-18 06:00:00,2003.28391,85.83186,245.60624,57.22513,5.5449,1390.75486,10235.34203
2021-08-18 07:00:00,668.39942,87.99647,270.7328,158.17919,11.13478,1803.60154,10968.84941
2021-08-18 08:00:00,0,89.5549,321.70061,263.31453,14.38468,2154.44097,11512.90312
2021-08-18 09:00:00,0,89.29917,378.97367,327.53173,20.15839,2217.37647,11759.81941
2021-08-18 10:00:00,71.83163,89.6268,438.69971,323.22271,21.12665,2087.62468,11613.70432
2021-08-18 11:00:00,144.66602,88.96953,476.56657,271.03285,21.57266,1826.29665,11219.534
2021-08-18 12:00:00,92.56282,88.10228,543.04206,147.79732,20.80698,1446.50136,10974.76329
2021-08-18 13:00:00,0,91.52415,595.47665,106.38523,9.70485,1130.00212,10656.03827
2021-08-18 14:00:00,292.8976,89.67304,609.59324,88.39281,7.33649,871.58877,10470.18321
2021-08-18 15:00:00,451.17821,87.56765,647.68855,60.73771,6.23055,593.17108,10249.87451
2021-08-18 16:00:00,372.61703,86.1516,641.49978,38.94837,4.75745,451.1053,10255.64861
2021-08-18 17:00:00,184.47959,83.75285,623.01302,36.14797,10.01279,460.32281,10261.97953
2021-08-18 18:00:00,0,86.22301,560.53801,17.75747,12.72298,579.34387,10260.44713
2021-08-18 19:00:00,0,87.7902,542.634,28.33821,16.43853,697.93121,10493.14272
2021-08-18 20:00:00,381.33055,90.62203,517.77356,50.5602,14.48664,849.86318,10500.44808
2021-08-18 21:00:00,1544.21753,89.90767,481.78151,73.67409,11.56352,934.27608,10207.37979
2021-08-18 22:00:00,2887.13216,90.83461,416.52597,79.9973,3.4715,859.78812,9852.71301
2021-08-18 23:00:00,3838.81353,89.88922,357.00466,55.8968,6.11993,680.40344,9125.14224
2021-08-19 00:00:00,4730.7532,97.98715,296.37453,26.33492,18.58349,470.69328,8831.21026
2021-08-19 01:00:00,5048.86055,96.08185,268.44251,39.9489,10.56375,243.08122,8628.70188
2021-08-19 02:00:00,5118.42679,92.21282,234.41973,44.95261,3.47207,167.59006,8490.04687
2021-08-19 03:00:00,4867.73184,89.04603,182.02362,61.51323,0.80426,253.96697,8472.76799
2021-08-19 04:00:00,4394.71283,88.29673,184.44344,4.89431,0.31603,481.33146,8686.03278
2021-08-19 05:00:00,3278.20702,87.6848,172.4477,17.55268,0.26579,873.77123,9275.15419
2021-08-19 06:00:00,1923.77712,86.18112,178.47622,64.91904,5.5449,1274.29756,10163.54653
2021-08-19 07:00:00,631.03056,88.35304,203.26035,171.99099,11.13478,1660.10894,10876.8664
2021-08-19 08:00:00,0,89.91741,253.20819,282.75463,14.38468,1991.33215,11437.04768
2021-08-19 09:00:00,0,89.6579,306.81374,348.32427,20.15839,2054.43486,11722.08928
2021-08-19 10:00:00,76.55027,89.98782,363.35338,339.12466,21.12665,1939.48579,11611.05139
2021-08-19 11:00:00,146.44026,89.32823,400.66324,273.26574,21.57266,1702.2252,11226.78873
2021-08-19 12:00:00,86.2086,88.45634,460.23751,140.2707,20.80698,1347.64285,10982.66975
2021-08-19 13:00:00,0,91.88686,507.98984,95.94848,9.70485,1051.62973,10658.91094
2021-08-19 14:00:00,269.99667,90.02896,520.95072,87.25113,7.33649,805.27401,10455.821
2021-08-19 15:00:00,427.82096,87.91538,555.21655,64.34792,6.23055,536.93963,10208.1132
2021-08-19 16:00:00,358.95219,86.49404,549.19847,46.69565,4.75745,398.82638,10181.62009
2021-08-19 17:00:00,178.71018,84.0855,529.91695,45.2091,10.01279,406.05216,10173.03831
2021-08-19 18:00:00,0,86.56407,473.57938,25.40462,12.72298,512.19565,10169.4213
2021-08-19 19:00:00,0,88.13538,455.40689,34.805,16.43853,622.35771,10414.1966
2021-08-19 20:00:00,409.84232,90.97889,431.92753,58.52449,14.48664,771.69673,10455.69273
2021-08-19 21:00:00,1561.56715,90.25943,399.47939,82.6123,11.56352,858.32415,10204.32305
2021-08-19 22:00:00,2882.82263,91.18642,341.10076,89.56667,3.4715,795.88308,9894.64314
2021-08-19 23:00:00,3806.59138,90.23351,285.93682,62.95494,6.11993,629.5988,9225.50656
2021-08-20 00:00:00,4367.29673,98.23698,171.55517,26.06837,18.58349,415.352,8954.75124
2021-08-20 01:00:00,4902.75965,96.32129,136.78782,36.68203,10.56375,188.52221,8745.24927
2021-08-20 02:00:00,5026.99127,92.44461,104.31424,33.4294,3.47207,111.35269,8585.96125
2021-08-20 03:00:00,4911.99758,89.27141,50.81845,49.58753,0.80426,193.66613,8534.56264
2021-08-20 04:00:00,4513.86859,88.52058,59.08266,0,0.31603,415.1696,8714.78078
2021-08-20 05:00:00,3574.22597,87.90826,52.74401,8.51894,0.26579,798.43922,9258.57219
2021-08-20 06:00:00,2403.99184,86.39955,66.5611,53.26373,5.5449,1190.92519,10105.67146
2021-08-20 07:00:00,1202.85108,88.57605,101.29701,147.64997,11.13478,1567.83666,10797.4509
2021-08-20 08:00:00,154.57301,90.14412,165.86157,252.91585,14.38468,1891.60009,11369.23619
2021-08-20 09:00:00,0,89.88225,227.90737,321.25197,20.15839,1954.82604,11686.26315
2021-08-20 10:00:00,28.76916,90.21361,297.23,328.48954,21.12665,1844.62504,11604.7498
2021-08-20 11:00:00,73.51198,89.55255,346.79342,303.81019,21.57266,1619.16845,11226.7312
2021-08-20 12:00:00,111.20387,88.67777,414.70307,194.04459,20.80698,1279.49299,10980.28602
2021-08-20 13:00:00,98.33471,92.1137,469.05091,155.58158,9.70485,998.52237,10650.53337
2021-08-20 14:00:00,356.67971,90.25155,486.36879,113.61917,7.33649,769.88532,10431.24223
2021-08-20 15:00:00,433.26495,88.13284,521.9814,72.42589,6.23055,524.60307,10158.50354
2021-08-20 16:00:00,315.18433,86.70821,513.01638,36.90333,4.75745,405.99781,10103.36251
2021-08-20 17:00:00,148.04111,84.29353,487.3362,26.71142,10.01279,427.50288,10083.77266
2021-08-20 18:00:00,0,86.77737,425.44365,6.73504,12.72298,533.35708,10081.90548
2021-08-20 19:00:00,0,88.35125,396.55043,22.01505,16.43853,641.0009,10341.38986
2021-08-20 20:00:00,223.59329,91.20208,362.56527,45.17955,14.48664,780.48398,10417.30914
2021-08-20 21:00:00,1161.13248,90.47944,322.51545,69.40615,11.56352,852.66549,10206.17642
2021-08-20 22:00:00,2324.46097,91.40644,257.31467,74.51793,3.4715,776.70208,9938.73756
2021-08-20 23:00:00,3299.51803,90.44883,193.42064,52.36902,6.11993,599.14986,9325.66523
2021-08-18 00:00:00,5028.38892,111.05316,530.32689,17.21369,18.58349,1015.98204,9146.87336
2021-08-18 01:00:00,5614.35791,108.60526,498.96249,33.00133,10.56375,700.27157,8885.17898
2021-08-18 02:00:00,5754.73412,104.3354,449.32478,36.06334,3.47207,525.68018,8657.86547
2021-08-18 03:00:00,5620.71022,100.83353,383.52064,52.46455,0.80426,528.32037,8558.30647
2021-08-18 04:00:00,5190.09619,100.00392,378.13989,0.57703,0.31603,671.56083,8731.79736
2021-08-18 05:00:00,4089.276,99.37206,352.80932,6.47329,0.26579,1062.59803,9290.56244
2021-08-18 06:00:00,2664.43024,97.60514,350.73627,50.57453,5.5449,1515.40004,10191.63935
2021-08-18 07:00:00,1204.67693,100.01603,370.25717,133.17835,11.13478,2022.64909,10948.75221
2021-08-18 08:00:00,27.24156,101.77482,413.29821,215.13484,14.38468,2508.43588,11650.12754
2021-08-18 09:00:00,0,101.39136,467.81961,268.37141,20.15839,2678.32912,12083.20951
2021-08-18 10:00:00,29.02457,101.79639,521.97384,266.11019,21.12665,2630.90955,12075.68327
2021-08-18 11:00:00,77.22568,101.06065,553.01883,225.21376,21.57266,2419.97999,11672.19661
2021-08-18 12:00:00,109.54207,100.03741,618.72132,121.63994,20.80698,2058.93123,11355.03389
2021-08-18 13:00:00,89.74638,103.75056,670.08263,88.87008,9.70485,1709.96022,10920.19634
2021-08-18 14:00:00,393.28869,101.67063,682.34148,71.7979,7.33649,1375.46528,10597.46257
2021-08-18 15:00:00,498.53056,99.28908,721.92149,47.124,6.23055,973.56797,10199.9732
2021-08-18 16:00:00,375.65443,97.69497,717.35162,29.97955,4.75745,706.86592,10046.5263
2021-08-18 17:00:00,196.65143,94.96608,703.07093,32.12323,10.01279,614.40419,9974.8677
2021-08-18 18:00:00,0,97.71969,640.19888,20.65449,12.72298,732.86405,9949.98262
2021-08-18 19:00:00,0,99.42597,628.71158,28.41039,16.43853,887.47315,10251.74744
2021-08-18 20:00:00,187.47697,102.65155,609.16434,44.2812,14.48664,1102.20509,10407.199
2021-08-18 21:00:00,1321.68012,101.76543,575.50785,62.06417,11.56352,1263.05864,10281.41349
2021-08-18 22:00:00,2686.69582,102.69361,510.15633,67.36115,3.4715,1225.90012,10086.12763
2021-08-18 23:00:00,3801.6563,101.49473,453.14685,49.4904,6.11993,1067.50495,9505.56585
2021-08-19 00:00:00,4930.94254,106.32005,380.90731,20.61601,18.58349,835.13623,9286.60346
2021-08-19 01:00:00,5317.13738,104.0687,352.86369,35.1009,10.56375,598.51899,9032.81525
2021-08-19 02:00:00,5420.31121,99.94405,314.08196,39.24785,3.47207,498.76252,8808.9994
2021-08-19 03:00:00,5183.519,96.56356,257.91594,55.68891,0.80426,558.17915,8694.32177
2021-08-19 04:00:00,4713.81877,95.76304,257.2981,0.71934,0.31603,731.05279,8843.17004
2021-08-19 05:00:00,3555.49874,95.1384,240.67394,10.57994,0.26579,1096.68175,9346.99341
2021-08-19 06:00:00,2112.60614,93.46684,243.3238,56.83125,5.5449,1486.52925,10179.95078
2021-08-19 07:00:00,714.40208,95.79116,265.27593,154.31334,11.13478,1896.51848,10876.59489
2021-08-19 08:00:00,0,97.47952,311.30463,253.48672,14.38468,2276.17385,11531.07562
2021-08-19 09:00:00,0,97.14097,364.07837,314.08666,20.15839,2378.33121,11941.274
2021-08-19 10:00:00,66.44682,97.51879,418.25723,307.97274,21.12665,2303.13987,11921.71119
2021-08-19 11:00:00,141.78547,96.81062,452.14305,253.07546,21.57266,2098.91964,11507.70252
2021-08-19 12:00:00,98.88921,95.84221,512.4204,132.17743,20.80698,1773.18408,11182.62874
2021-08-19 13:00:00,5.59312,99.45298,560.36707,92.42022,9.70485,1480.70869,10757.38593
2021-08-19 14:00:00,319.97057,97.45348,572.55575,79.54464,7.33649,1211.06595,10442.15769
2021-08-19 15:00:00,479.54081,95.169,608.19715,55.42158,6.23055,875.84656,10053.1943
2021-08-19 16:00:00,390.38243,93.63748,602.98551,37.59819,4.75745,658.15784,9905.07398
2021-08-19 17:00:00,194.02047,91.02463,585.99668,37.52309,10.01279,583.0773,9857.42582
2021-08-19 18:00:00,0,93.67861,528.47539,21.18909,12.72298,668.54333,9869.11755
2021-08-19 19:00:00,0,95.336,513.65001,30.08884,16.43853,773.34303,10203.04432
2021-08-19 20:00:00,347.65491,98.42318,492.68629,50.52786,14.48664,934.94771,10395.2188
2021-08-19 21:00:00,1537.10245,97.59742,460.87542,72.06232,11.56352,1053.74044,10301.58202
2021-08-19 22:00:00,2917.38871,98.52517,401.35014,78.35809,3.4715,1012.96298,10135.51066
2021-08-19 23:00:00,3910.12418,97.4154,346.78443,55.43199,6.11993,878.91726,9618.80542
2021-08-20 00:00:00,4826.50931,103.39366,286.0004,25.01109,18.58349,654.10913,9401.6616
2021-08-20 01:00:00,5171.44845,101.26383,262.11863,39.0654,10.56375,454.76627,9150.06758
2021-08-20 02:00:00,5252.96174,97.22896,231.83868,44.03284,3.47207,397.75374,8918.09275
2021-08-20 03:00:00,5007.24956,93.92351,183.74929,60.5842,0.80426,496.07261,8777.35601
2021-08-20 04:00:00,4534.25544,93.14099,185.7582,4.71928,0.31603,703.10667,8893.95834
2021-08-20 05:00:00,3397.58005,92.5208,175.00931,16.2271,0.26579,1072.18439,9345.28672
2021-08-20 06:00:00,2003.16733,90.9082,179.83798,63.15188,5.5449,1443.53333,10121.22266
2021-08-20 07:00:00,663.84681,93.179,201.64234,166.75532,11.13478,1808.72186,10777.43596
2021-08-20 08:00:00,0,94.82382,246.97952,273.14662,14.38468,2131.27495,11414.60242
2021-08-20 09:00:00,0,94.51302,296.52828,336.67957,20.15839,2192.36157,11831.6454
2021-08-20 10:00:00,72.76097,94.87402,347.9965,328.02982,21.12665,2091.50099,11824.42576
2021-08-20 11:00:00,144.29973,94.18291,381.57606,264.73614,21.57266,1878.22124,11415.37782
2021-08-20 12:00:00,90.53783,93.2484,435.65885,135.62452,20.80698,1557.21155,11094.03208
2021-08-20 13:00:00,0,96.79587,479.41842,92.94215,9.70485,1286.67216,10677.98768
2021-08-20 14:00:00,289.17198,94.8461,490.61926,84.03822,7.33649,1052.20703,10363.06374
2021-08-20 15:00:00,448.00562,92.62163,522.7684,61.47234,6.23055,764.86813,9969.93745
2021-08-20 16:00:00,371.74094,91.12881,517.66409,44.49675,4.75745,589.56011,9811.03281
2021-08-20 17:00:00,185.81543,88.58771,499.83876,43.86704,10.01279,543.38187,9766.64647
2021-08-20 18:00:00,0,91.18009,447.85762,25.37848,12.72298,619.02816,9791.98195
2021-08-20 19:00:00,0,92.80724,432.60645,34.32091,16.43853,700.81855,10141.6322
2021-08-20 20:00:00,385.99433,95.80886,412.73456,56.82518,14.48664,831.01859,10362.44768
2021-08-20 21:00:00,1558.23939,95.02043,384.0491,79.91362,11.56352,917.11854,10300.24807
2021-08-20 22:00:00,2907.46878,95.9479,330.7215,86.66526,3.4715,861.95337,10167.87107
2021-08-20 23:00:00,3861.34477,94.89322,280.00899,61.28113,6.11993,725.06443,9709.44787
2021-08-21 00:00:00,4437.23116,101.58295,180.3836,24.67097,18.58349,548.70139,9505.2768
2021-08-21 01:00:00,4942.72554,99.52832,143.4388,35.64529,10.56375,352.18931,9253.10497
2021-08-21 02:00:00,5061.34445,95.54898,108.77338,32.20625,3.47207,298.6084,9008.58075
2021-08-21 03:00:00,4925.41278,92.28998,52.82136,48.34451,0.80426,397.47533,8838.90273
2021-08-21 04:00:00,4515.76898,91.51857,61.1888,0,0.31603,612.59032,8922.42822
2021-08-21 05:00:00,3544.98574,90.90115,54.00255,6.93049,0.26579,979.66467,9325.14466
2021-08-21 06:00:00,2339.02452,89.32504,68.33302,51.2274,5.5449,1345.0815,10051.60495
2021-08-21 07:00:00,1115.89915,91.56272,104.55842,142.1427,11.13478,1695.27596,10677.1237
2021-08-21 08:00:00,94.056,93.18059,171.44555,243.19685,14.38468,1997.38608,11309.53938
2021-08-21 09:00:00,0,92.88698,235.63587,309.66524,20.15839,2045.48324,11744.51959
2021-08-21 10:00:00,35.6919,93.23757,307.58845,317.73382,21.12665,1934.5826,11758.05578
2021-08-21 11:00:00,85.23485,92.55702,359.02118,296.26655,21.57266,1715.36665,11358.3771
2021-08-21 12:00:00,108.43969,91.64347,429.9044,190.58678,20.80698,1391.58624,11043.29842
2021-08-21 13:00:00,81.15515,95.15178,486.40201,153.76498,9.70485,1125.72838,10634.24186
2021-08-21 14:00:00,346.87476,93.23277,504.63445,110.95836,7.33649,902.7625,10315.69515
2021-08-21 15:00:00,436.83896,91.04544,541.43583,69.72067,6.23055,640.64795,9912.60769
2021-08-21 16:00:00,324.88678,89.57656,532.01159,34.48993,4.75745,495.28649,9736.75982
2021-08-21 17:00:00,153.95027,87.07985,505.63866,24.94584,10.01279,478.47047,9687.88989
2021-08-21 18:00:00,0,89.63412,441.36298,6.21292,12.72298,562.31337,9718.28188
2021-08-21 19:00:00,0,91.24257,411.03154,21.17821,16.43853,648.17494,10078.06011
2021-08-21 20:00:00,248.6797,94.19124,375.2079,43.18062,14.48664,777.39763,10324.51047
2021-08-21 21:00:00,1222.3557,93.42591,333.16382,66.46819,11.56352,856.47071,10293.08825
2021-08-21 22:00:00,2414.75921,94.35322,265.20868,71.35702,3.4715,799.36515,10195.11946
2021-08-21 23:00:00,3386.04819,93.33262,198.94937,50.45467,6.11993,656.26306,9790.4717
2021-08-19 00:00:00,4784.94947,75.83599,642.90721,31.15895,18.58349,674.83896,9982.16298
2021-08-19 01:00:00,5193.73062,74.85057,593.16816,45.70274,10.56375,386.23119,9713.89349
2021-08-19 02:00:00,5320.70316,71.6611,522.9301,53.31156,3.47207,254.47129,9446.00221
2021-08-19 03:00:00,5096.52295,69.06237,434.74857,70.12129,0.80426,299.18612,9244.24364
2021-08-19 04:00:00,4643.74148,68.44922,428.86083,14.11045,0.31603,501.74419,9306.76566
2021-08-19 05:00:00,3520.61931,67.87108,394.30103,26.06144,0.26579,926.95787,9654.40981
2021-08-19 06:00:00,2117.4797,66.81367,395.01795,73.68932,5.5449,1396.69046,10322.75891
2021-08-19 07:00:00,751.14987,68.58047,425.79073,183.58687,11.13478,1894.14609,10888.3893
2021-08-19 08:00:00,0,69.81523,486.60212,295.5865,14.38468,2354.90814,11521.88353
2021-08-19 09:00:00,0,69.76584,558.79358,360.18268,20.15839,2508.07108,11972.08763
2021-08-19 10:00:00,60.55924,69.96842,634.01036,345.49721,21.12665,2445.10145,12002.6844
2021-08-19 11:00:00,141.93259,69.43794,679.23554,265.56838,21.57266,2219.49583,11549.16815
2021-08-19 12:00:00,109.93969,68.82264,770.2799,125.46177,20.80698,1833.41935,11147.79544
2021-08-19 13:00:00,27.5601,71.774,839.8203,79.75562,9.70485,1469.0239,10660.45944
2021-08-19 14:00:00,340.1315,70.29252,859.42574,82.74564,7.33649,1127.56162,10276.86634
2021-08-19 15:00:00,494.31423,68.63323,909.63284,66.45674,6.23055,740.76046,9789.83953
2021-08-19 16:00:00,392.32568,67.50481,901.56403,55.01181,4.75745,488.91262,9555.18415
2021-08-19 17:00:00,185.15212,65.63934,882.49136,56.27775,10.01279,418.33646,9515.57217
2021-08-19 18:00:00,0,67.65165,799.02863,36.36184,12.72298,523.74449,9588.73498
2021-08-19 19:00:00,0,68.99414,776.95401,43.61047,16.43853,663.00061,10031.68435
2021-08-19 20:00:00,320.19179,71.18993,743.07471,67.67815,14.48664,865.43254,10392.93228
2021-08-19 21:00:00,1450.9846,70.75302,692.92462,91.67745,11.56352,1010.71159,10477.25387
2021-08-19 22:00:00,2789.64408,71.67796,603.87498,99.13674,3.4715,969.21063,10477.50524
2021-08-19 23:00:00,3768.51644,71.14207,527.23171,70.91869,6.11993,800.25719,10196.03464
2021-08-20 00:00:00,4744.43014,84.52909,447.73355,37.41043,18.58349,605.81428,9992.24408
2021-08-20 01:00:00,5098.90075,83.18267,415.63213,51.80924,10.56375,370.61329,9701.09992
2021-08-20 02:00:00,5193.58408,79.72651,369.98207,59.51342,3.47207,278.35662,9392.17931
2021-08-20 03:00:00,4953.05513,76.90484,307.05565,76.47943,0.80426,341.82201,9142.01386
2021-08-20 04:00:00,4488.90172,76.23826,304.8071,21.02401,0.31603,538.44954,9169.54785
2021-08-20 05:00:00,3370.47109,75.64687,283.85645,33.52212,0.26579,919.43968,9479.07734
2021-08-20 06:00:00,1997.10855,74.41432,285.42298,80.64075,5.5449,1323.33326,10127.09167
2021-08-20 07:00:00,675.76805,76.3401,308.40829,190.44485,11.13478,1738.86334,10701.05476
2021-08-20 08:00:00,0,77.70421,356.34581,303.42399,14.38468,2118.878,11377.22088
2021-08-20 09:00:00,0,77.57236,412.55165,368.58383,20.15839,2227.24531,11889.16786
2021-08-20 10:00:00,70.09226,77.82492,470.13625,353.17562,21.12665,2154.57553,11957.62591
2021-08-20 11:00:00,145.64663,77.24376,505.39669,270.62131,21.57266,1947.89036,11510.4774
2021-08-20 12:00:00,96.67258,76.52778,571.54518,129.18659,20.80698,1605.13377,11105.03555
2021-08-20 13:00:00,0,79.66718,623.54845,83.41407,9.70485,1295.31546,10603.80097
2021-08-20 14:00:00,299.54968,78.03797,636.95062,88.26333,7.33649,1008.75481,10190.83346
2021-08-20 15:00:00,456.53079,76.2004,675.59492,73.06838,6.23055,674.249,9672.15347
2021-08-20 16:00:00,373.51078,74.95703,670.02487,62.25914,4.75745,462.25816,9402.37603
2021-08-20 17:00:00,180.96174,72.87843,653.13985,63.31873,10.01279,405.12109,9345.52889
2021-08-20 18:00:00,0,75.07372,590.54166,42.74096,12.72298,489.76371,9423.06513
2021-08-20 19:00:00,0,76.50601,575.0856,49.72939,16.43853,598.93456,9890.36318
2021-08-20 20:00:00,372.99009,78.956,552.25957,74.43995,14.48664,770.19424,10293.30454
2021-08-20 21:00:00,1513.60212,78.4082,517.17539,98.7337,11.56352,893.60755,10416.24843
2021-08-20 22:00:00,2840.34162,79.33394,451.91498,106.18918,3.4715,859.49075,10453.20546
2021-08-20 23:00:00,3784.74974,78.6344,393.37257,77.25417,6.11993,717.09433,10210.37959
2021-08-21 00:00:00,4672.94415,89.9089,338.86864,44.51409,18.58349,528.11368,10057.07419
2021-08-21 01:00:00,5007.18597,88.33907,309.23978,59.06144,10.56375,315.08332,9766.40574
2021-08-21 02:00:00,5092.80833,84.71788,271.54086,66.99613,3.47207,240.97723,9442.91239
2021-08-21 03:00:00,4848.50209,81.75825,215.68722,84.16152,0.80426,315.20596,9159.50328
2021-08-21 04:00:00,4384.27679,81.0586,216.89857,29.89733,0.31603,514.73263,9147.76438
2021-08-21 05:00:00,3280.89794,80.45899,202.30026,42.30435,0.26579,878.48376,9406.34968
2021-08-21 06:00:00,1937.46408,79.11806,207.28652,88.53138,5.5449,1253.95697,10004.68044
2021-08-21 07:00:00,651.0264,81.14223,231.99942,196.17676,11.13478,1628.60483,10553.9313
2021-08-21 08:00:00,0,82.5864,282.04666,307.66253,14.38468,1964.2648,11231.94504
