UTC time,avg_solar_production_forecast,avg_biomass_production_forecast,avg_wind_production_forecast,avg_hydro_production_forecast,avg_oil_production_forecast,avg_nat_gas_production_forecast,avg_coal_production_forecast
2021-07-02 01:00:00,3548.90404,65.525,484.97555,211.47337,10.56375,436.87406,10136.84058
2021-07-02 02:00:00,3780.18654,62.63402,444.55417,210.26962,3.47207,386.49753,9809.23294
2021-07-02 03:00:00,3592.24447,60.2848,389.39045,231.01133,0.80426,550.69605,9543.66844
2021-07-02 04:00:00,3253.62262,59.73145,382.92402,198.52586,0.31603,849.42416,9568.13619
2021-07-02 05:00:00,2479.87906,59.16816,360.60046,219.42634,0.26579,1322.20443,9865.78901
2021-07-02 06:00:00,1574.93144,58.30676,355.47119,244.4901,5.5449,1780.56279,10505.24717
2021-07-02 07:00:00,706.28139,59.89561,367.51724,302.09528,11.13478,2188.2452,11060.45564
2021-07-02 08:00:00,51.46681,60.9856,399.00181,394.55493,14.38468,2501.5917,11774.9668
2021-07-02 09:00:00,0,61.02851,443.40952,460.45331,20.15839,2493.45895,12319.32769
2021-07-02 10:00:00,48.20777,61.17517,484.89296,452.18297,21.12665,2282.2625,12426.40574
2021-07-02 11:00:00,173.85126,60.70138,506.58288,375.55954,21.57266,1952.27527,11942.82883
2021-07-02 12:00:00,165.53421,60.19879,558.63265,264.44496,20.80698,1545.15958,11463.42461
2021-07-02 13:00:00,108.30812,62.93968,600.06096,240.04245,9.70485,1242.70881,10877.54401
2021-07-02 14:00:00,365.86983,61.62354,607.92322,250.06824,7.33649,1047.25876,10395.47995
2021-07-02 15:00:00,492.25186,60.16378,642.26379,243.93564,6.23055,841.33798,9777.72731
2021-07-02 16:00:00,344.52965,59.16404,639.98487,232.98488,4.75745,771.9225,9435.73244
2021-07-02 17:00:00,81.90245,57.5371,629.37596,224.316,10.01279,828.46461,9357.65635
2021-07-02 18:00:00,0,59.3446,577.32164,197.06337,12.72298,974.80707,9428.77567
2021-07-02 19:00:00,0,60.58659,573.1744,200.46904,16.43853,1077.23609,9934.69977
2021-07-02 20:00:00,289.11804,62.49788,562.65764,231.26398,14.48664,1165.42024,10412.9754
2021-07-02 21:00:00,893.28594,62.18507,538.37897,254.76245,11.56352,1169.52029,10628.87386
2021-07-02 22:00:00,1781.98068,63.10912,485.57473,257.7115,3.4715,1010.82164,10749.88213
2021-07-02 23:00:00,2464.37407,62.75639,439.65632,226.04711,6.11993,783.56861,10588.64898
2021-07-03 00:00:00,3313.70578,67.7761,408.98621,222.46472,18.58349,600.82108,10411.05185
2021-07-03 01:00:00,3584.17055,67.12539,388.07157,233.18274,10.56375,358.16288,10070.57241
2021-07-03 02:00:00,3728.39894,64.18318,353.31676,229.80634,3.47207,300.64956,9697.39203
2021-07-03 03:00:00,3505.52905,61.79114,302.72278,251.06808,0.80426,448.02324,9393.29093
2021-07-03 04:00:00,3127.32656,61.22753,299.70468,224.3439,0.31603,737.98474,9405.38676
2021-07-03 05:00:00,2319.57405,60.66169,282.74822,243.39332,0.26579,1199.56059,9693.23545
2021-07-03 06:00:00,1414.80199,59.76666,281.40964,263.54852,5.5449,1651.27237,10346.1855
2021-07-03 07:00:00,575.59545,61.38604,296.51419,301.89124,11.13478,2056.84525,10930.98813
2021-07-03 08:00:00,0,62.50088,332.20195,377.92205,14.38468,2373.00405,11699.47606
2021-07-03 09:00:00,0,62.52794,377.31635,438.20095,20.15839,2377.21699,12301.95245
2021-07-03 10:00:00,69.07452,62.6842,421.1935,434.02464,21.12665,2180.49409,12428.84527
2021-07-03 11:00:00,172.8771,62.20068,446.57367,369.29712,21.57266,1862.00506,11925.06475
2021-07-03 12:00:00,127.89759,61.67876,497.48882,276.18129,20.80698,1456.73365,11410.77948
2021-07-03 13:00:00,34.40833,64.45577,538.45434,260.36483,9.70485,1149.38519,10783.01506
2021-07-03 14:00:00,274.25292,63.11125,547.09353,267.77996,7.33649,940.22301,10254.10183
2021-07-03 15:00:00,406.53691,61.61725,579.73381,262.48949,6.23055,724.43452,9595.27011
2021-07-03 16:00:00,306.45813,60.59542,576.5879,251.99378,4.75745,648.34534,9221.33014
2021-07-03 17:00:00,86.84708,58.92755,563.44534,243.60434,10.01279,705.62846,9137.34879
2021-07-03 18:00:00,0,60.77019,513.00685,219.16462,12.72298,850.23081,9231.85215
2021-07-03 19:00:00,0,62.02943,505.20864,221.17273,16.43853,959.99987,9788.0198
2021-07-03 20:00:00,403.49735,63.98954,492.03286,249.2976,14.48664,1065.49065,10323.32493
2021-07-03 21:00:00,1100.70245,63.65544,467.25229,269.75792,11.56352,1088.17138,10579.45229
2021-07-03 22:00:00,2023.97881,64.57964,416.06331,271.2643,3.4715,950.33147,10726.76788
2021-07-03 23:00:00,2677.70466,64.19548,369.72908,243.15181,6.11993,732.09429,10581.24297
2021-07-04 00:00:00,3273.133,68.57752,287.18736,245.82073,18.58349,899.39384,10420.22036
2021-07-04 01:00:00,3731.36957,67.89353,258.24879,256.89579,10.56375,635.24755,10116.19692
2021-07-04 02:00:00,3799.75245,64.92673,223.9461,251.21403,3.47207,553.62854,9811.42195
2021-07-04 03:00:00,3734.7296,62.51414,170.98959,273.04267,0.80426,686.69065,9588.72779
2021-07-04 04:00:00,3391.01138,61.9456,173.93734,252.3857,0.31603,942.66485,9661.71372
2021-07-04 05:00:00,2747.74807,61.37854,162.27333,269.6759,0.26579,1409.81731,10010.60467
2021-07-04 06:00:00,2046.68286,60.46736,169.07646,284.62835,5.5449,1887.94344,10693.3876
2021-07-04 07:00:00,1307.69155,62.10141,195.00805,302.95327,11.13478,2355.10514,11257.0001
2021-07-04 08:00:00,446.55507,63.22817,246.6668,362.20199,14.38468,2754.06721,11947.08607
2021-07-04 09:00:00,74.29436,63.24763,301.41226,416.8399,20.15839,2817.22208,12439.37245
2021-07-04 10:00:00,27.67764,63.40849,359.56139,416.896,21.12665,2666.25226,12494.39153
2021-07-04 11:00:00,44.90238,62.9203,398.29084,364.28118,21.57266,2378.90225,11968.24398
2021-07-04 12:00:00,95.24783,62.38909,459.15274,289.67345,20.80698,1988.32374,11447.78425
2021-07-04 13:00:00,96.37225,65.18344,507.88549,282.75786,9.70485,1665.55755,10835.12753
2021-07-04 14:00:00,259.19048,63.8253,521.39844,287.548,7.33649,1417.6489,10350.70792
2021-07-04 15:00:00,273.21436,62.31487,556.00634,283.17888,6.23055,1122.91243,9742.49625
2021-07-04 16:00:00,180.63466,61.28244,549.64504,273.10779,4.75745,951.63584,9428.8795
2021-07-04 17:00:00,65.26753,59.59492,529.67583,264.86992,10.01279,918.82393,9382.71744
2021-07-04 18:00:00,0,61.45444,472.4042,243.18206,12.72298,1038.7811,9484.04584
2021-07-04 19:00:00,0,62.72196,453.02702,243.75224,16.43853,1140.63401,10015.2916
2021-07-04 20:00:00,293.7269,64.7055,428.286,269.26075,14.48664,1251.33899,10494.62623
2021-07-04 21:00:00,898.74658,64.36117,394.79928,286.65488,11.56352,1293.68757,10694.85327
2021-07-04 22:00:00,1709.74863,65.28545,335.30612,286.65343,3.4715,1152.7204,10784.82184
2021-07-04 23:00:00,2459.39591,64.8862,278.93527,262.09094,6.11993,940.62119,10582.37271
2021-07-02 00:00:00,2540.37972,71.868,280.98333,201.18964,18.58349,1125.05541,11108.19065
2021-07-02 01:00:00,2921.82335,71.04737,260.98051,207.10958,10.56375,912.91433,10863.62818
2021-07-02 02:00:00,3201.37997,67.97963,234.01322,209.64789,3.47207,917.66187,10574.76249
2021-07-02 03:00:00,3038.32989,65.48265,189.83521,230.22905,0.80426,1164.94807,10276.7559
2021-07-02 04:00:00,2748.66648,64.89389,191.27261,185.57857,0.31603,1546.02926,10206.41399
2021-07-02 05:00:00,2112.4308,64.32181,181.4496,219.65347,0.26579,2080.3248,10345.84152
2021-07-02 06:00:00,1396.8813,63.34434,184.93004,253.44983,5.5449,2550.4058,10778.60769
2021-07-02 07:00:00,714.73156,65.03856,203.71057,364.76723,11.13478,2922.7829,11156.59523
2021-07-02 08:00:00,156.04877,66.21428,244.3959,517.22722,14.38468,3152.91558,11766.73016
2021-07-02 09:00:00,38.44912,66.20254,290.0045,608.4869,20.15839,3013.32074,12275.73027
2021-07-02 10:00:00,46.83731,66.38231,336.46983,587.72195,21.12665,2657.57693,12439.78546
2021-07-02 11:00:00,185.08088,65.87495,366.27106,465.75304,21.57266,2166.40308,12015.57806
2021-07-02 12:00:00,190.31791,65.30562,415.12687,294.87311,20.80698,1643.10594,11594.91519
2021-07-02 13:00:00,150.76436,68.17114,455.06757,245.46108,9.70485,1286.82625,11077.23379
2021-07-02 14:00:00,389.14877,66.75709,464.53484,267.05562,7.33649,1072.78986,10642.86677
2021-07-02 15:00:00,502.0756,65.17917,494.73375,260.82912,6.23055,838.18517,10021.58053
2021-07-02 16:00:00,331.6273,64.10323,490.55314,246.25668,4.75745,779.43756,9645.50102
2021-07-02 17:00:00,44.16686,62.33504,474.25856,230.04359,10.01279,844.51851,9548.99559
2021-07-02 18:00:00,0,64.26382,426.38747,186.59327,12.72298,1038.21482,9581.74687
2021-07-02 19:00:00,0,65.56533,414.13413,194.59926,16.43853,1151.08893,10035.86854
2021-07-02 20:00:00,261.67041,67.64509,397.86973,240.56346,14.48664,1255.58784,10523.98396
2021-07-02 21:00:00,659.7231,67.25879,372.83103,276.97309,11.56352,1292.42433,10813.64634
2021-07-02 22:00:00,1369.48848,68.18337,324.28198,283.52642,3.4715,1188.31198,11046.73194
2021-07-02 23:00:00,1941.06649,67.72218,277.8746,235.07293,6.11993,1030.65594,11085.53831
2021-07-03 00:00:00,2894.25127,72.32809,272.01295,229.56739,18.58349,822.64599,10969.08582
2021-07-03 01:00:00,3210.49924,71.48835,253.89824,237.81885,10.56375,605.63524,10660.98117
2021-07-03 02:00:00,3419.92374,68.40649,228.90421,235.93765,3.47207,610.96746,10297.14416
2021-07-03 03:00:00,3222.69605,65.89772,186.913,257.27723,0.80426,860.0986,9951.64905
2021-07-03 04:00:00,2888.87219,65.30613,188.30849,225.25916,0.31603,1250.84037,9885.6797
2021-07-03 05:00:00,2174.27335,64.73335,179.29216,251.50174,0.26579,1791.28163,10051.54398
2021-07-03 06:00:00,1378.26248,63.7466,182.3807,275.19996,5.5449,2273.63128,10556.37601
2021-07-03 07:00:00,632.91453,65.44924,199.91516,338.9713,11.13478,2653.21929,11021.36626
2021-07-03 08:00:00,71.91409,66.63181,238.64971,445.10053,14.38468,2891.02292,11744.83942
2021-07-03 09:00:00,0,66.6157,282.41346,518.5424,20.15839,2771.84735,12354.09426
2021-07-03 10:00:00,55.96968,66.79811,326.63741,508.3222,21.12665,2437.712,12546.22732
2021-07-03 11:00:00,179.80413,66.28807,354.87274,420.67453,21.57266,1979.8004,12082.6153
2021-07-03 12:00:00,158.36231,65.71341,401.14155,298.1218,20.80698,1481.86478,11596.17896
2021-07-03 13:00:00,88.53197,68.58889,439.21681,270.33789,9.70485,1145.99477,10994.3704
2021-07-03 14:00:00,324.87483,67.16702,447.90392,283.74166,7.33649,961.29277,10474.45943
2021-07-03 15:00:00,447.78115,65.57967,477.0514,278.67569,6.23055,779.05443,9779.98392
2021-07-03 16:00:00,314.35783,64.49764,473.25593,266.18466,4.75745,760.2854,9352.8676
2021-07-03 17:00:00,61.9317,62.71817,457.52573,253.41645,10.01279,861.66539,9240.61483
2021-07-03 18:00:00,0,64.65663,411.73767,220.31167,12.72298,1047.55836,9300.69934
2021-07-03 19:00:00,0,65.96289,400.67793,224.58155,16.43853,1150.58167,9829.71841
2021-07-03 20:00:00,340.04881,68.05611,385.96688,260.80945,14.48664,1224.64694,10395.87513
2021-07-03 21:00:00,876.86042,67.66394,362.6459,287.91192,11.56352,1213.17697,10733.00274
2021-07-03 22:00:00,1685.07241,68.58856,316.50091,291.07473,3.4715,1054.75192,10987.39867
2021-07-03 23:00:00,2288.94217,68.11871,272.13326,254.19244,6.11993,842.8091,11007.34056
2021-07-04 00:00:00,3437.0531,72.17383,243.53883,251.50834,18.58349,977.9607,10971.38327
2021-07-04 01:00:00,3664.90484,71.34049,224.13782,260.46327,10.56375,693.32315,10677.6368
2021-07-04 02:00:00,3729.15468,68.26336,199.71075,256.10247,3.47207,631.14846,10355.05949
2021-07-04 03:00:00,3509.2621,65.75855,157.72862,277.98814,0.80426,830.72435,10070.90892
2021-07-04 04:00:00,3106.39503,65.16791,160.40436,252.69003,0.31603,1169.62125,10063.31768
2021-07-04 05:00:00,2298.31396,64.59536,152.72444,276.17543,0.26579,1722.59828,10290.81439
2021-07-04 06:00:00,1423.20965,63.61173,157.48056,294.25357,5.5449,2264.27552,10840.59101
2021-07-04 07:00:00,616.02422,65.31155,177.06027,334.71541,11.13478,2753.51316,11305.67042
2021-07-04 08:00:00,22.13085,66.49181,218.78491,420.04809,14.38468,3129.13948,11986.38886
2021-07-04 09:00:00,0,66.47717,264.1929,486.0642,20.15839,3118.98975,12519.79575
2021-07-04 10:00:00,76.96797,66.6587,310.97041,480.86776,21.12665,2864.60648,12650.73124
2021-07-04 11:00:00,147.85588,66.14956,341.72039,408.40127,21.57266,2468.06569,12147.95621
2021-07-04 12:00:00,93.17132,65.57668,389.5252,308.24709,20.80698,1998.27125,11627.70529
2021-07-04 13:00:00,0,68.44882,428.83673,290.9221,9.70485,1645.84134,11008.64977
2021-07-04 14:00:00,203.51175,67.02957,438.39229,300.88988,7.33649,1425.20777,10500.62985
2021-07-04 15:00:00,318.64141,65.44538,467.7153,296.6974,6.23055,1185.73781,9827.06145
2021-07-04 16:00:00,255.82701,64.3654,463.31609,284.90892,4.75745,1091.57395,9439.09549
2021-07-04 17:00:00,88.20262,62.58971,446.24369,272.91554,10.01279,1131.66257,9361.07548
2021-07-04 18:00:00,0,64.52493,399.47315,243.75396,12.72298,1306.26632,9442.12175
2021-07-04 19:00:00,0,65.82959,386.19308,246.28725,16.43853,1420.09044,9978.84279
2021-07-04 20:00:00,467.91392,67.9183,369.35021,278.78546,14.48664,1498.68017,10525.46977
2021-07-04 21:00:00,1225.33059,67.5281,344.55479,301.9249,11.56352,1483.86373,10832.74725
2021-07-04 22:00:00,2160.73234,68.45271,297.18554,303.36897,3.4715,1275.26172,11045.90304
2021-07-04 23:00:00,2816.08924,67.98575,251.13236,271.22928,6.11993,1009.80659,11015.64162
2021-07-05 00:00:00,3364.01302,72.29161,159.88085,271.31134,18.58349,1220.33699,10964.22288
2021-07-05 01:00:00,3897.40573,71.45338,134.93284,280.68715,10.56375,918.93979,10678.8603
2021-07-05 02:00:00,3995.21661,68.37264,110.78835,274.27096,3.47207,829.95101,10383.02058
2021-07-05 03:00:00,3957.79026,65.8648,67.14947,296.6416,0.80426,1002.73844,10141.46423
2021-07-05 04:00:00,3626.00089,65.27344,73.9298,276.81515,0.31603,1297.71706,10175.84713
2021-07-05 05:00:00,2977.4433,64.70072,69.87903,298.45452,0.26579,1835.9348,10451.56377
2021-07-05 06:00:00,2240.32934,63.71471,80.2416,311.88629,5.5449,2382.24611,11040.26986
2021-07-05 07:00:00,1441.34818,65.41668,107.28738,333.93002,11.13478,2908.56582,11513.25689
2021-07-05 08:00:00,492.86596,66.5987,160.02678,403.41911,14.38468,3343.16641,12172.86746
2021-07-05 09:00:00,71.16152,66.58294,212.08671,463.96999,20.15839,3382.05013,12659.77837
2021-07-05 10:00:00,14.4838,66.76515,268.71447,462.6983,21.12665,3172.01693,12752.93311
2021-07-05 11:00:00,31.73533,66.25531,308.67021,401.72204,21.57266,2811.16562,12225.32334
2021-07-05 12:00:00,106.8781,65.68108,363.35487,318.86869,20.80698,2365.11674,11682.65074
2021-07-05 13:00:00,132.37373,68.55577,408.03647,309.76356,9.70485,2009.71984,11049.36819
2021-07-05 14:00:00,304.22803,67.13452,420.956,317.19436,7.33649,1762.80366,10547.00445
2021-07-05 15:00:00,308.47557,65.54791,451.64774,313.78567,6.23055,1464.68787,9884.0593
2021-07-05 16:00:00,195.85036,64.46637,445.03099,302.45463,4.75745,1299.69068,9519.69538
2021-07-05 17:00:00,71.74282,62.68779,423.25436,290.79275,10.01279,1271.52967,9460.26548
2021-07-05 18:00:00,0,64.62549,371.75317,264.40021,12.72298,1427.45216,9549.35741
2021-07-05 19:00:00,0,65.93137,350.49053,265.59048,16.43853,1538.90001,10086.79719
2021-07-05 20:00:00,227.00904,68.02352,325.66937,295.46226,14.48664,1628.27758,10616.4099
2021-07-05 21:00:00,830.25703,67.63182,294.86013,315.65451,11.56352,1636.79078,10901.20242
2021-07-05 22:00:00,1661.0418,68.55643,241.74362,315.7231,3.4715,1436.50764,11084.77844
2021-07-05 23:00:00,2464.93557,68.08727,188.75666,287.0451,6.11993,1183.9147,11014.14892
2021-07-03 00:00:00,2467.18204,73.50516,148.40645,193.44301,18.58349,1058.62077,10952.84263
2021-07-03 01:00:00,2849.70305,72.61655,140.69717,199.38537,10.56375,922.26286,10742.95009
2021-07-03 02:00:00,3127.777,69.49858,130.67665,202.56818,3.47207,931.09496,10476.13563
2021-07-03 03:00:00,2976.71498,66.95962,103.95157,222.96649,0.80426,1098.20876,10167.0042
2021-07-03 04:00:00,2691.89196,66.3608,107.80033,176.69414,0.31603,1350.14191,10050.25778
2021-07-03 05:00:00,2069.72031,65.78622,107.27422,210.92979,0.26579,1715.16861,10135.32889
2021-07-03 06:00:00,1374.98195,64.77576,111.20671,246.17145,5.5449,2024.678,10498.88462
2021-07-03 07:00:00,717.69874,66.49993,124.43971,362.40435,11.13478,2278.27801,10839.48831
2021-07-03 08:00:00,173.47895,67.70001,155.98569,518.50501,14.38468,2451.53671,11401.14792
2021-07-03 09:00:00,56.99335,67.67273,190.41344,610.82181,20.15839,2355.75472,11897.01795
2021-07-03 10:00:00,59.15174,67.86192,224.4864,589.05411,21.12665,2119.76243,12077.12479
2021-07-03 11:00:00,186.05913,67.34501,247.19729,464.5229,21.57266,1784.27726,11730.30004
2021-07-03 12:00:00,190.01133,66.75672,278.72326,289.42235,20.80698,1408.52397,11417.44116
2021-07-03 13:00:00,156.38629,69.65766,306.44396,237.86082,9.70485,1148.72995,11008.06822
2021-07-03 14:00:00,391.62389,68.21579,311.55385,259.95474,7.33649,956.30299,10651.22709
2021-07-03 15:00:00,500.63233,66.60429,333.74757,253.42569,6.23055,700.14796,10106.61483
2021-07-03 16:00:00,330.70628,65.5067,331.34262,238.82863,4.75745,584.04067,9765.09193
2021-07-03 17:00:00,43.98965,63.69837,316.66875,222.80726,10.01279,569.04299,9656.8663
2021-07-03 18:00:00,0,65.66162,283.29664,178.964,12.72298,680.08222,9652.31685
2021-07-03 19:00:00,0,66.98003,275.79721,187.2993,16.43853,755.5982,10028.37163
2021-07-03 20:00:00,262.58074,69.10767,267.34435,233.64447,14.48664,880.28481,10440.45848
2021-07-03 21:00:00,651.48301,68.70049,252.83714,270.6568,11.56352,981.10241,10674.27634
2021-07-03 22:00:00,1335.73954,69.62522,220.82792,277.59453,3.4715,985.18048,10882.55882
2021-07-03 23:00:00,1888.08159,69.1332,187.06651,228.50237,6.11993,935.85219,10925.74093
2021-07-04 00:00:00,3124.83471,73.10378,155.95713,220.94947,18.58349,982.27706,10983.40892
2021-07-04 01:00:00,3379.78136,72.23183,143.5509,229.35104,10.56375,731.93677,10761.27272
2021-07-04 02:00:00,3471.96271,69.12618,129.4376,228.08008,3.47207,658.79148,10503.48066
2021-07-04 03:00:00,3276.55131,66.59751,97.91237,249.22087,0.80426,799.80744,10236.08177
2021-07-04 04:00:00,2903.3786,66.00115,102.39976,215.74556,0.31603,1046.56008,10179.94848
2021-07-04 05:00:00,2175.34658,65.42719,100.67205,241.79129,0.26579,1491.13977,10341.64928
2021-07-04 06:00:00,1403.50745,64.42482,106.17733,266.8482,5.5449,1936.06803,10785.12268
2021-07-04 07:00:00,686.5182,66.14165,123.02078,334.55587,11.13478,2359.56992,11164.76169
2021-07-04 08:00:00,109.59316,67.33576,160.12871,443.02408,14.38468,2710.02145,11744.69676
2021-07-04 09:00:00,8.24433,67.31228,199.31106,516.91868,20.15839,2733.52782,12216.55864
2021-07-04 10:00:00,67.99026,67.49916,239.39806,505.93927,21.12665,2557.36651,12362.34068
2021-07-04 11:00:00,143.96028,66.98459,266.62233,416.7344,21.57266,2263.98165,11961.78996
2021-07-04 12:00:00,107.10909,66.40095,304.48717,291.19088,20.80698,1896.1662,11582.08595
2021-07-04 13:00:00,22.02222,69.29321,336.83357,261.729,9.70485,1612.87117,11107.83804
2021-07-04 14:00:00,222.99215,67.85816,344.02819,275.35849,7.33649,1418.91407,10716.60021
2021-07-04 15:00:00,323.22287,66.2549,368.6065,269.95862,6.23055,1179.70579,10141.98596
2021-07-04 16:00:00,244.54765,65.16261,365.09765,257.54347,4.75745,1061.37525,9801.32417
2021-07-04 17:00:00,67.49035,63.36412,348.61104,245.20366,10.01279,1059.03348,9707.56688
2021-07-04 18:00:00,0,65.31892,310.24355,212.12361,12.72298,1188.60361,9718.74494
2021-07-04 19:00:00,0,66.63319,299.17416,216.62864,16.43853,1282.30052,10125.28317
2021-07-04 20:00:00,434.03909,68.74909,286.39884,252.84781,14.48664,1365.78779,10551.72014
2021-07-04 21:00:00,1075.26301,68.34702,267.48885,280.25252,11.56352,1377.22565,10786.68327
2021-07-04 22:00:00,1916.73117,69.27172,229.67573,283.74019,3.4715,1215.45101,10976.35264
2021-07-04 23:00:00,2532.09982,68.78726,190.71391,246.62618,6.11993,1000.82607,10970.1868
2021-07-05 00:00:00,3592.17788,73.02631,156.82727,237.52708,18.58349,1204.27326,11006.18321
2021-07-05 01:00:00,3861.66688,72.15758,142.63143,246.4487,10.56375,930.0548,10772.63053
2021-07-05 02:00:00,3953.47106,69.0543,127.06959,243.31404,3.47207,835.70652,10520.59992
2021-07-05 03:00:00,3736.58137,66.52762,93.80239,264.86698,0.80426,967.92653,10285.67361
2021-07-05 04:00:00,3334.1341,65.93174,98.60573,236.43719,0.31603,1198.23401,10278.52184
2021-07-05 05:00:00,2486.65279,65.35789,96.52962,260.43411,0.26579,1658.34723,10500.9698
2021-07-05 06:00:00,1535.62105,64.35708,102.71543,281.26759,5.5449,2134.14269,11008.27817
2021-07-05 07:00:00,644.67213,66.0725,121.00395,331.50398,11.13478,2611.40942,11418.82169
2021-07-05 08:00:00,0,67.26545,160.32749,424.41596,14.38468,3026.17846,12012.99242
2021-07-05 09:00:00,0,67.24271,201.3439,492.7663,20.15839,3089.2001,12465.35937
2021-07-05 10:00:00,71.46344,67.42915,243.78193,485.54991,21.12665,2936.39406,12581.32982
2021-07-05 11:00:00,150.0118,66.91503,272.80993,407.69681,21.57266,2651.31303,12134.22963
2021-07-05 12:00:00,103.67983,66.33229,313.07683,298.92053,20.80698,2279.50981,11697.151
2021-07-05 13:00:00,8.63801,69.22287,347.18369,277.29561,9.70485,1974.46684,11168.33096
2021-07-05 14:00:00,240.67229,67.78913,355.1922,288.35919,7.33649,1746.86988,10747.53348
2021-07-05 15:00:00,362.46142,66.18746,380.6477,283.61907,6.23055,1449.543,10148.24901
2021-07-05 16:00:00,284.64504,65.0962,376.69845,271.72525,4.75745,1266.9798,9808.69769
2021-07-05 17:00:00,100.80558,63.29961,359.4656,259.95121,10.01279,1208.05307,9729.13982
2021-07-05 18:00:00,0,65.25277,319.2201,229.80817,12.72298,1329.46423,9757.79521
2021-07-05 19:00:00,0,66.56625,306.70883,233.01308,16.43853,1424.74015,10194.40388
2021-07-05 20:00:00,427.38909,68.67988,292.22426,266.45393,14.48664,1516.68861,10637.02077
2021-07-05 21:00:00,1218.72829,68.27881,271.61907,290.89804,11.56352,1543.5217,10875.22816
2021-07-05 22:00:00,2204.23244,69.20349,231.61856,293.09651,3.4715,1377.40194,11050.6055
2021-07-05 23:00:00,2907.05958,68.72049,190.6581,259.52196,6.11993,1161.79958,11006.04113
2021-07-06 00:00:00,3497.28372,73.9621,147.19332,259.78472,18.58349,957.71205,10969.54773
2021-07-06 01:00:00,3873.29459,73.05451,112.71996,269.44029,10.56375,718.35765,10666.30717
2021-07-06 02:00:00,4060.54705,69.92252,81.82278,263.77293,3.47207,667.14664,10319.33345
2021-07-06 03:00:00,3871.92735,67.37185,29.66277,285.88055,0.80426,837.56905,10002.47618
2021-07-06 04:00:00,3506.77463,66.77021,38.75159,264.32395,0.31603,1114.18926,9965.43315
2021-07-06 05:00:00,2675.13609,66.19494,33.79085,285.46302,0.26579,1585.61904,10167.125
2021-07-06 06:00:00,1695.24936,65.17527,48.47695,300.55492,5.5449,2048.63322,10702.90814
2021-07-06 07:00:00,749.13911,66.9078,83.8132,326.897,11.13478,2481.0304,11177.89176
2021-07-06 08:00:00,33.35719,68.11467,149.17697,398.43477,14.38468,2832.98718,11893.61435
2021-07-06 09:00:00,0,68.08307,211.19273,459.1349,20.15839,2848.73916,12476.33063
2021-07-06 10:00:00,51.37272,68.27488,280.84801,457.07264,21.12665,2660.2879,12647.72626
2021-07-06 11:00:00,156.89675,67.75531,331.12899,394.82952,21.57266,2350.6429,12169.30797
2021-07-06 12:00:00,144.56711,67.16173,398.48544,309.05139,20.80698,1963.94962,11668.12287
