UTC time,coal,nat_gas,hydro,wind,other
2023-02-01 00:00:00,0,615.0,73.0,31.0,28.0
2023-02-01 01:00:00,0,613.0,68.0,42.0,28.0
2023-02-01 02:00:00,0,612.0,144.0,57.0,26.0
2023-02-01 03:00:00,0,611.0,151.0,71.0,27.0
2023-02-01 04:00:00,0,613.0,144.0,96.0,28.0
2023-02-01 05:00:00,0,555.0,49.0,110.0,27.0
2023-02-01 06:00:00,0,527.0,51.0,102.0,27.0
2023-02-01 07:00:00,0,431.0,50.0,122.0,27.0
2023-02-01 08:00:00,0,426.0,49.0,89.0,27.0
2023-02-01 09:00:00,0,426.0,48.0,57.0,28.0
2023-02-01 10:00:00,0,427.0,49.0,77.0,28.0
2023-02-01 11:00:00,0,426.0,49.0,72.0,28.0
2023-02-01 12:00:00,0,426.0,50.0,68.0,27.0
2023-02-01 13:00:00,0,426.0,47.0,78.0,27.0
2023-02-01 14:00:00,0,426.0,141.0,88.0,27.0
2023-02-01 15:00:00,0,427.0,75.0,93.0,27.0
2023-02-01 16:00:00,0,488.0,53.0,92.0,27.0
2023-02-01 17:00:00,0,490.0,55.0,93.0,27.0
2023-02-01 18:00:00,0,526.0,56.0,86.0,27.0
2023-02-01 19:00:00,0,527.0,45.0,102.0,28.0
2023-02-01 20:00:00,0,608.0,51.0,90.0,27.0
2023-02-01 21:00:00,0,631.0,50.0,85.0,27.0
2023-02-01 22:00:00,0,630.0,53.0,80.0,28.0
2023-02-01 23:00:00,0,612.0,52.0,59.0,28.0
