UTC time,coal,nat_gas,hydro,wind,other
2023-06-16 00:00:00,0,458.0,184.0,30.0,23.0
2023-06-16 01:00:00,0,305.0,181.0,66.0,22.0
2023-06-16 02:00:00,0,338.0,183.0,140.0,23.0
2023-06-16 03:00:00,0,379.0,183.0,218.0,24.0
2023-06-16 04:00:00,0,381.0,183.0,204.0,23.0
2023-06-16 05:00:00,0,365.0,183.0,213.0,24.0
2023-06-16 06:00:00,0,370.0,181.0,239.0,23.0
2023-06-16 07:00:00,0,371.0,170.0,170.0,19.0
2023-06-16 08:00:00,0,347.0,75.0,112.0,18.0
2023-06-16 09:00:00,0,359.0,73.0,74.0,19.0
2023-06-16 10:00:00,0,371.0,73.0,57.0,18.0
2023-06-16 11:00:00,0,356.0,76.0,63.0,19.0
2023-06-16 12:00:00,0,396.0,73.0,138.0,18.0
2023-06-16 13:00:00,0,385.0,73.0,75.0,18.0
2023-06-16 14:00:00,0,358.0,70.0,42.0,20.0
2023-06-16 15:00:00,0,390.0,176.0,40.0,23.0
2023-06-16 16:00:00,0,415.0,183.0,55.0,24.0
2023-06-16 17:00:00,0,423.0,185.0,84.0,23.0
2023-06-16 18:00:00,0,407.0,186.0,170.0,22.0
2023-06-16 19:00:00,0,400.0,185.0,164.0,23.0
2023-06-16 20:00:00,0,392.0,184.0,255.0,23.0
2023-06-16 21:00:00,0,425.0,182.0,285.0,24.0
2023-06-16 22:00:00,0,429.0,184.0,291.0,23.0
2023-06-16 23:00:00,0,423.0,181.0,301.0,23.0
