UTC time,coal,nat_gas,oil,hydro,solar,wind,other
2023-07-03 00:00:00,0.0,693.0,0.0,87.0,98.0,25.0,15.0
2023-07-03 01:00:00,0.0,691.0,0.0,90.0,101.0,25.0,15.0
2023-07-03 02:00:00,0.0,695.0,0.0,92.0,155.0,25.0,12.0
2023-07-03 03:00:00,0.0,697.0,0.0,92.0,224.0,26.0,6.0
2023-07-03 04:00:00,0.0,697.0,0.0,92.0,220.0,25.0,0.0
2023-07-03 05:00:00,0.0,707.0,0.0,92.0,186.0,25.0,0.0
2023-07-03 06:00:00,0.0,709.0,0.0,83.0,190.0,26.0,0.0
2023-07-03 07:00:00,0.0,713.0,0.0,36.0,190.0,25.0,0.0
2023-07-03 08:00:00,0.0,715.0,0.0,32.0,175.0,24.0,0.0
2023-07-03 09:00:00,0.0,719.0,0.0,33.0,179.0,26.0,0.0
2023-07-03 10:00:00,0.0,719.0,0.0,33.0,183.0,24.0,0.0
2023-07-03 11:00:00,0.0,719.0,0.0,33.0,172.0,25.0,0.0
2023-07-03 12:00:00,0.0,724.0,0.0,33.0,168.0,25.0,0.0
2023-07-03 13:00:00,0.0,728.0,0.0,34.0,165.0,25.0,0.0
2023-07-03 14:00:00,0.0,710.0,0.0,32.0,204.0,25.0,5.0
2023-07-03 15:00:00,0.0,609.0,0.0,33.0,252.0,25.0,9.0
2023-07-03 16:00:00,0.0,708.0,0.0,34.0,280.0,26.0,10.0
2023-07-03 17:00:00,0.0,709.0,0.0,36.0,294.0,25.0,11.0
2023-07-03 18:00:00,0.0,705.0,0.0,35.0,274.0,26.0,11.0
2023-07-03 19:00:00,0.0,698.0,0.0,36.0,221.0,25.0,11.0
2023-07-03 20:00:00,0.0,695.0,0.0,35.0,144.0,25.0,11.0
2023-07-03 21:00:00,0.0,691.0,0.0,36.0,105.0,24.0,12.0
2023-07-03 22:00:00,0.0,691.0,0.0,53.0,89.0,24.0,12.0
2023-07-03 23:00:00,0.0,720.0,0.0,97.0,85.0,25.0,13.0
