UTC time,coal,nat_gas,oil,hydro,solar,wind,other
2023-02-03 00:00:00,0.0,508.0,0.0,47.0,1.0,26.0,6.0
2023-02-03 01:00:00,0.0,508.0,0.0,48.0,2.0,27.0,1.0
2023-02-03 02:00:00,0.0,510.0,0.0,47.0,10.0,26.0,0.0
2023-02-03 03:00:00,0.0,508.0,0.0,48.0,17.0,28.0,0.0
2023-02-03 04:00:00,0.0,484.0,0.0,49.0,84.0,24.0,0.0
2023-02-03 05:00:00,0.0,472.0,0.0,45.0,118.0,27.0,0.0
2023-02-03 06:00:00,0.0,481.0,0.0,47.0,61.0,28.0,0.0
2023-02-03 07:00:00,0.0,480.0,0.0,47.0,21.0,28.0,0.0
2023-02-03 08:00:00,0.0,484.0,0.0,46.0,31.0,27.0,0.0
2023-02-03 09:00:00,0.0,508.0,0.0,47.0,53.0,28.0,0.0
2023-02-03 10:00:00,0.0,509.0,0.0,45.0,87.0,28.0,0.0
2023-02-03 11:00:00,0.0,508.0,0.0,44.0,100.0,27.0,0.0
2023-02-03 12:00:00,0.0,509.0,0.0,48.0,121.0,27.0,0.0
2023-02-03 13:00:00,0.0,509.0,0.0,43.0,75.0,27.0,0.0
2023-02-03 14:00:00,0.0,510.0,0.0,140.0,81.0,27.0,0.0
2023-02-03 15:00:00,0.0,510.0,0.0,134.0,107.0,28.0,0.0
2023-02-03 16:00:00,0.0,511.0,0.0,141.0,94.0,27.0,0.0
2023-02-03 17:00:00,0.0,509.0,0.0,141.0,134.0,28.0,0.0
2023-02-03 18:00:00,0.0,509.0,0.0,122.0,127.0,26.0,0.0
2023-02-03 19:00:00,0.0,508.0,0.0,45.0,106.0,26.0,3.0
2023-02-03 20:00:00,0.0,507.0,0.0,45.0,77.0,29.0,6.0
2023-02-03 21:00:00,0.0,506.0,0.0,45.0,80.0,27.0,6.0
2023-02-03 22:00:00,0.0,488.0,0.0,45.0,200.0,27.0,3.0
2023-02-03 23:00:00,0.0,478.0,0.0,44.0,268.0,27.0,3.0
