Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,hydro,wind,other
35400,2023-01-15 00:00:00,2024-07-17 00:00:00,3.1,220.78,0,494.0,198.0,176.0,25.0
35401,2023-01-15 01:00:00,2024-07-17 00:00:00,3.1,190.22,0,466.0,283.0,210.0,26.0
35402,2023-01-15 02:00:00,2024-07-17 00:00:00,3.1,192.21,0,477.0,285.0,210.0,27.0
35403,2023-01-15 03:00:00,2024-07-17 00:00:00,3.1,183.0,0,478.0,285.0,257.0,25.0
35404,2023-01-15 04:00:00,2024-07-17 00:00:00,3.1,191.05,0,478.0,284.0,216.0,26.0
35405,2023-01-15 05:00:00,2024-07-17 00:00:00,3.1,195.69,0,479.0,275.0,204.0,27.0
35406,2023-01-15 06:00:00,2024-07-17 00:00:00,3.1,229.71,0,478.0,183.0,148.0,26.0
35407,2023-01-15 07:00:00,2024-07-17 00:00:00,3.1,238.1,0,478.0,177.0,126.0,27.0
35408,2023-01-15 08:00:00,2024-07-17 00:00:00,3.1,251.39,0,478.0,164.0,95.0,26.0
35409,2023-01-15 09:00:00,2024-07-17 00:00:00,3.1,260.61,0,478.0,155.0,77.0,26.0
35410,2023-01-15 10:00:00,2024-07-17 00:00:00,3.1,265.3,0,478.0,151.0,68.0,26.0
35411,2023-01-15 11:00:00,2024-07-17 00:00:00,3.1,266.26,0,477.0,149.0,67.0,26.0
35412,2023-01-15 12:00:00,2024-07-17 00:00:00,3.1,274.27,0,477.0,150.0,45.0,26.0
35413,2023-01-15 13:00:00,2024-07-17 00:00:00,3.1,273.46,0,478.0,146.0,47.0,22.0
35414,2023-01-15 14:00:00,2024-07-17 00:00:00,3.1,277.15,0,481.0,149.0,39.0,25.0
35415,2023-01-15 15:00:00,2024-07-17 00:00:00,3.1,242.36,0,481.0,247.0,42.0,26.0
35416,2023-01-15 16:00:00,2024-07-17 00:00:00,3.1,231.88,0,481.0,245.0,80.0,26.0
35417,2023-01-15 17:00:00,2024-07-17 00:00:00,3.1,223.49,0,480.0,247.0,107.0,25.0
35418,2023-01-15 18:00:00,2024-07-17 00:00:00,3.1,223.77,0,490.0,243.0,118.0,26.0
35419,2023-01-15 19:00:00,2024-07-17 00:00:00,3.1,221.75,0,493.0,242.0,129.0,26.0
35420,2023-01-15 20:00:00,2024-07-17 00:00:00,3.1,222.85,0,502.0,239.0,132.0,25.0
35421,2023-01-15 21:00:00,2024-07-17 00:00:00,3.1,223.96,0,501.0,237.0,132.0,27.0
35422,2023-01-15 22:00:00,2024-07-17 00:00:00,3.1,247.36,0,502.0,152.0,130.0,25.0
35423,2023-01-15 23:00:00,2024-07-17 00:00:00,3.1,235.16,0,504.0,198.0,130.0,27.0
