Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind,other
35376,2023-01-14 00:00:00,2024-07-17 00:00:00,3.1,265.52,0.0,798.0,0.0,153.0,134.0,27.0,0.0
35377,2023-01-14 01:00:00,2024-07-17 00:00:00,3.1,240.78,0.0,736.0,0.0,239.0,130.0,26.0,0.0
35378,2023-01-14 02:00:00,2024-07-17 00:00:00,3.1,243.46,0.0,708.0,0.0,208.0,134.0,26.0,0.0
35379,2023-01-14 03:00:00,2024-07-17 00:00:00,3.1,242.58,0.0,792.0,0.0,257.0,134.0,25.0,0.0
35380,2023-01-14 04:00:00,2024-07-17 00:00:00,3.1,240.55,0.0,773.0,0.0,252.0,138.0,26.0,0.0
35381,2023-01-14 05:00:00,2024-07-17 00:00:00,3.1,227.0,0.0,654.0,0.0,247.0,139.0,26.0,0.0
35382,2023-01-14 06:00:00,2024-07-17 00:00:00,3.1,245.05,0.0,655.0,0.0,155.0,153.0,26.0,0.0
35383,2023-01-14 07:00:00,2024-07-17 00:00:00,3.1,237.26,0.0,656.0,0.0,179.0,162.0,26.0,0.0
35384,2023-01-14 08:00:00,2024-07-17 00:00:00,3.1,245.04,0.0,651.0,0.0,154.0,152.0,26.0,0.0
35385,2023-01-14 09:00:00,2024-07-17 00:00:00,3.1,228.83,0.0,556.0,0.0,157.0,161.0,25.0,0.0
35386,2023-01-14 10:00:00,2024-07-17 00:00:00,3.1,217.67,0.0,503.0,0.0,155.0,171.0,26.0,0.0
35387,2023-01-14 11:00:00,2024-07-17 00:00:00,3.1,214.05,0.0,501.0,0.0,155.0,183.0,27.0,0.0
35388,2023-01-14 12:00:00,2024-07-17 00:00:00,3.1,214.53,0.0,494.0,0.0,157.0,176.0,25.0,0.0
35389,2023-01-14 13:00:00,2024-07-17 00:00:00,3.1,214.64,0.0,496.0,0.0,154.0,179.0,26.0,0.0
35390,2023-01-14 14:00:00,2024-07-17 00:00:00,3.1,219.36,0.0,498.0,0.0,156.0,160.0,26.0,0.0
35391,2023-01-14 15:00:00,2024-07-17 00:00:00,3.1,236.74,0.0,501.0,0.0,167.0,90.0,25.0,0.0
35392,2023-01-14 16:00:00,2024-07-17 00:00:00,3.1,248.98,0.0,502.0,0.0,168.0,51.0,25.0,0.0
35393,2023-01-14 17:00:00,2024-07-17 00:00:00,3.1,223.5,0.0,505.0,0.0,240.0,66.0,25.0,0.0
35394,2023-01-14 18:00:00,2024-07-17 00:00:00,3.1,209.17,0.0,503.0,0.0,284.0,83.0,25.0,3.0
35395,2023-01-14 19:00:00,2024-07-17 00:00:00,3.1,207.65,0.0,501.0,0.0,284.0,89.0,24.0,3.0
35396,2023-01-14 20:00:00,2024-07-17 00:00:00,3.1,209.15,0.0,499.0,0.0,285.0,79.0,25.0,3.0
35397,2023-01-14 21:00:00,2024-07-17 00:00:00,3.1,225.24,0.0,500.0,0.0,197.0,103.0,26.0,3.0
35398,2023-01-14 22:00:00,2024-07-17 00:00:00,3.1,225.34,0.0,499.0,0.0,197.0,103.0,25.0,3.0
35399,2023-01-14 23:00:00,2024-07-17 00:00:00,3.1,218.54,0.0,492.0,0.0,199.0,117.0,25.0,0.0
