UTC time,coal,nat_gas,hydro,wind,other
2023-05-11 00:00:00,0,150.0,102.0,6.0,4.0
2023-05-11 01:00:00,0,150.0,119.0,4.0,4.0
2023-05-11 02:00:00,0,163.0,181.0,5.0,4.0
2023-05-11 03:00:00,0,230.0,211.0,25.0,4.0
2023-05-11 04:00:00,0,214.0,214.0,20.0,4.0
2023-05-11 05:00:00,0,205.0,217.0,31.0,5.0
2023-05-11 06:00:00,0,223.0,216.0,37.0,4.0
2023-05-11 07:00:00,0,174.0,215.0,31.0,4.0
2023-05-11 08:00:00,0,148.0,111.0,19.0,4.0
2023-05-11 09:00:00,0,148.0,110.0,9.0,4.0
2023-05-11 10:00:00,0,148.0,114.0,10.0,4.0
2023-05-11 11:00:00,0,148.0,110.0,7.0,4.0
2023-05-11 12:00:00,0,148.0,205.0,3.0,4.0
2023-05-11 13:00:00,0,201.0,218.0,2.0,4.0
2023-05-11 14:00:00,0,202.0,219.0,3.0,4.0
2023-05-11 15:00:00,0,151.0,212.0,2.0,5.0
2023-05-11 16:00:00,0,147.0,213.0,4.0,4.0
2023-05-11 17:00:00,0,148.0,110.0,3.0,4.0
2023-05-11 18:00:00,0,149.0,109.0,1.0,4.0
2023-05-11 19:00:00,0,149.0,112.0,3.0,4.0
2023-05-11 20:00:00,0,148.0,110.0,10.0,4.0
2023-05-11 21:00:00,0,149.0,110.0,9.0,4.0
2023-05-11 22:00:00,0,149.0,112.0,8.0,4.0
2023-05-11 23:00:00,0,149.0,112.0,7.0,4.0
