UTC time,coal,nat_gas,oil,hydro,solar,wind,other
2023-09-21 00:00:00,0.0,1078.0,0.0,16.0,118.0,26.0,4.0
2023-09-21 01:00:00,0.0,1085.0,0.0,15.0,111.0,25.0,3.0
2023-09-21 02:00:00,0.0,1089.0,0.0,16.0,111.0,26.0,0.0
2023-09-21 03:00:00,0.0,1102.0,0.0,15.0,99.0,26.0,0.0
2023-09-21 04:00:00,0.0,1103.0,0.0,15.0,118.0,26.0,0.0
2023-09-21 05:00:00,0.0,1112.0,0.0,15.0,184.0,26.0,0.0
2023-09-21 06:00:00,0.0,1107.0,0.0,16.0,261.0,26.0,0.0
2023-09-21 07:00:00,0.0,979.0,0.0,17.0,319.0,26.0,0.0
2023-09-21 08:00:00,0.0,979.0,0.0,15.0,339.0,26.0,0.0
2023-09-21 09:00:00,0.0,983.0,0.0,16.0,296.0,26.0,0.0
2023-09-21 10:00:00,0.0,986.0,0.0,16.0,292.0,25.0,0.0
2023-09-21 11:00:00,0.0,987.0,0.0,17.0,317.0,25.0,0.0
2023-09-21 12:00:00,0.0,990.0,0.0,16.0,339.0,25.0,0.0
2023-09-21 13:00:00,0.0,994.0,0.0,15.0,356.0,25.0,0.0
2023-09-21 14:00:00,0.0,992.0,0.0,13.0,365.0,24.0,0.0
2023-09-21 15:00:00,0.0,994.0,0.0,14.0,354.0,24.0,2.0
2023-09-21 16:00:00,0.0,986.0,0.0,17.0,398.0,23.0,9.0
2023-09-21 17:00:00,0.0,975.0,0.0,16.0,354.0,24.0,13.0
2023-09-21 18:00:00,0.0,970.0,0.0,15.0,325.0,23.0,14.0
2023-09-21 19:00:00,0.0,957.0,0.0,16.0,348.0,24.0,12.0
2023-09-21 20:00:00,0.0,953.0,0.0,15.0,325.0,23.0,12.0
2023-09-21 21:00:00,0.0,1031.0,0.0,17.0,290.0,22.0,10.0
2023-09-21 22:00:00,0.0,1045.0,0.0,16.0,289.0,22.0,11.0
2023-09-21 23:00:00,0.0,1042.0,0.0,15.0,235.0,24.0,5.0
