UTC time,coal,nat_gas,oil,hydro,solar,wind,other
2023-09-01 00:00:00,0.0,941.0,0.0,17.0,30.0,27.0,10.0
2023-09-01 01:00:00,0.0,933.0,0.0,122.0,25.0,27.0,3.0
2023-09-01 02:00:00,0.0,935.0,0.0,126.0,36.0,27.0,3.0
2023-09-01 03:00:00,0.0,958.0,0.0,125.0,62.0,27.0,0.0
2023-09-01 04:00:00,0.0,959.0,0.0,114.0,109.0,28.0,0.0
2023-09-01 05:00:00,0.0,958.0,0.0,21.0,124.0,27.0,0.0
2023-09-01 06:00:00,0.0,966.0,0.0,21.0,131.0,27.0,0.0
2023-09-01 07:00:00,0.0,969.0,0.0,17.0,145.0,28.0,0.0
2023-09-01 08:00:00,0.0,979.0,0.0,16.0,150.0,27.0,0.0
2023-09-01 09:00:00,0.0,978.0,0.0,17.0,147.0,26.0,0.0
2023-09-01 10:00:00,0.0,979.0,0.0,15.0,136.0,27.0,0.0
2023-09-01 11:00:00,0.0,979.0,0.0,16.0,134.0,27.0,0.0
2023-09-01 12:00:00,0.0,975.0,0.0,15.0,137.0,27.0,0.0
2023-09-01 13:00:00,0.0,976.0,0.0,15.0,164.0,26.0,0.0
2023-09-01 14:00:00,0.0,978.0,0.0,16.0,235.0,27.0,0.0
2023-09-01 15:00:00,0.0,976.0,0.0,15.0,291.0,27.0,0.0
2023-09-01 16:00:00,0.0,952.0,0.0,16.0,278.0,26.0,0.0
2023-09-01 17:00:00,0.0,945.0,0.0,15.0,239.0,29.0,3.0
2023-09-01 18:00:00,0.0,949.0,0.0,16.0,184.0,27.0,5.0
2023-09-01 19:00:00,0.0,930.0,0.0,17.0,138.0,27.0,14.0
2023-09-01 20:00:00,0.0,923.0,0.0,16.0,127.0,28.0,12.0
2023-09-01 21:00:00,0.0,915.0,0.0,16.0,138.0,28.0,13.0
2023-09-01 22:00:00,0.0,913.0,0.0,17.0,127.0,27.0,13.0
2023-09-01 23:00:00,0.0,906.0,0.0,16.0,111.0,27.0,15.0
