UTC time,coal,nat_gas,oil,hydro,solar,wind,other
2023-03-09 00:00:00,0.0,643.0,0.0,35.0,68.0,27.0,3.0
2023-03-09 01:00:00,0.0,635.0,0.0,35.0,84.0,26.0,0.0
2023-03-09 02:00:00,0.0,774.0,0.0,34.0,90.0,26.0,0.0
2023-03-09 03:00:00,0.0,776.0,0.0,86.0,94.0,26.0,0.0
2023-03-09 04:00:00,0.0,777.0,0.0,83.0,84.0,27.0,0.0
2023-03-09 05:00:00,0.0,780.0,0.0,35.0,109.0,26.0,0.0
2023-03-09 06:00:00,0.0,780.0,0.0,34.0,114.0,27.0,0.0
2023-03-09 07:00:00,0.0,781.0,0.0,34.0,110.0,26.0,0.0
2023-03-09 08:00:00,0.0,783.0,0.0,34.0,111.0,26.0,0.0
2023-03-09 09:00:00,0.0,875.0,0.0,34.0,131.0,26.0,0.0
2023-03-09 10:00:00,0.0,888.0,0.0,34.0,115.0,26.0,0.0
2023-03-09 11:00:00,0.0,888.0,0.0,32.0,104.0,27.0,0.0
2023-03-09 12:00:00,0.0,889.0,0.0,43.0,90.0,26.0,0.0
2023-03-09 13:00:00,0.0,889.0,0.0,87.0,112.0,26.0,0.0
2023-03-09 14:00:00,0.0,941.0,0.0,86.0,120.0,26.0,0.0
2023-03-09 15:00:00,0.0,958.0,0.0,87.0,123.0,26.0,0.0
2023-03-09 16:00:00,0.0,951.0,0.0,86.0,127.0,26.0,2.0
2023-03-09 17:00:00,0.0,951.0,0.0,82.0,148.0,26.0,5.0
2023-03-09 18:00:00,0.0,978.0,0.0,33.0,166.0,26.0,9.0
2023-03-09 19:00:00,0.0,960.0,0.0,34.0,147.0,26.0,6.0
2023-03-09 20:00:00,0.0,953.0,0.0,35.0,157.0,26.0,5.0
2023-03-09 21:00:00,0.0,966.0,0.0,33.0,164.0,27.0,5.0
2023-03-09 22:00:00,0.0,973.0,0.0,35.0,150.0,27.0,6.0
2023-03-09 23:00:00,0.0,973.0,0.0,34.0,159.0,27.0,3.0
