UTC time,coal,nat_gas,hydro,wind,other
2023-04-25 00:00:00,0,230.0,94.0,295.0,26.0
2023-04-25 01:00:00,0,312.0,94.0,331.0,27.0
2023-04-25 02:00:00,0,482.0,96.0,315.0,27.0
2023-04-25 03:00:00,0,486.0,187.0,303.0,26.0
2023-04-25 04:00:00,0,487.0,186.0,265.0,26.0
2023-04-25 05:00:00,0,487.0,95.0,242.0,27.0
2023-04-25 06:00:00,0,482.0,94.0,202.0,25.0
2023-04-25 07:00:00,0,305.0,95.0,179.0,26.0
2023-04-25 08:00:00,0,488.0,93.0,126.0,26.0
2023-04-25 09:00:00,0,458.0,95.0,131.0,26.0
2023-04-25 10:00:00,0,268.0,92.0,132.0,26.0
2023-04-25 11:00:00,0,481.0,93.0,79.0,26.0
2023-04-25 12:00:00,0,495.0,92.0,91.0,27.0
2023-04-25 13:00:00,0,496.0,93.0,120.0,27.0
2023-04-25 14:00:00,0,496.0,94.0,210.0,26.0
2023-04-25 15:00:00,0,423.0,89.0,241.0,27.0
2023-04-25 16:00:00,0,476.0,93.0,169.0,25.0
2023-04-25 17:00:00,0,501.0,183.0,111.0,23.0
2023-04-25 18:00:00,0,516.0,95.0,87.0,22.0
2023-04-25 19:00:00,0,578.0,90.0,78.0,22.0
2023-04-25 20:00:00,0,621.0,90.0,34.0,23.0
2023-04-25 21:00:00,0,566.0,87.0,29.0,22.0
2023-04-25 22:00:00,0,565.0,87.0,41.0,23.0
2023-04-25 23:00:00,0,600.0,83.0,60.0,22.0
