UTC time,coal,nat_gas,hydro,wind,other
2023-07-26 00:00:00,0,949.0,186.0,199.0,4.0
2023-07-26 01:00:00,0,959.0,185.0,245.0,15.0
2023-07-26 02:00:00,0,896.0,180.0,278.0,24.0
2023-07-26 03:00:00,0,966.0,178.0,297.0,25.0
2023-07-26 04:00:00,0,973.0,166.0,303.0,26.0
2023-07-26 05:00:00,0,976.0,67.0,310.0,26.0
2023-07-26 06:00:00,0,980.0,76.0,297.0,27.0
2023-07-26 07:00:00,0,983.0,57.0,290.0,27.0
2023-07-26 08:00:00,0,1019.0,50.0,219.0,26.0
2023-07-26 09:00:00,0,1035.0,48.0,144.0,27.0
2023-07-26 10:00:00,0,1036.0,43.0,121.0,26.0
2023-07-26 11:00:00,0,1039.0,41.0,83.0,26.0
2023-07-26 12:00:00,0,1041.0,37.0,65.0,26.0
2023-07-26 13:00:00,0,1044.0,35.0,73.0,28.0
2023-07-26 14:00:00,0,1043.0,33.0,70.0,26.0
2023-07-26 15:00:00,0,1039.0,29.0,108.0,27.0
2023-07-26 16:00:00,0,1034.0,27.0,103.0,27.0
2023-07-26 17:00:00,0,1056.0,25.0,74.0,27.0
2023-07-26 18:00:00,0,1047.0,27.0,60.0,27.0
2023-07-26 19:00:00,0,1041.0,26.0,55.0,28.0
2023-07-26 20:00:00,0,1031.0,27.0,40.0,28.0
2023-07-26 21:00:00,0,1026.0,26.0,35.0,27.0
2023-07-26 22:00:00,0,1022.0,26.0,41.0,27.0
2023-07-26 23:00:00,0,1010.0,120.0,52.0,27.0
