UTC time,coal,nat_gas,oil,hydro,solar,wind,other
2023-08-18 00:00:00,0.0,874.0,0.0,93.0,280.0,28.0,3.0
2023-08-18 01:00:00,0.0,928.0,0.0,66.0,267.0,25.0,3.0
2023-08-18 02:00:00,0.0,927.0,0.0,83.0,260.0,26.0,3.0
2023-08-18 03:00:00,0.0,906.0,0.0,71.0,321.0,25.0,0.0
2023-08-18 04:00:00,0.0,915.0,0.0,62.0,335.0,28.0,0.0
2023-08-18 05:00:00,0.0,900.0,0.0,68.0,330.0,27.0,0.0
2023-08-18 06:00:00,0.0,977.0,0.0,48.0,362.0,25.0,0.0
2023-08-18 07:00:00,0.0,1028.0,0.0,53.0,402.0,27.0,0.0
2023-08-18 08:00:00,0.0,619.0,0.0,53.0,364.0,27.0,0.0
2023-08-18 09:00:00,0.0,600.0,0.0,47.0,371.0,26.0,0.0
2023-08-18 10:00:00,0.0,561.0,0.0,47.0,425.0,27.0,0.0
2023-08-18 11:00:00,0.0,544.0,0.0,46.0,426.0,26.0,0.0
2023-08-18 12:00:00,0.0,525.0,0.0,45.0,434.0,26.0,0.0
2023-08-18 13:00:00,0.0,586.0,0.0,47.0,440.0,23.0,0.0
2023-08-18 14:00:00,0.0,506.0,0.0,43.0,437.0,26.0,0.0
2023-08-18 15:00:00,0.0,575.0,0.0,46.0,438.0,27.0,5.0
2023-08-18 16:00:00,0.0,596.0,0.0,44.0,433.0,27.0,9.0
2023-08-18 17:00:00,0.0,600.0,0.0,46.0,435.0,28.0,11.0
2023-08-18 18:00:00,0.0,601.0,0.0,44.0,424.0,27.0,11.0
2023-08-18 19:00:00,0.0,600.0,0.0,44.0,402.0,26.0,11.0
2023-08-18 20:00:00,0.0,868.0,0.0,45.0,384.0,27.0,13.0
2023-08-18 21:00:00,0.0,903.0,0.0,45.0,348.0,27.0,14.0
2023-08-18 22:00:00,0.0,905.0,0.0,46.0,340.0,28.0,14.0
2023-08-18 23:00:00,0.0,923.0,0.0,47.0,336.0,27.0,14.0
