UTC time,coal,nat_gas,hydro,wind,other
2023-06-06 00:00:00,0,455.0,156.0,133.0,28.0
2023-06-06 01:00:00,0,453.0,207.0,136.0,26.0
2023-06-06 02:00:00,0,453.0,210.0,135.0,28.0
2023-06-06 03:00:00,0,457.0,206.0,136.0,27.0
2023-06-06 04:00:00,0,457.0,204.0,141.0,28.0
2023-06-06 05:00:00,0,460.0,208.0,147.0,29.0
2023-06-06 06:00:00,0,457.0,203.0,154.0,27.0
2023-06-06 07:00:00,0,432.0,181.0,185.0,28.0
2023-06-06 08:00:00,0,328.0,73.0,200.0,28.0
2023-06-06 09:00:00,0,327.0,68.0,256.0,27.0
2023-06-06 10:00:00,0,332.0,59.0,275.0,29.0
2023-06-06 11:00:00,0,332.0,52.0,268.0,27.0
2023-06-06 12:00:00,0,333.0,48.0,251.0,28.0
2023-06-06 13:00:00,0,330.0,44.0,195.0,26.0
2023-06-06 14:00:00,0,310.0,47.0,191.0,27.0
2023-06-06 15:00:00,0,332.0,46.0,169.0,29.0
2023-06-06 16:00:00,0,378.0,96.0,181.0,27.0
2023-06-06 17:00:00,0,445.0,92.0,176.0,28.0
2023-06-06 18:00:00,0,450.0,146.0,124.0,26.0
2023-06-06 19:00:00,0,456.0,146.0,64.0,23.0
2023-06-06 20:00:00,0,452.0,147.0,57.0,27.0
2023-06-06 21:00:00,0,452.0,146.0,52.0,27.0
2023-06-06 22:00:00,0,448.0,200.0,55.0,25.0
2023-06-06 23:00:00,0,446.0,205.0,56.0,27.0
