UTC time,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_hydro_production_forecast,avg_wind_production_forecast,avg_other_production_forecast
2023-11-30 00:00:00,2024-07-17 00:00:00,3.1,1.4161635365700869,272.7325492946479,270.34140627034634,126.12302330865494,0.9086288920287422,0.0,860.11928,127.28674,33.84262,27.17514
2023-11-30 01:00:00,2024-07-17 00:00:00,3.1,1.7056519832604335,271.8689872202568,270.68406008941054,0.1301458620860298,0.9798708093640632,0.0,831.09814,127.71362,35.24981,27.19992
2023-11-30 02:00:00,2024-07-17 00:00:00,3.1,1.7056519832604335,271.8689872202568,270.68406008941054,0.1301458620860298,0.9798708093640632,0.0,814.43614,124.67135,31.77867,27.20984
2023-11-30 03:00:00,2024-07-17 00:00:00,3.1,1.7056519832604335,271.8689872202568,270.68406008941054,0.1301458620860298,0.9798708093640632,2.60861,811.08033,117.12627,25.51855,26.90584
2023-11-30 04:00:00,2024-07-17 00:00:00,3.1,1.8983039699013613,271.4221811286558,270.48728465368754,0.0650917968049644,1.8324124932099688,2.33445,805.76591,118.53474,27.73793,26.52383
2023-11-30 05:00:00,2024-07-17 00:00:00,3.1,1.8983039699013613,271.4221811286558,270.48728465368754,0.0650917968049644,1.8324124932099688,1.2715,820.23736,113.04546,32.09004,26.48781
2023-11-30 06:00:00,2024-07-17 00:00:00,3.1,1.8983039699013613,271.4221811286558,270.48728465368754,0.0650917968049644,1.8324124932099688,1.26806,814.62129,103.62755,33.66374,26.74596
2023-11-30 07:00:00,2024-07-17 00:00:00,3.1,2.224223583012213,271.40006461343194,270.4138301165786,0.0,0.6464608881447975,0.96173,830.91868,101.19382,32.21822,26.90236
2023-11-30 08:00:00,2024-07-17 00:00:00,3.1,2.224223583012213,271.40006461343194,270.4138301165786,0.0,0.6464608881447975,0.18947,840.19326,89.17957,36.35477,26.46112
2023-11-30 09:00:00,2024-07-17 00:00:00,3.1,2.224223583012213,271.40006461343194,270.4138301165786,0.0,0.6464608881447975,0.43243,824.57769,85.70253,38.80566,26.32692
2023-11-30 10:00:00,2024-07-17 00:00:00,3.1,2.223560472071536,271.6608273820636,270.7321348902499,0.0,1.953117509993319,1.79665,841.00406,89.2328,37.56971,26.13547
2023-11-30 11:00:00,2024-07-17 00:00:00,3.1,2.223560472071536,271.6608273820636,270.7321348902499,0.0,1.953117509993319,0.0,832.79578,85.18311,32.31375,26.19995
2023-11-30 12:00:00,2024-07-17 00:00:00,3.1,2.223560472071536,271.6608273820636,270.7321348902499,0.0,1.953117509993319,0.0,824.21117,83.23524,34.05777,26.2855
2023-11-30 13:00:00,2024-07-17 00:00:00,3.1,2.368577736765792,271.9682852283356,271.1576330191331,0.0,2.970624318647692,0.0,828.29769,89.4617,34.84656,26.48309
2023-11-30 14:00:00,2024-07-17 00:00:00,3.1,2.368577736765792,271.9682852283356,271.1576330191331,0.0,2.970624318647692,2.47698,824.48506,94.85071,38.4542,26.75293
2023-11-30 15:00:00,2024-07-17 00:00:00,3.1,2.368577736765792,271.9682852283356,271.1576330191331,0.0,2.970624318647692,0.49796,819.06827,97.06428,41.15851,26.63507
2023-11-30 16:00:00,2024-07-17 00:00:00,3.1,2.5991657115839706,273.1999529382456,271.96818763101555,14.82971047627115,5.078296258086472,0.35988,823.28625,103.45956,45.58116,26.91272
2023-11-30 17:00:00,2024-07-17 00:00:00,3.1,2.5991657115839706,273.1999529382456,271.96818763101555,14.82971047627115,5.078296258086472,0.0,810.86646,105.73142,53.87669,26.7685
2023-11-30 18:00:00,2024-07-17 00:00:00,3.1,2.5991657115839706,273.1999529382456,271.96818763101555,14.82971047627115,5.078296258086472,0.51582,800.08103,102.25093,55.53176,26.84834
2023-11-30 19:00:00,2024-07-17 00:00:00,3.1,2.9648899080024007,274.7849007387887,272.8238282436393,139.66427111189893,1.57571167941667,3.79499,820.76711,104.40553,58.73595,26.82087
2023-11-30 20:00:00,2024-07-17 00:00:00,3.1,2.9648899080024007,274.7849007387887,272.8238282436393,139.66427111189893,1.57571167941667,3.67408,828.38316,112.93004,62.75666,26.79458
2023-11-30 21:00:00,2024-07-17 00:00:00,3.1,2.9648899080024007,274.7849007387887,272.8238282436393,139.66427111189893,1.57571167941667,0.31581,823.06695,105.74723,68.45841,26.91767
2023-11-30 22:00:00,2024-07-17 00:00:00,3.1,2.4141415298197195,273.77853512767007,272.5293108170852,117.29577605439088,2.5850696557249258,0.0,824.46867,116.48909,71.88896,26.79793
2023-11-30 23:00:00,2024-07-17 00:00:00,3.1,2.4141415298197195,273.77853512767007,272.5293108170852,117.29577605439088,2.5850696557249258,0.0,826.91372,119.58883,75.7614,26.93051
2023-12-01 00:00:00,2024-07-17 00:00:00,3.1,2.4141415298197195,273.77853512767007,272.5293108170852,117.29577605439088,2.5850696557249258,0.0,794.50906,102.44528,77.61314,26.85145
2023-12-01 01:00:00,2024-07-17 00:00:00,3.1,2.871940143483965,273.3016671676502,272.2535652198899,0.3289696690751276,0.7929070512735257,0.0,767.63438,104.96943,81.34191,26.87728
2023-12-01 02:00:00,2024-07-17 00:00:00,3.1,2.871940143483965,273.3016671676502,272.2535652198899,0.3289696690751276,0.7929070512735257,0.0,752.00569,101.45918,77.97148,26.88767
2023-12-01 03:00:00,2024-07-17 00:00:00,3.1,2.871940143483965,273.3016671676502,272.2535652198899,0.3289696690751276,0.7929070512735257,2.60861,748.93399,94.9944,72.05049,26.58459
2023-12-01 04:00:00,2024-07-17 00:00:00,3.1,2.730344908076172,273.36427935857546,272.5422145294957,0.1642966442318393,3.646621441054109,2.33445,743.7709,97.20378,75.39993,26.20715
2023-12-01 05:00:00,2024-07-17 00:00:00,3.1,2.730344908076172,273.36427935857546,272.5422145294957,0.1642966442318393,3.646621441054109,1.2715,757.55531,90.61621,83.24656,26.16977
2023-12-01 06:00:00,2024-07-17 00:00:00,3.1,2.730344908076172,273.36427935857546,272.5422145294957,0.1642966442318393,3.646621441054109,1.26806,752.91534,81.67196,90.435,26.42755
2023-12-01 07:00:00,2024-07-17 00:00:00,3.1,3.225950654999929,273.7417529374161,272.8817230642689,0.0,2.562192124235598,0.96173,768.28568,80.83904,99.7473,26.58761
2023-12-01 08:00:00,2024-07-17 00:00:00,3.1,3.225950654999929,273.7417529374161,272.8817230642689,0.0,2.562192124235598,0.18947,776.67233,68.2539,109.68809,26.15485
2023-12-01 09:00:00,2024-07-17 00:00:00,3.1,3.225950654999929,273.7417529374161,272.8817230642689,0.0,2.562192124235598,0.43243,761.82377,65.99092,118.42788,26.02455
2023-12-01 10:00:00,2024-07-17 00:00:00,3.1,4.035905912528268,274.1025284145924,273.3536711122335,0.0,8.714099914966775,1.79665,776.7629,71.38983,125.93142,25.83621
2023-12-01 11:00:00,2024-07-17 00:00:00,3.1,4.035905912528268,274.1025284145924,273.3536711122335,0.0,8.714099914966775,0.0,769.13021,69.41597,125.55427,25.89955
2023-12-01 12:00:00,2024-07-17 00:00:00,3.1,4.035905912528268,274.1025284145924,273.3536711122335,0.0,8.714099914966775,0.0,761.30398,68.02393,131.85513,25.98702
2023-12-01 13:00:00,2024-07-17 00:00:00,3.1,4.270668311634701,274.292957712386,273.154854310171,0.0,6.888511067600557,0.0,765.78394,75.65083,142.49828,26.18568
2023-12-01 14:00:00,2024-07-17 00:00:00,3.1,4.270668311634701,274.292957712386,273.154854310171,0.0,6.888511067600557,2.47698,762.38951,83.04207,150.89598,26.45179
2023-12-01 15:00:00,2024-07-17 00:00:00,3.1,4.270668311634701,274.292957712386,273.154854310171,0.0,6.888511067600557,0.49796,757.4963,84.78966,160.79183,26.33553
2023-12-01 16:00:00,2024-07-17 00:00:00,3.1,4.644482952315903,275.3345181711598,273.46148427526305,23.700068222048188,9.641388219257363,0.35988,761.41337,89.76395,173.28602,26.61238
2023-12-01 17:00:00,2024-07-17 00:00:00,3.1,4.644482952315903,275.3345181711598,273.46148427526305,23.700068222048188,9.641388219257363,0.0,750.24055,90.12303,183.95097,26.47002
2023-12-01 18:00:00,2024-07-17 00:00:00,3.1,4.644482952315903,275.3345181711598,273.46148427526305,23.700068222048188,9.641388219257363,0.51582,740.42758,84.41209,172.00932,26.54866
2023-12-01 19:00:00,2024-07-17 00:00:00,3.1,4.59087652005787,276.71846842335185,273.70595572988304,214.6446022982494,0.6859821345655638,3.79499,759.86938,83.10579,169.26605,26.52086
2023-12-01 20:00:00,2024-07-17 00:00:00,3.1,4.59087652005787,276.71846842335185,273.70595572988304,214.6446022982494,0.6859821345655638,3.67408,767.37735,93.3403,171.80693,26.49557
2023-12-01 21:00:00,2024-07-17 00:00:00,3.1,4.59087652005787,276.71846842335185,273.70595572988304,214.6446022982494,0.6859821345655638,0.31581,762.01846,84.60533,181.16709,26.61835
2023-12-01 22:00:00,2024-07-17 00:00:00,3.1,3.1908226452708,275.0098081719412,272.87536799506654,161.85177031229424,1.2605550003639348,0.0,763.25406,95.75291,186.94133,26.49942
2023-12-01 23:00:00,2024-07-17 00:00:00,3.1,3.1908226452708,275.0098081719412,272.87536799506654,161.85177031229424,1.2605550003639348,0.0,765.61838,99.64484,193.57135,26.63116
2023-12-02 00:00:00,2024-07-17 00:00:00,3.1,3.1908226452708,275.0098081719412,272.87536799506654,161.85177031229424,1.2605550003639348,0.0,736.39702,88.17717,192.17346,26.55261
2023-12-02 01:00:00,2024-07-17 00:00:00,3.1,2.3329162469018137,273.93618769043644,272.37632039126635,0.2749948002282071,0.4978094270255968,0.0,711.42351,91.90591,188.66805,26.57941
2023-12-02 02:00:00,2024-07-17 00:00:00,3.1,2.3329162469018137,273.93618769043644,272.37632039126635,0.2749948002282071,0.4978094270255968,0.0,696.70995,88.12688,180.93792,26.59024
2023-12-02 03:00:00,2024-07-17 00:00:00,3.1,2.3329162469018137,273.93618769043644,272.37632039126635,0.2749948002282071,0.4978094270255968,2.60861,693.88996,82.28258,167.38578,26.28801
2023-12-02 04:00:00,2024-07-17 00:00:00,3.1,2.119934849135725,273.6382138858702,272.3662096061177,0.1368052942644194,1.0552386367312985,2.33445,688.86086,84.95198,169.93712,25.91478
2023-12-02 05:00:00,2024-07-17 00:00:00,3.1,2.119934849135725,273.6382138858702,272.3662096061177,0.1368052942644194,1.0552386367312985,1.2715,702.03675,77.73361,179.71825,25.87615
2023-12-02 06:00:00,2024-07-17 00:00:00,3.1,2.119934849135725,273.6382138858702,272.3662096061177,0.1368052942644194,1.0552386367312985,1.26806,698.26137,69.0614,186.63364,26.13358
2023-12-02 07:00:00,2024-07-17 00:00:00,3.1,2.0180093352104578,273.82846953063506,272.77817016075096,0.0,1.1598728428441196,0.96173,712.81059,69.14793,203.46584,26.29702
2023-12-02 08:00:00,2024-07-17 00:00:00,3.1,2.0180093352104578,273.82846953063506,272.77817016075096,0.0,1.1598728428441196,0.18947,720.41077,56.23488,214.93676,25.8721
2023-12-02 09:00:00,2024-07-17 00:00:00,3.1,2.0180093352104578,273.82846953063506,272.77817016075096,0.0,1.1598728428441196,0.43243,706.24161,54.66922,225.05511,25.74539
2023-12-02 10:00:00,2024-07-17 00:00:00,3.1,1.999404462797561,273.8360712096276,272.8781800714544,0.0,2.2909895282776094,1.79665,719.86348,61.14142,231.3223,25.55992
