Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind,other
36216,2023-02-18 00:00:00,2024-07-17 00:00:00,3.1,183.83,0.0,163.0,0.0,52.0,266.0,27.0,0.0
36217,2023-02-18 01:00:00,2024-07-17 00:00:00,3.1,201.39,0.0,195.0,0.0,52.0,268.0,27.0,0.0
36218,2023-02-18 02:00:00,2024-07-17 00:00:00,3.1,200.97,0.0,204.0,0.0,53.0,285.0,27.0,0.0
36219,2023-02-18 03:00:00,2024-07-17 00:00:00,3.1,197.79,0.0,204.0,0.0,52.0,298.0,27.0,0.0
36220,2023-02-18 04:00:00,2024-07-17 00:00:00,3.1,195.91,0.0,203.0,0.0,54.0,301.0,27.0,0.0
36221,2023-02-18 05:00:00,2024-07-17 00:00:00,3.1,178.33,0.0,177.0,0.0,50.0,322.0,27.0,0.0
36222,2023-02-18 06:00:00,2024-07-17 00:00:00,3.1,178.09,0.0,185.0,0.0,55.0,336.0,27.0,0.0
36223,2023-02-18 07:00:00,2024-07-17 00:00:00,3.1,185.57,0.0,200.0,0.0,51.0,341.0,27.0,0.0
36224,2023-02-18 08:00:00,2024-07-17 00:00:00,3.1,145.17,0.0,130.0,0.0,51.0,351.0,26.0,0.0
36225,2023-02-18 09:00:00,2024-07-17 00:00:00,3.1,103.03,0.0,80.0,0.0,103.0,352.0,26.0,0.0
36226,2023-02-18 10:00:00,2024-07-17 00:00:00,3.1,104.34,0.0,81.0,0.0,106.0,342.0,26.0,0.0
36227,2023-02-18 11:00:00,2024-07-17 00:00:00,3.1,104.21,0.0,81.0,0.0,105.0,343.0,27.0,0.0
36228,2023-02-18 12:00:00,2024-07-17 00:00:00,3.1,103.13,0.0,81.0,0.0,106.0,352.0,27.0,0.0
36229,2023-02-18 13:00:00,2024-07-17 00:00:00,3.1,99.96,0.0,81.0,0.0,106.0,383.0,28.0,0.0
36230,2023-02-18 14:00:00,2024-07-17 00:00:00,3.1,99.67,0.0,81.0,0.0,103.0,392.0,27.0,0.0
36231,2023-02-18 15:00:00,2024-07-17 00:00:00,3.1,103.78,0.0,82.0,0.0,103.0,358.0,26.0,0.0
36232,2023-02-18 16:00:00,2024-07-17 00:00:00,3.1,103.76,0.0,80.0,0.0,103.0,345.0,26.0,0.0
36233,2023-02-18 17:00:00,2024-07-17 00:00:00,3.1,102.85,0.0,81.0,0.0,104.0,371.0,25.0,1.0
36234,2023-02-18 18:00:00,2024-07-17 00:00:00,3.1,113.48,0.0,80.0,0.0,105.0,298.0,26.0,4.0
36235,2023-02-18 19:00:00,2024-07-17 00:00:00,3.1,113.09,0.0,80.0,0.0,98.0,303.0,25.0,3.0
36236,2023-02-18 20:00:00,2024-07-17 00:00:00,3.1,117.56,0.0,80.0,0.0,52.0,347.0,25.0,5.0
36237,2023-02-18 21:00:00,2024-07-17 00:00:00,3.1,113.61,0.0,80.0,0.0,50.0,396.0,25.0,7.0
36238,2023-02-18 22:00:00,2024-07-17 00:00:00,3.1,111.71,0.0,80.0,0.0,53.0,383.0,24.0,4.0
36239,2023-02-18 23:00:00,2024-07-17 00:00:00,3.1,114.78,0.0,80.0,0.0,50.0,360.0,26.0,4.0
