Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind,other
41688,2023-10-04 00:00:00,2024-07-17 00:00:00,3.1,228.34,0.0,588.0,0.0,132.0,226.0,25.0,12.0
41689,2023-10-04 01:00:00,2024-07-17 00:00:00,3.1,223.94,0.0,589.0,0.0,139.0,227.0,26.0,5.0
41690,2023-10-04 02:00:00,2024-07-17 00:00:00,3.1,235.24,0.0,590.0,0.0,136.0,178.0,24.0,0.0
41691,2023-10-04 03:00:00,2024-07-17 00:00:00,3.1,244.05,0.0,591.0,0.0,137.0,144.0,24.0,0.0
41692,2023-10-04 04:00:00,2024-07-17 00:00:00,3.1,237.31,0.0,592.0,0.0,135.0,171.0,25.0,0.0
41693,2023-10-04 05:00:00,2024-07-17 00:00:00,3.1,240.32,0.0,593.0,0.0,136.0,160.0,24.0,0.0
41694,2023-10-04 06:00:00,2024-07-17 00:00:00,3.1,240.99,0.0,594.0,0.0,127.0,166.0,25.0,0.0
41695,2023-10-04 07:00:00,2024-07-17 00:00:00,3.1,278.32,0.0,595.0,0.0,28.0,143.0,25.0,0.0
41696,2023-10-04 08:00:00,2024-07-17 00:00:00,3.1,254.29,0.0,589.0,0.0,27.0,218.0,23.0,0.0
41697,2023-10-04 09:00:00,2024-07-17 00:00:00,3.1,255.42,0.0,593.0,0.0,28.0,215.0,23.0,0.0
41698,2023-10-04 10:00:00,2024-07-17 00:00:00,3.1,247.22,0.0,592.0,0.0,25.0,245.0,24.0,0.0
41699,2023-10-04 11:00:00,2024-07-17 00:00:00,3.1,244.19,0.0,592.0,0.0,29.0,251.0,25.0,0.0
41700,2023-10-04 12:00:00,2024-07-17 00:00:00,3.1,250.62,0.0,592.0,0.0,26.0,233.0,23.0,0.0
41701,2023-10-04 13:00:00,2024-07-17 00:00:00,3.1,240.05,0.0,593.0,0.0,114.0,181.0,26.0,0.0
41702,2023-10-04 14:00:00,2024-07-17 00:00:00,3.1,224.95,0.0,594.0,0.0,138.0,219.0,26.0,0.0
41703,2023-10-04 15:00:00,2024-07-17 00:00:00,3.1,245.29,0.0,592.0,0.0,133.0,143.0,25.0,0.0
41704,2023-10-04 16:00:00,2024-07-17 00:00:00,3.1,246.57,0.0,586.0,0.0,121.0,153.0,26.0,5.0
41705,2023-10-04 17:00:00,2024-07-17 00:00:00,3.1,286.62,0.0,567.0,0.0,29.0,121.0,26.0,11.0
41706,2023-10-04 18:00:00,2024-07-17 00:00:00,3.1,299.9,0.0,569.0,0.0,25.0,94.0,25.0,12.0
41707,2023-10-04 19:00:00,2024-07-17 00:00:00,3.1,301.11,0.0,573.0,0.0,27.0,89.0,26.0,12.0
41708,2023-10-04 20:00:00,2024-07-17 00:00:00,3.1,310.85,0.0,571.0,0.0,26.0,68.0,24.0,11.0
41709,2023-10-04 21:00:00,2024-07-17 00:00:00,3.1,322.84,0.0,571.0,0.0,26.0,40.0,26.0,11.0
41710,2023-10-04 22:00:00,2024-07-17 00:00:00,3.1,301.99,0.0,569.0,0.0,27.0,87.0,25.0,12.0
41711,2023-10-04 23:00:00,2024-07-17 00:00:00,3.1,290.58,0.0,568.0,0.0,26.0,117.0,24.0,12.0
