Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,hydro,wind,other
35808,2023-02-01 00:00:00,2024-07-17 00:00:00,3.1,326.17,0,615.0,73.0,31.0,28.0
35809,2023-02-01 01:00:00,2024-07-17 00:00:00,3.1,323.45,0,613.0,68.0,42.0,28.0
35810,2023-02-01 02:00:00,2024-07-17 00:00:00,3.1,287.71,0,612.0,144.0,57.0,26.0
35811,2023-02-01 03:00:00,2024-07-17 00:00:00,3.1,280.92,0,611.0,151.0,71.0,27.0
35812,2023-02-01 04:00:00,2024-07-17 00:00:00,3.1,275.72,0,613.0,144.0,96.0,28.0
35813,2023-02-01 05:00:00,2024-07-17 00:00:00,3.1,298.08,0,555.0,49.0,110.0,27.0
35814,2023-02-01 06:00:00,2024-07-17 00:00:00,3.1,297.76,0,527.0,51.0,102.0,27.0
35815,2023-02-01 07:00:00,2024-07-17 00:00:00,3.1,277.77,0,431.0,50.0,122.0,27.0
35816,2023-02-01 08:00:00,2024-07-17 00:00:00,3.1,292.97,0,426.0,49.0,89.0,27.0
35817,2023-02-01 09:00:00,2024-07-17 00:00:00,3.1,310.77,0,426.0,48.0,57.0,28.0
35818,2023-02-01 10:00:00,2024-07-17 00:00:00,3.1,299.64,0,427.0,49.0,77.0,28.0
35819,2023-02-01 11:00:00,2024-07-17 00:00:00,3.1,302.12,0,426.0,49.0,72.0,28.0
35820,2023-02-01 12:00:00,2024-07-17 00:00:00,3.1,303.23,0,426.0,50.0,68.0,27.0
35821,2023-02-01 13:00:00,2024-07-17 00:00:00,3.1,299.56,0,426.0,47.0,78.0,27.0
35822,2023-02-01 14:00:00,2024-07-17 00:00:00,3.1,253.88,0,426.0,141.0,88.0,27.0
35823,2023-02-01 15:00:00,2024-07-17 00:00:00,3.1,278.96,0,427.0,75.0,93.0,27.0
35824,2023-02-01 16:00:00,2024-07-17 00:00:00,3.1,297.1,0,488.0,53.0,92.0,27.0
35825,2023-02-01 17:00:00,2024-07-17 00:00:00,3.1,295.98,0,490.0,55.0,93.0,27.0
35826,2023-02-01 18:00:00,2024-07-17 00:00:00,3.1,302.37,0,526.0,56.0,86.0,27.0
35827,2023-02-01 19:00:00,2024-07-17 00:00:00,3.1,300.7,0,527.0,45.0,102.0,28.0
35828,2023-02-01 20:00:00,2024-07-17 00:00:00,3.1,309.9,0,608.0,51.0,90.0,27.0
35829,2023-02-01 21:00:00,2024-07-17 00:00:00,3.1,313.99,0,631.0,50.0,85.0,27.0
35830,2023-02-01 22:00:00,2024-07-17 00:00:00,3.1,315.04,0,630.0,53.0,80.0,28.0
35831,2023-02-01 23:00:00,2024-07-17 00:00:00,3.1,322.96,0,612.0,52.0,59.0,28.0
