UTC time,coal,nat_gas,oil,hydro,solar,wind,other
2023-04-30 00:00:00,0.0,632.0,0.0,126.0,20.0,26.0,15.0
2023-04-30 01:00:00,0.0,638.0,0.0,223.0,12.0,25.0,13.0
2023-04-30 02:00:00,0.0,641.0,0.0,227.0,14.0,25.0,7.0
2023-04-30 03:00:00,0.0,651.0,0.0,224.0,6.0,25.0,1.0
2023-04-30 04:00:00,0.0,657.0,0.0,218.0,4.0,25.0,0.0
2023-04-30 05:00:00,0.0,665.0,0.0,128.0,3.0,25.0,0.0
2023-04-30 06:00:00,0.0,667.0,0.0,129.0,3.0,25.0,0.0
2023-04-30 07:00:00,0.0,673.0,0.0,127.0,9.0,25.0,0.0
2023-04-30 08:00:00,0.0,652.0,0.0,129.0,27.0,26.0,0.0
2023-04-30 09:00:00,0.0,490.0,0.0,128.0,34.0,25.0,0.0
2023-04-30 10:00:00,0.0,359.0,0.0,128.0,51.0,25.0,0.0
2023-04-30 11:00:00,0.0,351.0,0.0,126.0,53.0,24.0,0.0
2023-04-30 12:00:00,0.0,402.0,0.0,128.0,66.0,25.0,0.0
2023-04-30 13:00:00,0.0,682.0,0.0,124.0,55.0,25.0,0.0
2023-04-30 14:00:00,0.0,521.0,0.0,123.0,54.0,25.0,2.0
2023-04-30 15:00:00,0.0,312.0,0.0,120.0,57.0,25.0,7.0
2023-04-30 16:00:00,0.0,302.0,0.0,119.0,42.0,24.0,12.0
2023-04-30 17:00:00,0.0,304.0,0.0,118.0,44.0,25.0,15.0
2023-04-30 18:00:00,0.0,304.0,0.0,117.0,41.0,26.0,15.0
2023-04-30 19:00:00,0.0,299.0,0.0,115.0,36.0,25.0,14.0
2023-04-30 20:00:00,0.0,299.0,0.0,112.0,27.0,25.0,15.0
2023-04-30 21:00:00,0.0,298.0,0.0,114.0,37.0,25.0,14.0
2023-04-30 22:00:00,0.0,299.0,0.0,115.0,74.0,25.0,11.0
2023-04-30 23:00:00,0.0,299.0,0.0,113.0,114.0,24.0,15.0
