UTC time,coal,nat_gas,hydro,wind,other
2023-02-05 00:00:00,0,378.0,45.0,82.0,25.0
2023-02-05 01:00:00,0,378.0,47.0,93.0,26.0
2023-02-05 02:00:00,0,379.0,135.0,105.0,27.0
2023-02-05 03:00:00,0,376.0,65.0,123.0,25.0
2023-02-05 04:00:00,0,359.0,49.0,123.0,26.0
2023-02-05 05:00:00,0,357.0,48.0,95.0,25.0
2023-02-05 06:00:00,0,358.0,46.0,76.0,27.0
2023-02-05 07:00:00,0,359.0,137.0,13.0,26.0
2023-02-05 08:00:00,0,359.0,46.0,34.0,25.0
2023-02-05 09:00:00,0,359.0,139.0,68.0,26.0
2023-02-05 10:00:00,0,359.0,147.0,96.0,26.0
2023-02-05 11:00:00,0,359.0,137.0,52.0,25.0
2023-02-05 12:00:00,0,360.0,146.0,15.0,27.0
2023-02-05 13:00:00,0,360.0,141.0,28.0,25.0
2023-02-05 14:00:00,0,360.0,133.0,29.0,25.0
2023-02-05 15:00:00,0,360.0,47.0,36.0,26.0
2023-02-05 16:00:00,0,360.0,45.0,50.0,26.0
2023-02-05 17:00:00,0,360.0,47.0,90.0,25.0
2023-02-05 18:00:00,0,336.0,47.0,98.0,26.0
2023-02-05 19:00:00,0,375.0,48.0,126.0,26.0
2023-02-05 20:00:00,0,377.0,48.0,186.0,25.0
2023-02-05 21:00:00,0,358.0,47.0,307.0,25.0
2023-02-05 22:00:00,0,310.0,49.0,375.0,24.0
2023-02-05 23:00:00,0,321.0,49.0,371.0,25.0
