UTC time,coal,nat_gas,hydro,wind,other
2023-09-25 00:00:00,0,960.0,74.0,129.0,26.0
2023-09-25 01:00:00,0,1099.0,74.0,107.0,25.0
2023-09-25 02:00:00,0,1143.0,72.0,94.0,25.0
2023-09-25 03:00:00,0,1143.0,71.0,120.0,24.0
2023-09-25 04:00:00,0,1145.0,72.0,110.0,25.0
2023-09-25 05:00:00,0,1150.0,73.0,94.0,26.0
2023-09-25 06:00:00,0,1149.0,70.0,99.0,25.0
2023-09-25 07:00:00,0,941.0,64.0,103.0,25.0
2023-09-25 08:00:00,0,935.0,17.0,122.0,25.0
2023-09-25 09:00:00,0,930.0,17.0,131.0,25.0
2023-09-25 10:00:00,0,929.0,16.0,134.0,24.0
2023-09-25 11:00:00,0,928.0,17.0,128.0,25.0
2023-09-25 12:00:00,0,927.0,16.0,125.0,25.0
2023-09-25 13:00:00,0,964.0,17.0,135.0,27.0
2023-09-25 14:00:00,0,1136.0,68.0,130.0,25.0
2023-09-25 15:00:00,0,1136.0,62.0,167.0,27.0
2023-09-25 16:00:00,0,1145.0,17.0,155.0,27.0
2023-09-25 17:00:00,0,1136.0,17.0,184.0,27.0
2023-09-25 18:00:00,0,1046.0,19.0,174.0,26.0
2023-09-25 19:00:00,0,1036.0,20.0,137.0,27.0
2023-09-25 20:00:00,0,1039.0,22.0,152.0,26.0
2023-09-25 21:00:00,0,1045.0,20.0,130.0,27.0
2023-09-25 22:00:00,0,1045.0,71.0,138.0,26.0
2023-09-25 23:00:00,0,1088.0,77.0,262.0,25.0
