Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,hydro,wind,other
38280,2023-05-15 00:00:00,2024-07-17 00:00:00,3.1,131.28,0,176.0,270.0,303.0,4.0
38281,2023-05-15 01:00:00,2024-07-17 00:00:00,3.1,140.17,0,189.0,276.0,281.0,4.0
38282,2023-05-15 02:00:00,2024-07-17 00:00:00,3.1,153.04,0,220.0,281.0,282.0,4.0
38283,2023-05-15 03:00:00,2024-07-17 00:00:00,3.1,175.19,0,249.0,275.0,237.0,4.0
38284,2023-05-15 04:00:00,2024-07-17 00:00:00,3.1,172.64,0,229.0,278.0,207.0,4.0
38285,2023-05-15 05:00:00,2024-07-17 00:00:00,3.1,172.56,0,238.0,277.0,226.0,4.0
38286,2023-05-15 06:00:00,2024-07-17 00:00:00,3.1,157.72,0,200.0,232.0,260.0,5.0
38287,2023-05-15 07:00:00,2024-07-17 00:00:00,3.1,160.09,0,152.0,181.0,182.0,3.0
38288,2023-05-15 08:00:00,2024-07-17 00:00:00,3.1,180.52,0,149.0,179.0,119.0,4.0
38289,2023-05-15 09:00:00,2024-07-17 00:00:00,3.1,144.73,0,150.0,198.0,221.0,3.0
38290,2023-05-15 10:00:00,2024-07-17 00:00:00,3.1,172.85,0,150.0,178.0,140.0,3.0
38291,2023-05-15 11:00:00,2024-07-17 00:00:00,3.1,161.23,0,150.0,226.0,129.0,2.0
38292,2023-05-15 12:00:00,2024-07-17 00:00:00,3.1,189.18,0,149.0,231.0,46.0,3.0
38293,2023-05-15 13:00:00,2024-07-17 00:00:00,3.1,191.18,0,151.0,237.0,39.0,3.0
38294,2023-05-15 14:00:00,2024-07-17 00:00:00,3.1,223.28,0,152.0,168.0,40.0,3.0
38295,2023-05-15 15:00:00,2024-07-17 00:00:00,3.1,256.8,0,171.0,158.0,18.0,3.0
38296,2023-05-15 16:00:00,2024-07-17 00:00:00,3.1,229.14,0,194.0,244.0,9.0,3.0
38297,2023-05-15 17:00:00,2024-07-17 00:00:00,3.1,207.89,0,187.0,266.0,27.0,3.0
38298,2023-05-15 18:00:00,2024-07-17 00:00:00,3.1,201.02,0,186.0,267.0,42.0,3.0
38299,2023-05-15 19:00:00,2024-07-17 00:00:00,3.1,183.69,0,155.0,267.0,37.0,3.0
38300,2023-05-15 20:00:00,2024-07-17 00:00:00,3.1,191.8,0,152.0,265.0,16.0,4.0
38301,2023-05-15 21:00:00,2024-07-17 00:00:00,3.1,234.25,0,227.0,268.0,16.0,4.0
38302,2023-05-15 22:00:00,2024-07-17 00:00:00,3.1,236.44,0,236.0,266.0,23.0,4.0
38303,2023-05-15 23:00:00,2024-07-17 00:00:00,3.1,239.78,0,243.0,267.0,24.0,5.0
