UTC time,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_hydro_production_forecast,avg_wind_production_forecast,avg_other_production_forecast
2023-03-07 00:00:00,2024-07-17 00:00:00,3.1,1.7406434918455649,275.9041960137558,271.49054528965144,436.6316047624166,0.7822710996572135,0.0,744.99885,66.28841,153.37405,24.30808
2023-03-07 01:00:00,2024-07-17 00:00:00,3.1,1.811705810956224,271.34512779715936,269.5227892524585,64.15499004624499,0.4397806601067622,0.0,729.43444,63.44049,158.63168,24.33215
2023-03-07 02:00:00,2024-07-17 00:00:00,3.1,1.811705810956224,271.34512779715936,269.5227892524585,64.15499004624499,0.4397806601067622,0.0,719.77506,60.47291,156.42599,24.0819
2023-03-07 03:00:00,2024-07-17 00:00:00,3.1,1.811705810956224,271.34512779715936,269.5227892524585,64.15499004624499,0.4397806601067622,0.0,727.30564,70.01339,151.74448,24.76875
2023-03-07 04:00:00,2024-07-17 00:00:00,3.1,1.8724874974521613,270.31617590638547,268.62080335373844,32.07742904537483,0.6118209987005838,0.0,725.91957,69.93751,142.78668,24.67915
2023-03-07 05:00:00,2024-07-17 00:00:00,3.1,1.8724874974521613,270.31617590638547,268.62080335373844,32.07742904537483,0.6118209987005838,0.0,716.25834,74.71829,133.83722,24.63525
2023-03-07 06:00:00,2024-07-17 00:00:00,3.1,1.8724874974521613,270.31617590638547,268.62080335373844,32.07742904537483,0.6118209987005838,0.0,718.4735,81.1072,122.34084,24.94404
2023-03-07 07:00:00,2024-07-17 00:00:00,3.1,1.8913319110330749,269.65867929677586,268.1023159058861,0.0,0.1133123536236201,0.34772,715.65029,77.27491,115.00604,24.68176
2023-03-07 08:00:00,2024-07-17 00:00:00,3.1,1.8913319110330749,269.65867929677586,268.1023159058861,0.0,0.1133123536236201,0.0,717.97452,70.73543,115.02642,25.27338
2023-03-07 09:00:00,2024-07-17 00:00:00,3.1,1.8913319110330749,269.65867929677586,268.1023159058861,0.0,0.1133123536236201,0.0,725.14807,58.17208,106.14056,24.90904
2023-03-07 10:00:00,2024-07-17 00:00:00,3.1,1.8856797844634807,269.1221269671629,267.5800491978847,0.0,0.1900259379092317,0.0,726.8691,52.35578,95.43507,25.11073
