UTC time,coal,nat_gas,hydro,wind,other
2023-03-19 00:00:00,0,623.0,35.0,27.0,24.0
2023-03-19 01:00:00,0,624.0,37.0,23.0,26.0
2023-03-19 02:00:00,0,623.0,37.0,13.0,25.0
2023-03-19 03:00:00,0,624.0,37.0,12.0,25.0
2023-03-19 04:00:00,0,625.0,36.0,8.0,26.0
2023-03-19 05:00:00,0,627.0,36.0,12.0,24.0
2023-03-19 06:00:00,0,627.0,37.0,9.0,26.0
2023-03-19 07:00:00,0,628.0,37.0,13.0,25.0
2023-03-19 08:00:00,0,718.0,36.0,29.0,25.0
2023-03-19 09:00:00,0,730.0,36.0,47.0,25.0
2023-03-19 10:00:00,0,731.0,36.0,31.0,26.0
2023-03-19 11:00:00,0,731.0,38.0,53.0,25.0
2023-03-19 12:00:00,0,732.0,35.0,76.0,25.0
2023-03-19 13:00:00,0,820.0,37.0,110.0,25.0
2023-03-19 14:00:00,0,834.0,36.0,118.0,24.0
2023-03-19 15:00:00,0,888.0,37.0,183.0,25.0
2023-03-19 16:00:00,0,905.0,85.0,202.0,23.0
2023-03-19 17:00:00,0,909.0,87.0,223.0,25.0
2023-03-19 18:00:00,0,895.0,36.0,191.0,24.0
2023-03-19 19:00:00,0,892.0,37.0,193.0,25.0
2023-03-19 20:00:00,0,891.0,38.0,186.0,25.0
2023-03-19 21:00:00,0,888.0,37.0,172.0,24.0
2023-03-19 22:00:00,0,888.0,37.0,202.0,25.0
2023-03-19 23:00:00,0,889.0,37.0,209.0,25.0
