Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,hydro,wind,other
43656,2023-12-25 00:00:00,2024-07-17 00:00:00,3.1,394.18,0,874.0,103.0,139.0,25.0
43657,2023-12-25 01:00:00,2024-07-17 00:00:00,3.1,365.93,0,876.0,198.0,139.0,25.0
43658,2023-12-25 02:00:00,2024-07-17 00:00:00,3.1,360.88,0,827.0,204.0,133.0,25.0
43659,2023-12-25 03:00:00,2024-07-17 00:00:00,3.1,361.12,0,824.0,202.0,133.0,25.0
43660,2023-12-25 04:00:00,2024-07-17 00:00:00,3.1,363.09,0,823.0,202.0,127.0,26.0
43661,2023-12-25 05:00:00,2024-07-17 00:00:00,3.1,366.71,0,823.0,202.0,115.0,26.0
43662,2023-12-25 06:00:00,2024-07-17 00:00:00,3.1,364.69,0,821.0,202.0,120.0,25.0
43663,2023-12-25 07:00:00,2024-07-17 00:00:00,3.1,364.49,0,822.0,202.0,121.0,25.0
43664,2023-12-25 08:00:00,2024-07-17 00:00:00,3.1,369.72,0,823.0,194.0,112.0,25.0
43665,2023-12-25 09:00:00,2024-07-17 00:00:00,3.1,394.86,0,822.0,100.0,127.0,25.0
43666,2023-12-25 10:00:00,2024-07-17 00:00:00,3.1,390.56,0,821.0,103.0,136.0,25.0
43667,2023-12-25 11:00:00,2024-07-17 00:00:00,3.1,382.1,0,822.0,102.0,162.0,25.0
43668,2023-12-25 12:00:00,2024-07-17 00:00:00,3.1,379.15,0,819.0,102.0,170.0,25.0
43669,2023-12-25 13:00:00,2024-07-17 00:00:00,3.1,382.46,0,819.0,101.0,161.0,25.0
43670,2023-12-25 14:00:00,2024-07-17 00:00:00,3.1,393.37,0,818.0,101.0,130.0,26.0
43671,2023-12-25 15:00:00,2024-07-17 00:00:00,3.1,388.15,0,803.0,101.0,140.0,25.0
43672,2023-12-25 16:00:00,2024-07-17 00:00:00,3.1,377.42,0,812.0,99.0,176.0,25.0
43673,2023-12-25 17:00:00,2024-07-17 00:00:00,3.1,379.66,0,818.0,98.0,172.0,25.0
43674,2023-12-25 18:00:00,2024-07-17 00:00:00,3.1,379.31,0,817.0,101.0,169.0,24.0
43675,2023-12-25 19:00:00,2024-07-17 00:00:00,3.1,387.07,0,817.0,99.0,148.0,24.0
43676,2023-12-25 20:00:00,2024-07-17 00:00:00,3.1,391.58,0,816.0,103.0,131.0,24.0
43677,2023-12-25 21:00:00,2024-07-17 00:00:00,3.1,392.28,0,813.0,96.0,135.0,24.0
43678,2023-12-25 22:00:00,2024-07-17 00:00:00,3.1,387.59,0,814.0,108.0,137.0,24.0
43679,2023-12-25 23:00:00,2024-07-17 00:00:00,3.1,353.04,0,812.0,197.0,162.0,26.0
