UTC time,coal,nat_gas,hydro,wind,other
2023-03-20 00:00:00,0,888.0,89.0,216.0,24.0
2023-03-20 01:00:00,0,888.0,89.0,201.0,25.0
2023-03-20 02:00:00,0,898.0,90.0,168.0,24.0
2023-03-20 03:00:00,0,961.0,90.0,189.0,25.0
2023-03-20 04:00:00,0,960.0,89.0,195.0,25.0
2023-03-20 05:00:00,0,898.0,90.0,116.0,25.0
2023-03-20 06:00:00,0,897.0,89.0,75.0,25.0
2023-03-20 07:00:00,0,901.0,86.0,83.0,26.0
2023-03-20 08:00:00,0,904.0,37.0,84.0,24.0
2023-03-20 09:00:00,0,907.0,37.0,71.0,25.0
2023-03-20 10:00:00,0,906.0,38.0,94.0,24.0
2023-03-20 11:00:00,0,904.0,37.0,86.0,25.0
2023-03-20 12:00:00,0,906.0,89.0,85.0,25.0
2023-03-20 13:00:00,0,904.0,90.0,104.0,25.0
2023-03-20 14:00:00,0,882.0,90.0,114.0,25.0
2023-03-20 15:00:00,0,801.0,91.0,111.0,25.0
2023-03-20 16:00:00,0,801.0,89.0,116.0,23.0
2023-03-20 17:00:00,0,807.0,91.0,120.0,25.0
2023-03-20 18:00:00,0,803.0,90.0,129.0,25.0
2023-03-20 19:00:00,0,795.0,92.0,137.0,24.0
2023-03-20 20:00:00,0,789.0,89.0,143.0,25.0
2023-03-20 21:00:00,0,744.0,87.0,156.0,24.0
2023-03-20 22:00:00,0,638.0,38.0,152.0,25.0
2023-03-20 23:00:00,0,567.0,40.0,149.0,24.0
