UTC time,coal,nat_gas,oil,hydro,solar,wind,other
2023-08-16 00:00:00,0.0,899.0,0.0,162.0,73.0,26.0,13.0
2023-08-16 01:00:00,0.0,906.0,0.0,164.0,208.0,25.0,13.0
2023-08-16 02:00:00,0.0,884.0,0.0,162.0,270.0,25.0,7.0
2023-08-16 03:00:00,0.0,917.0,0.0,162.0,289.0,27.0,2.0
2023-08-16 04:00:00,0.0,932.0,0.0,147.0,231.0,26.0,0.0
2023-08-16 05:00:00,0.0,992.0,0.0,54.0,292.0,27.0,0.0
2023-08-16 06:00:00,0.0,954.0,0.0,140.0,292.0,25.0,0.0
2023-08-16 07:00:00,0.0,990.0,0.0,50.0,275.0,26.0,0.0
2023-08-16 08:00:00,0.0,992.0,0.0,53.0,234.0,26.0,0.0
2023-08-16 09:00:00,0.0,949.0,0.0,47.0,182.0,26.0,0.0
2023-08-16 10:00:00,0.0,815.0,0.0,48.0,184.0,25.0,0.0
2023-08-16 11:00:00,0.0,953.0,0.0,46.0,130.0,26.0,0.0
2023-08-16 12:00:00,0.0,954.0,0.0,48.0,85.0,26.0,0.0
2023-08-16 13:00:00,0.0,971.0,0.0,46.0,61.0,27.0,0.0
2023-08-16 14:00:00,0.0,1001.0,0.0,46.0,40.0,27.0,1.0
2023-08-16 15:00:00,0.0,1013.0,0.0,44.0,31.0,26.0,8.0
2023-08-16 16:00:00,0.0,1032.0,0.0,46.0,20.0,27.0,13.0
2023-08-16 17:00:00,0.0,1025.0,0.0,45.0,8.0,27.0,15.0
2023-08-16 18:00:00,0.0,1018.0,0.0,45.0,2.0,27.0,15.0
2023-08-16 19:00:00,0.0,1002.0,0.0,45.0,3.0,27.0,13.0
2023-08-16 20:00:00,0.0,1001.0,0.0,45.0,3.0,26.0,11.0
2023-08-16 21:00:00,0.0,936.0,0.0,155.0,2.0,26.0,12.0
2023-08-16 22:00:00,0.0,925.0,0.0,161.0,8.0,27.0,13.0
2023-08-16 23:00:00,0.0,921.0,0.0,163.0,11.0,26.0,13.0
