UTC time,coal,nat_gas,oil,hydro,solar,wind,other
2023-03-05 00:00:00,0.0,445.0,0.0,45.0,117.0,24.0,0.0
2023-03-05 01:00:00,0.0,458.0,0.0,46.0,115.0,26.0,0.0
2023-03-05 02:00:00,0.0,463.0,0.0,44.0,128.0,24.0,0.0
2023-03-05 03:00:00,0.0,463.0,0.0,44.0,120.0,25.0,0.0
2023-03-05 04:00:00,0.0,461.0,0.0,48.0,108.0,26.0,0.0
2023-03-05 05:00:00,0.0,444.0,0.0,44.0,114.0,24.0,0.0
2023-03-05 06:00:00,0.0,443.0,0.0,46.0,115.0,26.0,0.0
2023-03-05 07:00:00,0.0,444.0,0.0,43.0,64.0,24.0,0.0
2023-03-05 08:00:00,0.0,446.0,0.0,44.0,62.0,25.0,0.0
2023-03-05 09:00:00,0.0,650.0,0.0,44.0,60.0,25.0,0.0
2023-03-05 10:00:00,0.0,702.0,0.0,46.0,51.0,25.0,0.0
2023-03-05 11:00:00,0.0,738.0,0.0,43.0,30.0,24.0,0.0
2023-03-05 12:00:00,0.0,780.0,0.0,45.0,15.0,26.0,0.0
2023-03-05 13:00:00,0.0,811.0,0.0,43.0,14.0,24.0,0.0
2023-03-05 14:00:00,0.0,811.0,0.0,44.0,26.0,26.0,0.0
2023-03-05 15:00:00,0.0,870.0,0.0,41.0,3.0,24.0,0.0
2023-03-05 16:00:00,0.0,886.0,0.0,45.0,2.0,26.0,1.0
2023-03-05 17:00:00,0.0,885.0,0.0,45.0,14.0,24.0,3.0
2023-03-05 18:00:00,0.0,885.0,0.0,43.0,14.0,26.0,9.0
2023-03-05 19:00:00,0.0,849.0,0.0,45.0,6.0,24.0,12.0
2023-03-05 20:00:00,0.0,866.0,0.0,42.0,25.0,25.0,11.0
2023-03-05 21:00:00,0.0,884.0,0.0,44.0,47.0,24.0,7.0
2023-03-05 22:00:00,0.0,883.0,0.0,43.0,68.0,25.0,5.0
2023-03-05 23:00:00,0.0,838.0,0.0,43.0,79.0,25.0,6.0
