UTC time,coal,nat_gas,hydro,wind,other
2023-08-31 00:00:00,0,850.0,121.0,345.0,24.0
2023-08-31 01:00:00,0,799.0,128.0,335.0,23.0
2023-08-31 02:00:00,0,791.0,126.0,342.0,25.0
2023-08-31 03:00:00,0,839.0,114.0,332.0,25.0
2023-08-31 04:00:00,0,933.0,17.0,278.0,26.0
2023-08-31 05:00:00,0,935.0,24.0,288.0,26.0
2023-08-31 06:00:00,0,948.0,112.0,228.0,27.0
2023-08-31 07:00:00,0,952.0,16.0,219.0,26.0
2023-08-31 08:00:00,0,797.0,16.0,100.0,26.0
2023-08-31 09:00:00,0,858.0,16.0,97.0,26.0
2023-08-31 10:00:00,0,856.0,15.0,137.0,26.0
2023-08-31 11:00:00,0,860.0,15.0,240.0,27.0
2023-08-31 12:00:00,0,860.0,15.0,265.0,26.0
2023-08-31 13:00:00,0,883.0,16.0,244.0,26.0
2023-08-31 14:00:00,0,979.0,15.0,184.0,26.0
2023-08-31 15:00:00,0,977.0,16.0,99.0,28.0
2023-08-31 16:00:00,0,971.0,17.0,64.0,26.0
2023-08-31 17:00:00,0,968.0,17.0,66.0,27.0
2023-08-31 18:00:00,0,965.0,16.0,45.0,27.0
2023-08-31 19:00:00,0,961.0,17.0,22.0,27.0
2023-08-31 20:00:00,0,954.0,17.0,27.0,27.0
2023-08-31 21:00:00,0,949.0,16.0,54.0,28.0
2023-08-31 22:00:00,0,945.0,17.0,55.0,26.0
2023-08-31 23:00:00,0,944.0,17.0,41.0,27.0
