UTC time,coal,nat_gas,hydro,wind,other
2023-05-05 00:00:00,0,180.0,124.0,59.0,22.0
2023-05-05 01:00:00,0,182.0,122.0,105.0,21.0
2023-05-05 02:00:00,0,179.0,123.0,239.0,23.0
2023-05-05 03:00:00,0,156.0,196.0,271.0,23.0
2023-05-05 04:00:00,0,140.0,202.0,294.0,22.0
2023-05-05 05:00:00,0,75.0,175.0,330.0,23.0
2023-05-05 06:00:00,0,71.0,115.0,300.0,23.0
2023-05-05 07:00:00,0,71.0,116.0,375.0,22.0
2023-05-05 08:00:00,0,71.0,114.0,370.0,24.0
2023-05-05 09:00:00,0,71.0,115.0,295.0,23.0
2023-05-05 10:00:00,0,71.0,116.0,202.0,22.0
2023-05-05 11:00:00,0,71.0,114.0,178.0,23.0
2023-05-05 12:00:00,0,71.0,115.0,147.0,23.0
2023-05-05 13:00:00,0,71.0,115.0,176.0,21.0
2023-05-05 14:00:00,0,71.0,114.0,211.0,23.0
2023-05-05 15:00:00,0,77.0,113.0,258.0,24.0
2023-05-05 16:00:00,0,78.0,129.0,260.0,24.0
2023-05-05 17:00:00,0,79.0,128.0,318.0,24.0
2023-05-05 18:00:00,0,76.0,129.0,334.0,23.0
2023-05-05 19:00:00,0,77.0,127.0,289.0,23.0
2023-05-05 20:00:00,0,76.0,131.0,218.0,24.0
2023-05-05 21:00:00,0,77.0,129.0,167.0,23.0
2023-05-05 22:00:00,0,76.0,133.0,178.0,23.0
2023-05-05 23:00:00,0,77.0,131.0,223.0,23.0
