Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind,other
43776,2023-12-30 00:00:00,2024-07-17 00:00:00,3.1,245.97,0.0,817.0,0.0,112.0,278.0,26.0,3.0
43777,2023-12-30 01:00:00,2024-07-17 00:00:00,3.1,234.68,0.0,914.0,0.0,207.0,294.0,26.0,0.0
43778,2023-12-30 02:00:00,2024-07-17 00:00:00,3.1,247.21,0.0,918.0,0.0,212.0,218.0,26.0,0.0
43779,2023-12-30 03:00:00,2024-07-17 00:00:00,3.1,240.12,0.0,917.0,0.0,209.0,262.0,25.0,0.0
43780,2023-12-30 04:00:00,2024-07-17 00:00:00,3.1,247.11,0.0,921.0,0.0,209.0,223.0,26.0,0.0
43781,2023-12-30 05:00:00,2024-07-17 00:00:00,3.1,245.68,0.0,915.0,0.0,201.0,237.0,25.0,0.0
43782,2023-12-30 06:00:00,2024-07-17 00:00:00,3.1,270.52,0.0,911.0,0.0,111.0,199.0,25.0,0.0
43783,2023-12-30 07:00:00,2024-07-17 00:00:00,3.1,265.49,0.0,912.0,0.0,109.0,224.0,26.0,0.0
43784,2023-12-30 08:00:00,2024-07-17 00:00:00,3.1,270.96,0.0,911.0,0.0,96.0,211.0,26.0,0.0
43785,2023-12-30 09:00:00,2024-07-17 00:00:00,3.1,284.3,0.0,889.0,0.0,83.0,159.0,26.0,0.0
43786,2023-12-30 10:00:00,2024-07-17 00:00:00,3.1,277.93,0.0,800.0,0.0,75.0,164.0,26.0,0.0
43787,2023-12-30 11:00:00,2024-07-17 00:00:00,3.1,287.5,0.0,805.0,0.0,66.0,138.0,27.0,0.0
43788,2023-12-30 12:00:00,2024-07-17 00:00:00,3.1,290.5,0.0,793.0,0.0,63.0,128.0,26.0,0.0
43789,2023-12-30 13:00:00,2024-07-17 00:00:00,3.1,295.48,0.0,793.0,0.0,63.0,110.0,27.0,0.0
43790,2023-12-30 14:00:00,2024-07-17 00:00:00,3.1,293.93,0.0,796.0,0.0,63.0,115.0,28.0,0.0
43791,2023-12-30 15:00:00,2024-07-17 00:00:00,3.1,299.83,0.0,893.0,0.0,63.0,121.0,25.0,0.0
43792,2023-12-30 16:00:00,2024-07-17 00:00:00,3.1,301.32,0.0,895.0,0.0,60.0,119.0,25.0,0.0
43793,2023-12-30 17:00:00,2024-07-17 00:00:00,3.1,298.2,0.0,893.0,0.0,63.0,127.0,25.0,0.0
43794,2023-12-30 18:00:00,2024-07-17 00:00:00,3.1,298.19,0.0,897.0,0.0,63.0,126.0,27.0,0.0
43795,2023-12-30 19:00:00,2024-07-17 00:00:00,3.1,301.06,0.0,917.0,0.0,64.0,121.0,25.0,0.0
43796,2023-12-30 20:00:00,2024-07-17 00:00:00,3.1,304.54,0.0,918.0,0.0,61.0,113.0,26.0,3.0
43797,2023-12-30 21:00:00,2024-07-17 00:00:00,3.1,307.09,0.0,919.0,0.0,64.0,100.0,26.0,2.0
43798,2023-12-30 22:00:00,2024-07-17 00:00:00,3.1,295.22,0.0,920.0,0.0,160.0,49.0,25.0,1.0
43799,2023-12-30 23:00:00,2024-07-17 00:00:00,3.1,301.7,0.0,920.0,0.0,166.0,20.0,25.0,3.0
