UTC time,coal,nat_gas,oil,hydro,solar,wind,other
2023-08-27 00:00:00,0.0,884.0,0.0,151.0,28.0,24.0,10.0
2023-08-27 01:00:00,0.0,876.0,0.0,151.0,32.0,26.0,8.0
2023-08-27 02:00:00,0.0,872.0,0.0,153.0,45.0,24.0,5.0
2023-08-27 03:00:00,0.0,887.0,0.0,153.0,40.0,24.0,0.0
2023-08-27 04:00:00,0.0,897.0,0.0,143.0,45.0,25.0,0.0
2023-08-27 05:00:00,0.0,896.0,0.0,44.0,48.0,23.0,0.0
2023-08-27 06:00:00,0.0,946.0,0.0,43.0,27.0,25.0,0.0
2023-08-27 07:00:00,0.0,956.0,0.0,40.0,3.0,23.0,0.0
2023-08-27 08:00:00,0.0,943.0,0.0,39.0,11.0,25.0,0.0
2023-08-27 09:00:00,0.0,944.0,0.0,35.0,12.0,23.0,0.0
2023-08-27 10:00:00,0.0,944.0,0.0,33.0,2.0,24.0,0.0
2023-08-27 11:00:00,0.0,944.0,0.0,30.0,6.0,24.0,0.0
2023-08-27 12:00:00,0.0,948.0,0.0,28.0,13.0,24.0,0.0
2023-08-27 13:00:00,0.0,950.0,0.0,25.0,30.0,25.0,0.0
2023-08-27 14:00:00,0.0,954.0,0.0,23.0,53.0,24.0,0.0
2023-08-27 15:00:00,0.0,843.0,0.0,17.0,50.0,25.0,5.0
2023-08-27 16:00:00,0.0,841.0,0.0,17.0,96.0,23.0,11.0
2023-08-27 17:00:00,0.0,938.0,0.0,16.0,109.0,21.0,14.0
2023-08-27 18:00:00,0.0,940.0,0.0,14.0,82.0,23.0,13.0
2023-08-27 19:00:00,0.0,927.0,0.0,16.0,78.0,21.0,12.0
2023-08-27 20:00:00,0.0,925.0,0.0,14.0,64.0,19.0,11.0
2023-08-27 21:00:00,0.0,919.0,0.0,15.0,59.0,19.0,10.0
2023-08-27 22:00:00,0.0,913.0,0.0,41.0,53.0,19.0,9.0
2023-08-27 23:00:00,0.0,988.0,0.0,150.0,30.0,19.0,11.0
