UTC time,coal,nat_gas,hydro,wind,other
2023-07-02 00:00:00,0,691.0,141.0,319.0,24.0
2023-07-02 01:00:00,0,692.0,140.0,338.0,24.0
2023-07-02 02:00:00,0,692.0,144.0,343.0,23.0
2023-07-02 03:00:00,0,695.0,142.0,336.0,25.0
2023-07-02 04:00:00,0,703.0,142.0,345.0,23.0
2023-07-02 05:00:00,0,705.0,105.0,332.0,23.0
2023-07-02 06:00:00,0,709.0,133.0,346.0,24.0
2023-07-02 07:00:00,0,718.0,33.0,382.0,23.0
2023-07-02 08:00:00,0,722.0,34.0,392.0,24.0
2023-07-02 09:00:00,0,722.0,34.0,383.0,22.0
2023-07-02 10:00:00,0,723.0,34.0,348.0,24.0
2023-07-02 11:00:00,0,723.0,32.0,201.0,23.0
2023-07-02 12:00:00,0,726.0,34.0,149.0,23.0
2023-07-02 13:00:00,0,725.0,32.0,145.0,24.0
2023-07-02 14:00:00,0,724.0,32.0,130.0,24.0
2023-07-02 15:00:00,0,646.0,32.0,135.0,23.0
2023-07-02 16:00:00,0,713.0,31.0,130.0,23.0
2023-07-02 17:00:00,0,713.0,32.0,104.0,24.0
2023-07-02 18:00:00,0,710.0,33.0,75.0,23.0
2023-07-02 19:00:00,0,705.0,31.0,78.0,23.0
2023-07-02 20:00:00,0,705.0,32.0,73.0,25.0
2023-07-02 21:00:00,0,701.0,30.0,67.0,23.0
2023-07-02 22:00:00,0,700.0,31.0,63.0,25.0
2023-07-02 23:00:00,0,691.0,35.0,88.0,26.0
