UTC time,coal,nat_gas,oil,hydro,solar,wind,other
2023-04-19 00:00:00,0.0,477.0,0.0,70.0,256.0,25.0,11.0
2023-04-19 01:00:00,0.0,489.0,0.0,70.0,209.0,24.0,8.0
2023-04-19 02:00:00,0.0,526.0,0.0,69.0,188.0,26.0,3.0
2023-04-19 03:00:00,0.0,530.0,0.0,70.0,154.0,25.0,0.0
2023-04-19 04:00:00,0.0,529.0,0.0,68.0,163.0,26.0,0.0
2023-04-19 05:00:00,0.0,531.0,0.0,68.0,166.0,27.0,0.0
2023-04-19 06:00:00,0.0,529.0,0.0,69.0,146.0,27.0,0.0
2023-04-19 07:00:00,0.0,537.0,0.0,67.0,148.0,27.0,0.0
2023-04-19 08:00:00,0.0,535.0,0.0,67.0,178.0,28.0,0.0
2023-04-19 09:00:00,0.0,534.0,0.0,67.0,152.0,27.0,0.0
2023-04-19 10:00:00,0.0,535.0,0.0,66.0,181.0,27.0,0.0
2023-04-19 11:00:00,0.0,537.0,0.0,69.0,222.0,26.0,0.0
2023-04-19 12:00:00,0.0,536.0,0.0,65.0,231.0,26.0,0.0
2023-04-19 13:00:00,0.0,535.0,0.0,65.0,204.0,25.0,0.0
2023-04-19 14:00:00,0.0,533.0,0.0,138.0,173.0,24.0,0.0
2023-04-19 15:00:00,0.0,531.0,0.0,164.0,135.0,24.0,1.0
2023-04-19 16:00:00,0.0,532.0,0.0,166.0,124.0,24.0,6.0
2023-04-19 17:00:00,0.0,532.0,0.0,164.0,151.0,26.0,12.0
2023-04-19 18:00:00,0.0,530.0,0.0,158.0,122.0,26.0,9.0
2023-04-19 19:00:00,0.0,530.0,0.0,65.0,82.0,25.0,10.0
2023-04-19 20:00:00,0.0,529.0,0.0,64.0,71.0,26.0,12.0
2023-04-19 21:00:00,0.0,530.0,0.0,65.0,114.0,27.0,8.0
2023-04-19 22:00:00,0.0,516.0,0.0,66.0,206.0,25.0,10.0
2023-04-19 23:00:00,0.0,345.0,0.0,64.0,145.0,25.0,10.0
