UTC time,coal,nat_gas,oil,hydro,solar,wind,other
2023-10-18 00:00:00,0.0,343.0,0.0,138.0,24.0,29.0,0.0
2023-10-18 01:00:00,0.0,342.0,0.0,138.0,86.0,26.0,0.0
2023-10-18 02:00:00,0.0,344.0,0.0,137.0,154.0,27.0,0.0
2023-10-18 03:00:00,0.0,344.0,0.0,135.0,182.0,28.0,0.0
2023-10-18 04:00:00,0.0,342.0,0.0,139.0,152.0,27.0,0.0
2023-10-18 05:00:00,0.0,344.0,0.0,136.0,149.0,28.0,0.0
2023-10-18 06:00:00,0.0,343.0,0.0,137.0,129.0,29.0,0.0
2023-10-18 07:00:00,0.0,342.0,0.0,137.0,141.0,27.0,0.0
2023-10-18 08:00:00,0.0,344.0,0.0,58.0,138.0,27.0,0.0
2023-10-18 09:00:00,0.0,342.0,0.0,71.0,139.0,27.0,0.0
2023-10-18 10:00:00,0.0,341.0,0.0,71.0,138.0,29.0,0.0
2023-10-18 11:00:00,0.0,338.0,0.0,73.0,142.0,27.0,0.0
2023-10-18 12:00:00,0.0,337.0,0.0,70.0,132.0,28.0,0.0
2023-10-18 13:00:00,0.0,339.0,0.0,69.0,102.0,26.0,0.0
2023-10-18 14:00:00,0.0,338.0,0.0,175.0,104.0,27.0,0.0
2023-10-18 15:00:00,0.0,339.0,0.0,175.0,79.0,27.0,0.0
2023-10-18 16:00:00,0.0,354.0,0.0,174.0,78.0,28.0,3.0
2023-10-18 17:00:00,0.0,379.0,0.0,173.0,56.0,26.0,10.0
2023-10-18 18:00:00,0.0,407.0,0.0,77.0,43.0,27.0,12.0
2023-10-18 19:00:00,0.0,465.0,0.0,69.0,40.0,28.0,11.0
2023-10-18 20:00:00,0.0,477.0,0.0,72.0,44.0,26.0,9.0
2023-10-18 21:00:00,0.0,480.0,0.0,71.0,27.0,27.0,9.0
2023-10-18 22:00:00,0.0,480.0,0.0,69.0,16.0,28.0,9.0
2023-10-18 23:00:00,0.0,472.0,0.0,75.0,15.0,27.0,11.0
