UTC time,coal,nat_gas,hydro,wind,other
2023-03-07 00:00:00,0,880.0,36.0,112.0,26.0
2023-03-07 01:00:00,0,877.0,38.0,84.0,26.0
2023-03-07 02:00:00,0,880.0,36.0,53.0,26.0
2023-03-07 03:00:00,0,859.0,37.0,57.0,26.0
2023-03-07 04:00:00,0,866.0,37.0,80.0,27.0
2023-03-07 05:00:00,0,882.0,37.0,76.0,25.0
2023-03-07 06:00:00,0,871.0,36.0,75.0,26.0
2023-03-07 07:00:00,0,861.0,36.0,70.0,26.0
2023-03-07 08:00:00,0,862.0,38.0,69.0,26.0
2023-03-07 09:00:00,0,688.0,37.0,54.0,26.0
2023-03-07 10:00:00,0,679.0,36.0,55.0,26.0
2023-03-07 11:00:00,0,682.0,38.0,68.0,24.0
2023-03-07 12:00:00,0,682.0,40.0,77.0,25.0
2023-03-07 13:00:00,0,736.0,45.0,63.0,26.0
2023-03-07 14:00:00,0,768.0,87.0,54.0,26.0
2023-03-07 15:00:00,0,781.0,65.0,84.0,27.0
2023-03-07 16:00:00,0,780.0,87.0,126.0,26.0
2023-03-07 17:00:00,0,777.0,87.0,81.0,26.0
2023-03-07 18:00:00,0,751.0,43.0,54.0,26.0
2023-03-07 19:00:00,0,698.0,36.0,53.0,25.0
2023-03-07 20:00:00,0,748.0,35.0,44.0,24.0
2023-03-07 21:00:00,0,749.0,37.0,56.0,25.0
2023-03-07 22:00:00,0,749.0,35.0,51.0,25.0
2023-03-07 23:00:00,0,748.0,37.0,34.0,24.0
