UTC time,coal,nat_gas,hydro,wind,other
2023-04-11 00:00:00,0,873.0,108.0,16.0,26.0
2023-04-11 01:00:00,0,864.0,171.0,29.0,27.0
2023-04-11 02:00:00,0,873.0,207.0,30.0,27.0
2023-04-11 03:00:00,0,883.0,207.0,58.0,27.0
2023-04-11 04:00:00,0,880.0,201.0,81.0,27.0
2023-04-11 05:00:00,0,879.0,206.0,51.0,27.0
2023-04-11 06:00:00,0,870.0,105.0,260.0,28.0
2023-04-11 07:00:00,0,860.0,107.0,194.0,26.0
2023-04-11 08:00:00,0,862.0,106.0,181.0,27.0
2023-04-11 09:00:00,0,864.0,106.0,191.0,27.0
2023-04-11 10:00:00,0,861.0,108.0,314.0,27.0
2023-04-11 11:00:00,0,864.0,103.0,340.0,26.0
2023-04-11 12:00:00,0,886.0,106.0,391.0,28.0
2023-04-11 13:00:00,0,885.0,105.0,413.0,25.0
2023-04-11 14:00:00,0,884.0,107.0,417.0,28.0
2023-04-11 15:00:00,0,834.0,151.0,364.0,27.0
2023-04-11 16:00:00,0,655.0,157.0,310.0,26.0
2023-04-11 17:00:00,0,631.0,156.0,297.0,27.0
2023-04-11 18:00:00,0,668.0,153.0,299.0,27.0
2023-04-11 19:00:00,0,615.0,109.0,334.0,26.0
2023-04-11 20:00:00,0,505.0,103.0,371.0,27.0
2023-04-11 21:00:00,0,679.0,103.0,365.0,28.0
2023-04-11 22:00:00,0,512.0,102.0,365.0,26.0
2023-04-11 23:00:00,0,497.0,101.0,367.0,27.0
