UTC time,coal,nat_gas,oil,hydro,solar,wind,other
2023-01-24 00:00:00,0.0,422.0,0.0,40.0,91.0,27.0,6.0
2023-01-24 01:00:00,0.0,467.0,0.0,138.0,181.0,26.0,0.0
2023-01-24 02:00:00,0.0,478.0,0.0,142.0,197.0,25.0,0.0
2023-01-24 03:00:00,0.0,485.0,0.0,132.0,203.0,28.0,0.0
2023-01-24 04:00:00,0.0,486.0,0.0,40.0,164.0,27.0,0.0
2023-01-24 05:00:00,0.0,487.0,0.0,41.0,156.0,27.0,0.0
2023-01-24 06:00:00,0.0,488.0,0.0,39.0,145.0,27.0,0.0
2023-01-24 07:00:00,0.0,487.0,0.0,42.0,54.0,27.0,0.0
2023-01-24 08:00:00,0.0,486.0,0.0,40.0,34.0,27.0,0.0
2023-01-24 09:00:00,0.0,487.0,0.0,40.0,115.0,28.0,0.0
2023-01-24 10:00:00,0.0,488.0,0.0,39.0,173.0,27.0,0.0
2023-01-24 11:00:00,0.0,487.0,0.0,39.0,221.0,29.0,0.0
2023-01-24 12:00:00,0.0,487.0,0.0,39.0,253.0,27.0,0.0
2023-01-24 13:00:00,0.0,488.0,0.0,40.0,286.0,28.0,0.0
2023-01-24 14:00:00,0.0,489.0,0.0,38.0,286.0,27.0,0.0
2023-01-24 15:00:00,0.0,489.0,0.0,135.0,304.0,27.0,0.0
2023-01-24 16:00:00,0.0,489.0,0.0,140.0,314.0,27.0,0.0
2023-01-24 17:00:00,0.0,443.0,0.0,138.0,294.0,26.0,3.0
2023-01-24 18:00:00,0.0,480.0,0.0,142.0,309.0,26.0,8.0
2023-01-24 19:00:00,0.0,497.0,0.0,138.0,337.0,26.0,9.0
2023-01-24 20:00:00,0.0,487.0,0.0,138.0,282.0,26.0,7.0
2023-01-24 21:00:00,0.0,491.0,0.0,56.0,234.0,26.0,8.0
2023-01-24 22:00:00,0.0,478.0,0.0,56.0,202.0,25.0,6.0
2023-01-24 23:00:00,0.0,468.0,0.0,59.0,105.0,27.0,6.0
