Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind,other
43872,2024-01-03 00:00:00,2024-07-17 00:00:00,3.1,296.55,0.0,856.0,0.0,59.0,130.0,23.0,0.0
43873,2024-01-03 01:00:00,2024-07-17 00:00:00,3.1,270.15,0.0,855.0,0.0,156.0,136.0,24.0,0.0
43874,2024-01-03 02:00:00,2024-07-17 00:00:00,3.1,272.35,0.0,873.0,0.0,159.0,130.0,24.0,0.0
43875,2024-01-03 03:00:00,2024-07-17 00:00:00,3.1,280.87,0.0,895.0,0.0,158.0,102.0,24.0,0.0
43876,2024-01-03 04:00:00,2024-07-17 00:00:00,3.1,289.51,0.0,892.0,0.0,160.0,64.0,24.0,0.0
43877,2024-01-03 05:00:00,2024-07-17 00:00:00,3.1,284.98,0.0,895.0,0.0,152.0,90.0,25.0,0.0
43878,2024-01-03 06:00:00,2024-07-17 00:00:00,3.1,297.67,0.0,893.0,0.0,58.0,135.0,24.0,0.0
43879,2024-01-03 07:00:00,2024-07-17 00:00:00,3.1,296.66,0.0,894.0,0.0,58.0,139.0,24.0,0.0
43880,2024-01-03 08:00:00,2024-07-17 00:00:00,3.1,299.01,0.0,893.0,0.0,59.0,128.0,25.0,0.0
43881,2024-01-03 09:00:00,2024-07-17 00:00:00,3.1,299.27,0.0,897.0,0.0,59.0,128.0,25.0,0.0
43882,2024-01-03 10:00:00,2024-07-17 00:00:00,3.1,304.99,0.0,896.0,0.0,59.0,108.0,24.0,0.0
43883,2024-01-03 11:00:00,2024-07-17 00:00:00,3.1,310.0,0.0,899.0,0.0,57.0,92.0,25.0,0.0
43884,2024-01-03 12:00:00,2024-07-17 00:00:00,3.1,315.78,0.0,897.0,0.0,58.0,70.0,26.0,0.0
43885,2024-01-03 13:00:00,2024-07-17 00:00:00,3.1,303.65,0.0,897.0,0.0,57.0,114.0,25.0,0.0
43886,2024-01-03 14:00:00,2024-07-17 00:00:00,3.1,277.81,0.0,898.0,0.0,152.0,122.0,24.0,0.0
43887,2024-01-03 15:00:00,2024-07-17 00:00:00,3.1,274.98,0.0,900.0,0.0,157.0,128.0,26.0,0.0
43888,2024-01-03 16:00:00,2024-07-17 00:00:00,3.1,275.13,0.0,899.0,0.0,155.0,130.0,25.0,0.0
43889,2024-01-03 17:00:00,2024-07-17 00:00:00,3.1,275.96,0.0,898.0,0.0,155.0,126.0,25.0,0.0
43890,2024-01-03 18:00:00,2024-07-17 00:00:00,3.1,274.87,0.0,887.0,0.0,151.0,132.0,24.0,0.0
43891,2024-01-03 19:00:00,2024-07-17 00:00:00,3.1,293.62,0.0,827.0,0.0,60.0,132.0,26.0,3.0
43892,2024-01-03 20:00:00,2024-07-17 00:00:00,3.1,295.24,0.0,822.0,0.0,58.0,129.0,24.0,3.0
43893,2024-01-03 21:00:00,2024-07-17 00:00:00,3.1,296.89,0.0,817.0,0.0,55.0,124.0,25.0,3.0
43894,2024-01-03 22:00:00,2024-07-17 00:00:00,3.1,298.28,0.0,836.0,0.0,56.0,120.0,25.0,0.0
43895,2024-01-03 23:00:00,2024-07-17 00:00:00,3.1,299.41,0.0,861.0,0.0,56.0,121.0,26.0,0.0
