UTC time,coal,nat_gas,hydro,wind,other
2023-09-14 00:00:00,0,1171.0,71.0,84.0,25.0
2023-09-14 01:00:00,0,1170.0,70.0,93.0,25.0
2023-09-14 02:00:00,0,1174.0,69.0,108.0,24.0
2023-09-14 03:00:00,0,1184.0,70.0,135.0,26.0
2023-09-14 04:00:00,0,1189.0,70.0,165.0,25.0
2023-09-14 05:00:00,0,1201.0,69.0,160.0,25.0
2023-09-14 06:00:00,0,1202.0,62.0,157.0,27.0
2023-09-14 07:00:00,0,1211.0,14.0,140.0,25.0
2023-09-14 08:00:00,0,1209.0,14.0,133.0,25.0
2023-09-14 09:00:00,0,1170.0,14.0,126.0,27.0
2023-09-14 10:00:00,0,1131.0,15.0,125.0,26.0
2023-09-14 11:00:00,0,1118.0,14.0,130.0,26.0
2023-09-14 12:00:00,0,1121.0,14.0,138.0,26.0
2023-09-14 13:00:00,0,1215.0,12.0,136.0,25.0
2023-09-14 14:00:00,0,1215.0,13.0,120.0,25.0
2023-09-14 15:00:00,0,1212.0,63.0,104.0,25.0
2023-09-14 16:00:00,0,1206.0,68.0,67.0,25.0
2023-09-14 17:00:00,0,1203.0,69.0,42.0,26.0
2023-09-14 18:00:00,0,1195.0,69.0,15.0,25.0
2023-09-14 19:00:00,0,1186.0,70.0,2.0,26.0
2023-09-14 20:00:00,0,1179.0,69.0,1.0,24.0
2023-09-14 21:00:00,0,1171.0,71.0,1.0,27.0
2023-09-14 22:00:00,0,1168.0,69.0,3.0,25.0
2023-09-14 23:00:00,0,1162.0,70.0,11.0,26.0
