UTC time,coal,nat_gas,oil,hydro,solar,wind,other
2023-06-09 00:00:00,0.0,363.0,0.0,213.0,3.0,26.0,8.0
2023-06-09 01:00:00,0.0,375.0,0.0,216.0,2.0,27.0,5.0
2023-06-09 02:00:00,0.0,374.0,0.0,213.0,4.0,26.0,0.0
2023-06-09 03:00:00,0.0,383.0,0.0,214.0,5.0,28.0,0.0
2023-06-09 04:00:00,0.0,381.0,0.0,210.0,69.0,27.0,0.0
2023-06-09 05:00:00,0.0,386.0,0.0,210.0,35.0,27.0,0.0
2023-06-09 06:00:00,0.0,372.0,0.0,210.0,59.0,28.0,0.0
2023-06-09 07:00:00,0.0,316.0,0.0,188.0,46.0,27.0,0.0
2023-06-09 08:00:00,0.0,297.0,0.0,79.0,17.0,28.0,0.0
2023-06-09 09:00:00,0.0,320.0,0.0,74.0,11.0,27.0,0.0
2023-06-09 10:00:00,0.0,320.0,0.0,65.0,27.0,28.0,0.0
2023-06-09 11:00:00,0.0,324.0,0.0,55.0,63.0,28.0,0.0
2023-06-09 12:00:00,0.0,324.0,0.0,57.0,95.0,28.0,0.0
2023-06-09 13:00:00,0.0,314.0,0.0,52.0,66.0,28.0,0.0
2023-06-09 14:00:00,0.0,315.0,0.0,58.0,47.0,27.0,0.0
2023-06-09 15:00:00,0.0,317.0,0.0,55.0,46.0,27.0,0.0
2023-06-09 16:00:00,0.0,316.0,0.0,57.0,38.0,29.0,0.0
2023-06-09 17:00:00,0.0,322.0,0.0,57.0,41.0,27.0,0.0
2023-06-09 18:00:00,0.0,323.0,0.0,59.0,44.0,29.0,2.0
2023-06-09 19:00:00,0.0,309.0,0.0,59.0,64.0,27.0,3.0
2023-06-09 20:00:00,0.0,306.0,0.0,58.0,76.0,28.0,4.0
2023-06-09 21:00:00,0.0,271.0,0.0,60.0,81.0,29.0,5.0
2023-06-09 22:00:00,0.0,244.0,0.0,161.0,65.0,27.0,6.0
2023-06-09 23:00:00,0.0,245.0,0.0,168.0,66.0,28.0,5.0
