UTC time,coal,nat_gas,hydro,wind,other
2023-01-14 00:00:00,0,798.0,153.0,134.0,27.0
2023-01-14 01:00:00,0,736.0,239.0,130.0,26.0
2023-01-14 02:00:00,0,708.0,208.0,134.0,26.0
2023-01-14 03:00:00,0,792.0,257.0,134.0,25.0
2023-01-14 04:00:00,0,773.0,252.0,138.0,26.0
2023-01-14 05:00:00,0,654.0,247.0,139.0,26.0
2023-01-14 06:00:00,0,655.0,155.0,153.0,26.0
2023-01-14 07:00:00,0,656.0,179.0,162.0,26.0
2023-01-14 08:00:00,0,651.0,154.0,152.0,26.0
2023-01-14 09:00:00,0,556.0,157.0,161.0,25.0
2023-01-14 10:00:00,0,503.0,155.0,171.0,26.0
2023-01-14 11:00:00,0,501.0,155.0,183.0,27.0
2023-01-14 12:00:00,0,494.0,157.0,176.0,25.0
2023-01-14 13:00:00,0,496.0,154.0,179.0,26.0
2023-01-14 14:00:00,0,498.0,156.0,160.0,26.0
2023-01-14 15:00:00,0,501.0,167.0,90.0,25.0
2023-01-14 16:00:00,0,502.0,168.0,51.0,25.0
2023-01-14 17:00:00,0,505.0,240.0,66.0,25.0
2023-01-14 18:00:00,0,503.0,284.0,83.0,25.0
2023-01-14 19:00:00,0,501.0,284.0,89.0,24.0
2023-01-14 20:00:00,0,499.0,285.0,79.0,25.0
2023-01-14 21:00:00,0,500.0,197.0,103.0,26.0
2023-01-14 22:00:00,0,499.0,197.0,103.0,25.0
2023-01-14 23:00:00,0,492.0,199.0,117.0,25.0
