UTC time,coal,nat_gas,hydro,wind,other
2023-12-11 00:00:00,0,912.0,128.0,74.0,25.0
2023-12-11 01:00:00,0,878.0,220.0,83.0,25.0
2023-12-11 02:00:00,0,931.0,225.0,86.0,26.0
2023-12-11 03:00:00,0,938.0,226.0,96.0,25.0
2023-12-11 04:00:00,0,937.0,223.0,97.0,26.0
2023-12-11 05:00:00,0,939.0,225.0,74.0,25.0
2023-12-11 06:00:00,0,939.0,220.0,85.0,26.0
2023-12-11 07:00:00,0,931.0,212.0,86.0,26.0
2023-12-11 08:00:00,0,932.0,119.0,36.0,25.0
2023-12-11 09:00:00,0,825.0,120.0,36.0,26.0
2023-12-11 10:00:00,0,823.0,118.0,23.0,25.0
2023-12-11 11:00:00,0,824.0,117.0,6.0,24.0
2023-12-11 12:00:00,0,824.0,117.0,9.0,25.0
2023-12-11 13:00:00,0,825.0,115.0,4.0,25.0
2023-12-11 14:00:00,0,826.0,111.0,1.0,27.0
2023-12-11 15:00:00,0,826.0,112.0,31.0,28.0
2023-12-11 16:00:00,0,824.0,102.0,64.0,28.0
2023-12-11 17:00:00,0,823.0,114.0,97.0,27.0
2023-12-11 18:00:00,0,820.0,115.0,118.0,29.0
2023-12-11 19:00:00,0,819.0,114.0,143.0,26.0
2023-12-11 20:00:00,0,817.0,122.0,122.0,27.0
2023-12-11 21:00:00,0,815.0,214.0,101.0,28.0
2023-12-11 22:00:00,0,815.0,222.0,128.0,27.0
2023-12-11 23:00:00,0,813.0,224.0,131.0,27.0
