UTC time,coal,nat_gas,oil,hydro,solar,wind,other
2023-07-13 00:00:00,0.0,1015.0,0.0,173.0,178.0,24.0,5.0
2023-07-13 01:00:00,0.0,1018.0,0.0,175.0,244.0,24.0,10.0
2023-07-13 02:00:00,0.0,1039.0,0.0,180.0,321.0,27.0,11.0
2023-07-13 03:00:00,0.0,1042.0,0.0,177.0,336.0,28.0,6.0
2023-07-13 04:00:00,0.0,1052.0,0.0,171.0,340.0,27.0,0.0
2023-07-13 05:00:00,0.0,1058.0,0.0,72.0,324.0,26.0,0.0
2023-07-13 06:00:00,0.0,1065.0,0.0,118.0,293.0,27.0,0.0
2023-07-13 07:00:00,0.0,1065.0,0.0,68.0,309.0,27.0,0.0
2023-07-13 08:00:00,0.0,985.0,0.0,71.0,325.0,28.0,0.0
2023-07-13 09:00:00,0.0,975.0,0.0,71.0,217.0,27.0,0.0
2023-07-13 10:00:00,0.0,979.0,0.0,70.0,191.0,28.0,0.0
2023-07-13 11:00:00,0.0,984.0,0.0,70.0,127.0,27.0,0.0
2023-07-13 12:00:00,0.0,987.0,0.0,71.0,85.0,27.0,0.0
2023-07-13 13:00:00,0.0,987.0,0.0,69.0,78.0,27.0,0.0
2023-07-13 14:00:00,0.0,985.0,0.0,69.0,49.0,25.0,4.0
2023-07-13 15:00:00,0.0,974.0,0.0,70.0,35.0,23.0,10.0
2023-07-13 16:00:00,0.0,941.0,0.0,71.0,30.0,22.0,14.0
2023-07-13 17:00:00,0.0,963.0,0.0,69.0,26.0,22.0,15.0
2023-07-13 18:00:00,0.0,959.0,0.0,71.0,18.0,22.0,15.0
2023-07-13 19:00:00,0.0,956.0,0.0,69.0,10.0,23.0,14.0
2023-07-13 20:00:00,0.0,951.0,0.0,72.0,9.0,22.0,12.0
2023-07-13 21:00:00,0.0,945.0,0.0,69.0,28.0,22.0,9.0
2023-07-13 22:00:00,0.0,944.0,0.0,70.0,55.0,23.0,7.0
2023-07-13 23:00:00,0.0,937.0,0.0,174.0,72.0,23.0,7.0
