Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,hydro,wind,other
41184,2023-09-13 00:00:00,2024-07-17 00:00:00,3.1,391.46,0,1182.0,70.0,258.0,24.0
41185,2023-09-13 01:00:00,2024-07-17 00:00:00,3.1,380.81,0,1182.0,69.0,304.0,25.0
41186,2023-09-13 02:00:00,2024-07-17 00:00:00,3.1,393.42,0,1187.0,70.0,253.0,26.0
41187,2023-09-13 03:00:00,2024-07-17 00:00:00,3.1,392.21,0,1190.0,69.0,258.0,24.0
41188,2023-09-13 04:00:00,2024-07-17 00:00:00,3.1,377.23,0,1194.0,69.0,324.0,26.0
41189,2023-09-13 05:00:00,2024-07-17 00:00:00,3.1,381.49,0,1198.0,71.0,303.0,24.0
41190,2023-09-13 06:00:00,2024-07-17 00:00:00,3.1,385.39,0,1198.0,69.0,290.0,26.0
41191,2023-09-13 07:00:00,2024-07-17 00:00:00,3.1,380.73,0,1199.0,62.0,317.0,26.0
41192,2023-09-13 08:00:00,2024-07-17 00:00:00,3.1,376.69,0,957.0,14.0,306.0,26.0
41193,2023-09-13 09:00:00,2024-07-17 00:00:00,3.1,384.42,0,935.0,15.0,271.0,25.0
41194,2023-09-13 10:00:00,2024-07-17 00:00:00,3.1,395.68,0,933.0,14.0,235.0,25.0
41195,2023-09-13 11:00:00,2024-07-17 00:00:00,3.1,410.36,0,937.0,14.0,190.0,23.0
41196,2023-09-13 12:00:00,2024-07-17 00:00:00,3.1,418.01,0,947.0,15.0,171.0,26.0
41197,2023-09-13 13:00:00,2024-07-17 00:00:00,3.1,439.17,0,1216.0,14.0,146.0,25.0
41198,2023-09-13 14:00:00,2024-07-17 00:00:00,3.1,446.62,0,1217.0,14.0,121.0,23.0
41199,2023-09-13 15:00:00,2024-07-17 00:00:00,3.1,413.48,0,1217.0,65.0,187.0,26.0
41200,2023-09-13 16:00:00,2024-07-17 00:00:00,3.1,415.35,0,1212.0,69.0,176.0,27.0
41201,2023-09-13 17:00:00,2024-07-17 00:00:00,3.1,429.92,0,1207.0,69.0,123.0,26.0
41202,2023-09-13 18:00:00,2024-07-17 00:00:00,3.1,438.5,0,1197.0,70.0,91.0,24.0
41203,2023-09-13 19:00:00,2024-07-17 00:00:00,3.1,448.25,0,1188.0,69.0,58.0,20.0
41204,2023-09-13 20:00:00,2024-07-17 00:00:00,3.1,451.8,0,1182.0,70.0,48.0,24.0
41205,2023-09-13 21:00:00,2024-07-17 00:00:00,3.1,451.43,0,1176.0,69.0,49.0,23.0
41206,2023-09-13 22:00:00,2024-07-17 00:00:00,3.1,446.79,0,1174.0,69.0,64.0,25.0
41207,2023-09-13 23:00:00,2024-07-17 00:00:00,3.1,442.34,0,1169.0,69.0,76.0,23.0
