UTC time,coal,nat_gas,oil,hydro,solar,wind,other
2023-12-10 00:00:00,0.0,951.0,0.0,206.0,109.0,26.0,0.0
2023-12-10 01:00:00,0.0,948.0,0.0,208.0,115.0,26.0,0.0
2023-12-10 02:00:00,0.0,943.0,0.0,208.0,146.0,26.0,0.0
2023-12-10 03:00:00,0.0,880.0,0.0,208.0,166.0,26.0,0.0
2023-12-10 04:00:00,0.0,883.0,0.0,208.0,153.0,25.0,0.0
2023-12-10 05:00:00,0.0,887.0,0.0,207.0,153.0,26.0,0.0
2023-12-10 06:00:00,0.0,944.0,0.0,211.0,138.0,26.0,0.0
2023-12-10 07:00:00,0.0,947.0,0.0,199.0,125.0,24.0,0.0
2023-12-10 08:00:00,0.0,945.0,0.0,106.0,121.0,26.0,0.0
2023-12-10 09:00:00,0.0,941.0,0.0,110.0,121.0,25.0,0.0
2023-12-10 10:00:00,0.0,943.0,0.0,111.0,126.0,25.0,0.0
2023-12-10 11:00:00,0.0,942.0,0.0,109.0,132.0,24.0,0.0
2023-12-10 12:00:00,0.0,939.0,0.0,114.0,130.0,25.0,0.0
2023-12-10 13:00:00,0.0,918.0,0.0,117.0,148.0,25.0,0.0
2023-12-10 14:00:00,0.0,939.0,0.0,116.0,164.0,26.0,0.0
2023-12-10 15:00:00,0.0,939.0,0.0,115.0,162.0,26.0,0.0
2023-12-10 16:00:00,0.0,937.0,0.0,120.0,161.0,26.0,0.0
2023-12-10 17:00:00,0.0,930.0,0.0,117.0,124.0,26.0,0.0
2023-12-10 18:00:00,0.0,892.0,0.0,118.0,129.0,25.0,0.0
2023-12-10 19:00:00,0.0,937.0,0.0,123.0,146.0,24.0,3.0
2023-12-10 20:00:00,0.0,911.0,0.0,122.0,151.0,26.0,4.0
2023-12-10 21:00:00,0.0,905.0,0.0,122.0,161.0,25.0,4.0
2023-12-10 22:00:00,0.0,908.0,0.0,121.0,132.0,25.0,4.0
2023-12-10 23:00:00,0.0,910.0,0.0,123.0,98.0,27.0,5.0
