UTC time,coal,nat_gas,hydro,wind,other
2023-04-20 00:00:00,0,398.0,63.0,206.0,24.0
2023-04-20 01:00:00,0,332.0,66.0,282.0,25.0
2023-04-20 02:00:00,0,514.0,63.0,217.0,25.0
2023-04-20 03:00:00,0,524.0,63.0,224.0,24.0
2023-04-20 04:00:00,0,526.0,65.0,265.0,25.0
2023-04-20 05:00:00,0,531.0,64.0,213.0,26.0
2023-04-20 06:00:00,0,529.0,64.0,199.0,25.0
2023-04-20 07:00:00,0,530.0,66.0,178.0,25.0
2023-04-20 08:00:00,0,533.0,63.0,216.0,25.0
2023-04-20 09:00:00,0,533.0,64.0,229.0,24.0
2023-04-20 10:00:00,0,533.0,64.0,226.0,25.0
2023-04-20 11:00:00,0,531.0,64.0,205.0,24.0
2023-04-20 12:00:00,0,533.0,60.0,214.0,25.0
2023-04-20 13:00:00,0,534.0,63.0,203.0,23.0
2023-04-20 14:00:00,0,533.0,58.0,176.0,25.0
2023-04-20 15:00:00,0,531.0,64.0,137.0,24.0
2023-04-20 16:00:00,0,533.0,62.0,127.0,25.0
2023-04-20 17:00:00,0,533.0,60.0,127.0,25.0
2023-04-20 18:00:00,0,530.0,61.0,125.0,23.0
2023-04-20 19:00:00,0,530.0,60.0,129.0,24.0
2023-04-20 20:00:00,0,529.0,62.0,135.0,25.0
2023-04-20 21:00:00,0,532.0,58.0,158.0,24.0
2023-04-20 22:00:00,0,529.0,62.0,172.0,25.0
2023-04-20 23:00:00,0,528.0,57.0,164.0,25.0
