UTC time,coal,nat_gas,hydro,wind,other
2023-08-26 00:00:00,0,871.0,154.0,23.0,26.0
2023-08-26 01:00:00,0,867.0,155.0,37.0,26.0
2023-08-26 02:00:00,0,870.0,153.0,32.0,25.0
2023-08-26 03:00:00,0,890.0,153.0,65.0,26.0
2023-08-26 04:00:00,0,872.0,143.0,86.0,27.0
2023-08-26 05:00:00,0,871.0,45.0,74.0,25.0
2023-08-26 06:00:00,0,908.0,45.0,72.0,27.0
2023-08-26 07:00:00,0,937.0,44.0,55.0,27.0
2023-08-26 08:00:00,0,950.0,43.0,58.0,26.0
2023-08-26 09:00:00,0,951.0,39.0,45.0,26.0
2023-08-26 10:00:00,0,955.0,37.0,19.0,26.0
2023-08-26 11:00:00,0,954.0,33.0,7.0,26.0
2023-08-26 12:00:00,0,953.0,31.0,18.0,26.0
2023-08-26 13:00:00,0,952.0,28.0,35.0,24.0
2023-08-26 14:00:00,0,951.0,26.0,39.0,22.0
2023-08-26 15:00:00,0,853.0,21.0,50.0,22.0
2023-08-26 16:00:00,0,938.0,20.0,56.0,25.0
2023-08-26 17:00:00,0,929.0,18.0,67.0,24.0
2023-08-26 18:00:00,0,918.0,17.0,64.0,25.0
2023-08-26 19:00:00,0,907.0,14.0,93.0,25.0
2023-08-26 20:00:00,0,905.0,13.0,108.0,24.0
2023-08-26 21:00:00,0,896.0,14.0,95.0,25.0
2023-08-26 22:00:00,0,896.0,42.0,33.0,23.0
2023-08-26 23:00:00,0,868.0,145.0,28.0,25.0
