Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,hydro,wind,other
40920,2023-09-02 00:00:00,2024-07-17 00:00:00,3.1,332.86,0,897.0,27.0,92.0,26.0
40921,2023-09-02 01:00:00,2024-07-17 00:00:00,3.1,308.85,0,902.0,123.0,78.0,26.0
40922,2023-09-02 02:00:00,2024-07-17 00:00:00,3.1,318.24,0,910.0,126.0,43.0,26.0
40923,2023-09-02 03:00:00,2024-07-17 00:00:00,3.1,317.36,0,947.0,122.0,57.0,27.0
40924,2023-09-02 04:00:00,2024-07-17 00:00:00,3.1,341.11,0,954.0,24.0,76.0,28.0
40925,2023-09-02 05:00:00,2024-07-17 00:00:00,3.1,346.6,0,961.0,17.0,65.0,26.0
40926,2023-09-02 06:00:00,2024-07-17 00:00:00,3.1,348.95,0,964.0,15.0,60.0,26.0
40927,2023-09-02 07:00:00,2024-07-17 00:00:00,3.1,349.66,0,967.0,12.0,61.0,26.0
40928,2023-09-02 08:00:00,2024-07-17 00:00:00,3.1,336.75,0,951.0,15.0,98.0,27.0
40929,2023-09-02 09:00:00,2024-07-17 00:00:00,3.1,340.33,0,953.0,15.0,86.0,26.0
40930,2023-09-02 10:00:00,2024-07-17 00:00:00,3.1,339.13,0,955.0,15.0,90.0,26.0
40931,2023-09-02 11:00:00,2024-07-17 00:00:00,3.1,348.67,0,956.0,15.0,61.0,27.0
40932,2023-09-02 12:00:00,2024-07-17 00:00:00,3.1,353.02,0,957.0,14.0,49.0,27.0
40933,2023-09-02 13:00:00,2024-07-17 00:00:00,3.1,360.72,0,954.0,14.0,26.0,26.0
40934,2023-09-02 14:00:00,2024-07-17 00:00:00,3.1,367.0,0,959.0,13.0,9.0,25.0
40935,2023-09-02 15:00:00,2024-07-17 00:00:00,3.1,366.26,0,956.0,13.0,11.0,25.0
40936,2023-09-02 16:00:00,2024-07-17 00:00:00,3.1,369.2,0,949.0,14.0,2.0,25.0
40937,2023-09-02 17:00:00,2024-07-17 00:00:00,3.1,369.19,0,942.0,15.0,1.0,25.0
40938,2023-09-02 18:00:00,2024-07-17 00:00:00,3.1,369.56,0,932.0,14.0,1.0,25.0
40939,2023-09-02 19:00:00,2024-07-17 00:00:00,3.1,368.03,0,921.0,15.0,4.0,25.0
40940,2023-09-02 20:00:00,2024-07-17 00:00:00,3.1,367.03,0,916.0,15.0,6.0,24.0
40941,2023-09-02 21:00:00,2024-07-17 00:00:00,3.1,368.21,0,907.0,15.0,4.0,26.0
40942,2023-09-02 22:00:00,2024-07-17 00:00:00,3.1,365.28,0,902.0,15.0,11.0,25.0
40943,2023-09-02 23:00:00,2024-07-17 00:00:00,3.1,363.35,0,898.0,16.0,15.0,25.0
