UTC time,coal,nat_gas,oil,hydro,solar,wind,other
2023-07-14 00:00:00,0.0,1017.0,0.0,178.0,89.0,24.0,12.0
2023-07-14 01:00:00,0.0,1028.0,0.0,179.0,112.0,25.0,15.0
2023-07-14 02:00:00,0.0,1029.0,0.0,180.0,124.0,27.0,12.0
2023-07-14 03:00:00,0.0,1030.0,0.0,177.0,160.0,28.0,6.0
2023-07-14 04:00:00,0.0,1041.0,0.0,173.0,169.0,27.0,0.0
2023-07-14 05:00:00,0.0,1048.0,0.0,75.0,207.0,26.0,0.0
2023-07-14 06:00:00,0.0,1056.0,0.0,71.0,210.0,28.0,0.0
2023-07-14 07:00:00,0.0,1062.0,0.0,68.0,171.0,26.0,0.0
2023-07-14 08:00:00,0.0,958.0,0.0,69.0,125.0,27.0,0.0
2023-07-14 09:00:00,0.0,957.0,0.0,71.0,119.0,26.0,0.0
2023-07-14 10:00:00,0.0,952.0,0.0,69.0,110.0,27.0,0.0
2023-07-14 11:00:00,0.0,954.0,0.0,70.0,113.0,27.0,0.0
2023-07-14 12:00:00,0.0,960.0,0.0,69.0,71.0,26.0,0.0
2023-07-14 13:00:00,0.0,959.0,0.0,70.0,46.0,28.0,0.0
2023-07-14 14:00:00,0.0,961.0,0.0,68.0,24.0,26.0,4.0
2023-07-14 15:00:00,0.0,974.0,0.0,71.0,16.0,27.0,11.0
2023-07-14 16:00:00,0.0,969.0,0.0,69.0,8.0,27.0,14.0
2023-07-14 17:00:00,0.0,964.0,0.0,75.0,7.0,26.0,15.0
2023-07-14 18:00:00,0.0,957.0,0.0,82.0,6.0,28.0,15.0
2023-07-14 19:00:00,0.0,950.0,0.0,92.0,11.0,27.0,15.0
2023-07-14 20:00:00,0.0,1026.0,0.0,98.0,21.0,27.0,15.0
2023-07-14 21:00:00,0.0,1035.0,0.0,111.0,23.0,27.0,15.0
2023-07-14 22:00:00,0.0,1030.0,0.0,117.0,18.0,28.0,15.0
2023-07-14 23:00:00,0.0,1026.0,0.0,111.0,22.0,27.0,15.0
