Unnamed: 0,UTC time,carbon_intensity,nat_gas,hydro,wind,biomass,unknown
39144,2023-06-20 00:00:00,478.53,261.0,0.0,4.0,17.0,14.0
39145,2023-06-20 01:00:00,483.34,262.0,0.0,1.0,17.0,14.0
39146,2023-06-20 02:00:00,482.98,288.0,0.0,0.0,20.0,14.0
39147,2023-06-20 03:00:00,484.98,518.0,0.0,0.0,22.0,14.0
39148,2023-06-20 04:00:00,483.97,522.0,0.0,0.0,26.0,16.0
39149,2023-06-20 05:00:00,484.35,522.0,0.0,0.0,26.0,17.0
39150,2023-06-20 06:00:00,459.58,513.0,31.0,0.0,28.0,18.0
39151,2023-06-20 07:00:00,483.84,504.0,0.0,0.0,25.0,15.0
39152,2023-06-20 08:00:00,482.56,410.0,0.0,0.0,25.0,15.0
39153,2023-06-20 09:00:00,482.35,398.0,0.0,0.0,25.0,15.0
39154,2023-06-20 10:00:00,482.88,400.0,0.0,0.0,25.0,16.0
39155,2023-06-20 11:00:00,474.85,410.0,0.0,8.0,24.0,15.0
39156,2023-06-20 12:00:00,476.38,411.0,0.0,6.0,25.0,15.0
39157,2023-06-20 13:00:00,482.54,413.0,0.0,1.0,31.0,24.0
39158,2023-06-20 14:00:00,483.55,558.0,1.0,1.0,31.0,24.0
39159,2023-06-20 15:00:00,376.89,569.0,190.0,1.0,32.0,24.0
39160,2023-06-20 16:00:00,311.22,567.0,367.0,0.0,22.0,15.0
39161,2023-06-20 17:00:00,295.98,570.0,425.0,1.0,24.0,17.0
39162,2023-06-20 18:00:00,288.56,569.0,452.0,1.0,23.0,16.0
39163,2023-06-20 19:00:00,269.61,483.0,457.0,1.0,21.0,16.0
39164,2023-06-20 20:00:00,289.23,489.0,387.0,1.0,17.0,14.0
39165,2023-06-20 21:00:00,338.63,441.0,221.0,1.0,18.0,14.0
39166,2023-06-20 22:00:00,438.95,264.0,29.0,3.0,17.0,13.0
39167,2023-06-20 23:00:00,462.86,261.0,9.0,5.0,17.0,13.0
