Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro,wind,biomass,unknown
37344,2023-04-06 00:00:00,2024-07-17 00:00:00,3.1,20.94,64.0,1409.0,1.0,27.0,14.0
37345,2023-04-06 01:00:00,2024-07-17 00:00:00,3.1,20.93,64.0,1409.0,1.0,28.0,14.0
37346,2023-04-06 02:00:00,2024-07-17 00:00:00,3.1,20.69,63.0,1410.0,0.0,29.0,14.0
37347,2023-04-06 03:00:00,2024-07-17 00:00:00,3.1,20.89,64.0,1410.0,1.0,30.0,14.0
37348,2023-04-06 04:00:00,2024-07-17 00:00:00,3.1,22.35,69.0,1410.0,3.0,31.0,15.0
37349,2023-04-06 05:00:00,2024-07-17 00:00:00,3.1,22.67,69.0,1410.0,6.0,31.0,16.0
37350,2023-04-06 06:00:00,2024-07-17 00:00:00,3.1,22.67,69.0,1411.0,6.0,30.0,16.0
37351,2023-04-06 07:00:00,2024-07-17 00:00:00,3.1,22.71,69.0,1411.0,4.0,29.0,16.0
37352,2023-04-06 08:00:00,2024-07-17 00:00:00,3.1,22.74,69.0,1411.0,4.0,27.0,16.0
37353,2023-04-06 09:00:00,2024-07-17 00:00:00,3.1,22.71,69.0,1412.0,7.0,25.0,16.0
37354,2023-04-06 10:00:00,2024-07-17 00:00:00,3.1,22.9,70.0,1412.0,11.0,24.0,16.0
37355,2023-04-06 11:00:00,2024-07-17 00:00:00,3.1,22.29,69.0,1412.0,14.0,22.0,15.0
37356,2023-04-06 12:00:00,2024-07-17 00:00:00,3.1,22.67,69.0,1412.0,12.0,23.0,16.0
37357,2023-04-06 13:00:00,2024-07-17 00:00:00,3.1,22.37,69.0,1412.0,9.0,22.0,15.0
37358,2023-04-06 14:00:00,2024-07-17 00:00:00,3.1,22.43,69.0,1412.0,5.0,22.0,15.0
37359,2023-04-06 15:00:00,2024-07-17 00:00:00,3.1,22.46,69.0,1411.0,4.0,22.0,15.0
37360,2023-04-06 16:00:00,2024-07-17 00:00:00,3.1,23.5,69.0,1411.0,4.0,25.0,18.0
37361,2023-04-06 17:00:00,2024-07-17 00:00:00,3.1,22.96,70.0,1411.0,8.0,24.0,16.0
37362,2023-04-06 18:00:00,2024-07-17 00:00:00,3.1,22.71,69.0,1411.0,9.0,24.0,16.0
37363,2023-04-06 19:00:00,2024-07-17 00:00:00,3.1,18.22,51.0,1411.0,8.0,24.0,15.0
37364,2023-04-06 20:00:00,2024-07-17 00:00:00,3.1,16.85,45.0,1411.0,5.0,24.0,15.0
37365,2023-04-06 21:00:00,2024-07-17 00:00:00,3.1,12.84,28.0,1410.0,3.0,23.0,15.0
37366,2023-04-06 22:00:00,2024-07-17 00:00:00,3.1,5.18,0.0,1410.0,1.0,20.0,13.0
37367,2023-04-06 23:00:00,2024-07-17 00:00:00,3.1,5.17,0.0,1410.0,3.0,20.0,13.0
