Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro,wind,biomass,unknown
38712,2023-06-02 00:00:00,2024-07-17 00:00:00,3.1,100.24,0.0,128.0,8.0,16.0,14.0
38713,2023-06-02 01:00:00,2024-07-17 00:00:00,3.1,75.39,0.0,207.0,9.0,16.0,14.0
38714,2023-06-02 02:00:00,2024-07-17 00:00:00,3.1,81.52,0.0,185.0,14.0,20.0,14.0
38715,2023-06-02 03:00:00,2024-07-17 00:00:00,3.1,59.22,0.0,368.0,12.0,23.0,15.0
38716,2023-06-02 04:00:00,2024-07-17 00:00:00,3.1,51.56,0.0,476.0,22.0,24.0,15.0
38717,2023-06-02 05:00:00,2024-07-17 00:00:00,3.1,52.75,0.0,478.0,32.0,23.0,17.0
38718,2023-06-02 06:00:00,2024-07-17 00:00:00,3.1,60.73,0.0,342.0,34.0,20.0,17.0
38719,2023-06-02 07:00:00,2024-07-17 00:00:00,3.1,69.31,0.0,268.0,28.0,19.0,17.0
38720,2023-06-02 08:00:00,2024-07-17 00:00:00,3.1,90.41,0.0,122.0,43.0,17.0,15.0
38721,2023-06-02 09:00:00,2024-07-17 00:00:00,3.1,88.51,0.0,117.0,52.0,17.0,15.0
38722,2023-06-02 10:00:00,2024-07-17 00:00:00,3.1,80.97,0.0,118.0,64.0,17.0,14.0
38723,2023-06-02 11:00:00,2024-07-17 00:00:00,3.1,78.68,0.0,117.0,72.0,17.0,14.0
38724,2023-06-02 12:00:00,2024-07-17 00:00:00,3.1,76.71,0.0,114.0,81.0,17.0,14.0
38725,2023-06-02 13:00:00,2024-07-17 00:00:00,3.1,79.93,0.0,102.0,78.0,16.0,14.0
38726,2023-06-02 14:00:00,2024-07-17 00:00:00,3.1,85.43,0.0,88.0,76.0,17.0,14.0
38727,2023-06-02 15:00:00,2024-07-17 00:00:00,3.1,115.57,7.0,87.0,58.0,18.0,16.0
38728,2023-06-02 16:00:00,2024-07-17 00:00:00,3.1,110.75,7.0,124.0,36.0,19.0,16.0
38729,2023-06-02 17:00:00,2024-07-17 00:00:00,3.1,97.93,7.0,186.0,20.0,19.0,17.0
38730,2023-06-02 18:00:00,2024-07-17 00:00:00,3.1,96.62,7.0,181.0,21.0,19.0,16.0
38731,2023-06-02 19:00:00,2024-07-17 00:00:00,3.1,94.74,7.0,177.0,21.0,18.0,15.0
38732,2023-06-02 20:00:00,2024-07-17 00:00:00,3.1,108.62,7.0,140.0,18.0,17.0,15.0
38733,2023-06-02 21:00:00,2024-07-17 00:00:00,3.1,99.54,7.0,144.0,28.0,17.0,14.0
38734,2023-06-02 22:00:00,2024-07-17 00:00:00,3.1,108.04,7.0,117.0,33.0,17.0,14.0
38735,2023-06-02 23:00:00,2024-07-17 00:00:00,3.1,105.37,7.0,122.0,34.0,17.0,14.0
